"var","categoria","La seguridad","El tránsito","El arreglo de las calles","Los parques y espacios públicos","El sistema de salud","La limpieza de las calles","El deporte y la cultura","La luminaria","No sabe"
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.531,0.395,0.545,0.369,0.666,0.285,0.527,0.302,0.119
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.191,0.101,0.263,0.187,0.136,0.269,0.135,0.424,0.387
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.108,0.427,0.104,0.157,0.055,0.259,0.175,0.133,0.274
"P20","Al candidato del Frente de Izquierda",0.056,0.037,0.022,0.109,0.056,0,0.036,0.027,0.036
"P20","No sabe",0.114,0.04,0.066,0.178,0.087,0.187,0.127,0.114,0.184
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.556,0.442,0.55,0.395,0.64,0.355,0.555,0.338,0.119
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.258,0.145,0.194,0.288,0.114,0.341,0.126,0.357,0.464
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.092,0.294,0.18,0.165,0.125,0.209,0.207,0.163,0.244
"P21","Al candidato del Frente de Izquierda",0.016,0.017,0.017,0.035,0.03,0,0.036,0.042,0.017
"P21","No sabe",0.078,0.102,0.059,0.117,0.091,0.095,0.076,0.1,0.156
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.485,0.504,0.494,0.329,0.571,0.265,0.363,0.262,0.101
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.155,0.049,0.13,0.259,0.119,0.258,0.081,0.316,0.339
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.131,0.272,0.285,0.189,0.135,0.331,0.23,0.208,0.309
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0.037,0.032,0.055,0.034,0,0.108,0.041,0.024
"P22","No sabe",0.229,0.138,0.059,0.168,0.141,0.146,0.218,0.173,0.227
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.418,0.377,0.514,0.314,0.569,0.265,0.442,0.276,0.109
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.24,0.073,0.105,0.254,0.112,0.293,0.122,0.455,0.436
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.101,0.313,0.296,0.176,0.095,0.317,0.221,0.12,0.297
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0.037,0.008,0.086,0.021,0.028,0.072,0.027,0.009
"P23","No sabe",0.241,0.2,0.077,0.17,0.203,0.097,0.143,0.122,0.149
"P24","Muy buena",0.48,0.349,0.423,0.168,0.585,0.291,0.333,0.174,0.05
"P24","Buena",0.204,0.284,0.133,0.28,0.108,0.205,0.159,0.086,0.06
"P24","Ni buena ni mala",0.092,0.098,0.334,0.248,0.087,0.14,0.25,0.206,0.22
"P24","Mala",0.07,0.014,0.045,0.155,0.022,0.119,0.066,0.22,0.234
"P24","Muy mala",0.112,0.118,0.032,0.094,0.182,0.165,0.137,0.259,0.365
"P24","No sabe",0.017,0.046,0.003,0.024,0.016,0.019,0.051,0.027,0.025
"P24","No lo conozco",0.025,0.091,0.03,0.031,0,0.061,0.004,0.028,0.046
"P25","Muy buena",0.156,0.101,0.032,0.071,0.029,0.02,0.01,0.024,0.022
"P25","Buena",0.111,0.078,0.089,0.035,0.062,0.16,0.052,0.061,0.047
"P25","Ni buena ni mala",0.143,0.463,0.499,0.366,0.465,0.208,0.426,0.257,0.245
"P25","Mala",0.106,0.12,0.086,0.194,0.09,0.214,0.107,0.057,0.195
"P25","Muy mala",0.114,0.1,0.045,0.13,0.164,0.077,0.062,0.222,0.205
"P25","No sabe",0.305,0.023,0.084,0.075,0.072,0.083,0.222,0.274,0.15
"P25","No lo conozco",0.065,0.115,0.165,0.129,0.118,0.238,0.121,0.105,0.136
"P26","Muy buena",0.167,0.034,0.073,0.041,0.031,0.095,0.033,0.106,0.086
"P26","Buena",0.196,0.171,0.099,0.058,0.062,0.198,0.063,0.187,0.195
"P26","Ni buena ni mala",0.107,0.255,0.329,0.249,0.094,0.147,0.152,0.292,0.296
"P26","Mala",0.136,0.055,0.199,0.346,0.174,0.268,0.209,0.132,0.169
"P26","Muy mala",0.271,0.313,0.239,0.224,0.568,0.199,0.482,0.202,0.124
"P26","No sabe",0.058,0.081,0.029,0.029,0.013,0.032,0.016,0.053,0.05
"P26","No lo conozco",0.065,0.091,0.032,0.053,0.058,0.061,0.045,0.028,0.08
"P27","Muy buena",0.158,0.05,0.066,0.05,0.026,0.104,0.028,0.032,0.073
"P27","Buena",0.105,0.137,0.037,0.094,0,0.109,0.006,0.138,0.101
"P27","Ni buena ni mala",0.089,0.262,0.289,0.28,0.186,0.294,0.234,0.277,0.271
"P27","Mala",0.13,0.047,0.214,0.173,0.116,0.069,0.115,0.067,0.095
"P27","Muy mala",0.182,0.226,0.178,0.132,0.322,0.073,0.182,0.073,0.081
"P27","No sabe",0.203,0.046,0.121,0.108,0.231,0.148,0.174,0.207,0.131
"P27","No lo conozco",0.133,0.232,0.095,0.163,0.119,0.203,0.261,0.206,0.248
"P28","Muy buena",0.137,0.127,0.015,0.028,0.005,0.034,0.017,0,0.042
"P28","Buena",0.057,0.029,0.042,0.088,0,0.017,0.006,0.034,0.029
"P28","Ni buena ni mala",0.176,0.317,0.326,0.328,0.22,0.377,0.113,0.265,0.219
"P28","Mala",0.051,0.037,0.135,0.135,0.078,0.034,0.134,0.042,0.1
"P28","Muy mala",0.118,0.175,0.093,0.062,0.257,0.042,0.124,0.051,0.086
"P28","No sabe",0.295,0.068,0.191,0.14,0.176,0.208,0.199,0.293,0.186
"P28","No lo conozco",0.166,0.247,0.198,0.219,0.264,0.288,0.407,0.315,0.338
"P29","Muy buena",0.098,0.02,0.059,0.011,0.005,0.038,0.072,0,0.077
"P29","Buena",0.109,0.133,0.038,0.037,0,0.033,0.015,0.122,0.046
"P29","Ni buena ni mala",0.125,0.225,0.239,0.346,0.187,0.337,0.071,0.184,0.248
"P29","Mala",0.113,0.05,0.165,0.217,0.08,0.055,0.11,0.08,0.106
"P29","Muy mala",0.199,0.316,0.131,0.078,0.323,0.038,0.184,0.124,0.107
"P29","No sabe",0.192,0.017,0.191,0.119,0.143,0.202,0.192,0.179,0.134
"P29","No lo conozco",0.164,0.239,0.177,0.192,0.262,0.297,0.356,0.311,0.282
"P30","Muy buena",0.38,0.291,0.305,0.135,0.356,0.147,0.26,0.067,0.024
"P30","Buena",0.199,0.229,0.196,0.238,0.253,0.194,0.226,0.163,0.053
"P30","Ni buena ni mala",0.116,0.262,0.245,0.2,0.135,0.266,0.159,0.147,0.135
"P30","Mala",0.115,0.043,0.183,0.218,0.026,0.095,0.228,0.276,0.263
"P30","Muy mala",0.154,0.121,0.019,0.173,0.23,0.209,0.087,0.303,0.473
"P30","No sabe",0.036,0.054,0.052,0.036,0,0.089,0.04,0.044,0.052
"P31","Que continúe el intendente Lucas Gui",0.538,0.153,0.263,0.171,0.376,0.152,0.213,0.076,0.046
"P31","Que continúe Lucas Gui pero con mejoras",0.269,0.671,0.308,0.249,0.312,0.263,0.36,0.205,0.094
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.075,0.106,0.254,0.063,0.067,0.145,0.064,0.122,0.087
"P31","Que cambie el intendente Lucas Gui",0.118,0.07,0.175,0.517,0.245,0.44,0.363,0.597,0.773
"P33","La seguridad",0.468,0.255,0.384,0.475,0.313,0.433,0.367,0.428,0.579
"P33","El tránsito",0.086,0.279,0.045,0.034,0.057,0.028,0.092,0.091,0.023
"P33","El arreglo de las calles",0.217,0.332,0.225,0.22,0.319,0.114,0.218,0.213,0.103
"P33","Los parques y espacios públicos",0,0.029,0.041,0.146,0,0,0.028,0.017,0.009
"P33","El sistema de salud",0,0.06,0.093,0.069,0.12,0.066,0.016,0.038,0.033
"P33","La limpieza de las calles",0.024,0.029,0.072,0.018,0.036,0.144,0.049,0.007,0.016
"P33","El deporte y la cultura",0,0,0.01,0.002,0,0.007,0.152,0.047,0.013
"P33","La luminaria",0.044,0,0.024,0.002,0.033,0.027,0,0.08,0.011
"P33","No sabe",0.161,0.016,0.106,0.034,0.122,0.181,0.078,0.079,0.213
"P34","Agua corriente y cloacas",0.282,0.193,0.14,0.294,0.2,0.307,0.18,0.183,0.313
"P34","Energía eléctrica",0.155,0.263,0.185,0.112,0.116,0.113,0.136,0.223,0.128
"P34","Red de gas natural",0.05,0.137,0.111,0.08,0.046,0.023,0.005,0.063,0.064
"P34","Recolección de residuos",0.16,0.112,0.197,0.257,0.206,0.257,0.424,0.179,0.258
"P34","Ninguno",0.353,0.295,0.367,0.257,0.432,0.3,0.255,0.352,0.237
"P35","Los robos",0.499,0.416,0.397,0.496,0.509,0.323,0.417,0.453,0.458
"P35","El narcotráfico",0.108,0.284,0.103,0.065,0.089,0.103,0.051,0.137,0.12
"P35","La ausencia de patrulleros y personal policial",0.065,0.091,0.284,0.203,0.26,0.369,0.249,0.275,0.227
"P35","Otro",0.129,0.04,0.111,0.145,0.07,0.135,0.237,0.125,0.157
"P35","Ninguno",0.199,0.169,0.105,0.091,0.072,0.07,0.046,0.01,0.038
"P36","Muy buena",0.263,0.252,0.208,0.178,0.104,0.047,0.094,0.071,0.063
"P36","Buena",0.312,0.293,0.103,0.127,0.105,0.115,0.186,0.093,0.069
"P36","Ni buena ni mala",0.187,0.252,0.398,0.353,0.262,0.269,0.285,0.278,0.233
"P36","Mala",0.041,0.038,0.114,0.111,0.162,0.254,0.255,0.293,0.208
"P36","Muy mala",0.093,0.032,0.066,0.051,0.087,0.051,0.018,0.112,0.218
"P36","No sabe",0.104,0.133,0.111,0.18,0.28,0.264,0.162,0.153,0.209
"P37","Lo votaria",0.399,0.203,0.128,0.085,0.06,0.138,0.034,0.052,0.029
"P37","Puede que lo vote",0.223,0.225,0.199,0.194,0.355,0.096,0.308,0.077,0.059
"P37","Nunca lo votaría",0.283,0.491,0.585,0.574,0.389,0.671,0.516,0.781,0.837
"P37","No sabe",0.095,0.081,0.088,0.147,0.196,0.095,0.142,0.09,0.075
"P38","Lo votaria",0.318,0.143,0.14,0.111,0.108,0.067,0.093,0.144,0.022
"P38","Puede que lo vote",0.271,0.256,0.278,0.22,0.368,0.213,0.255,0.121,0.075
"P38","Nunca lo votaría",0.33,0.47,0.534,0.54,0.366,0.607,0.456,0.684,0.82
"P38","No sabe",0.081,0.131,0.048,0.129,0.158,0.113,0.196,0.051,0.083
"P39","Lo votaria",0.399,0.145,0.154,0.112,0.151,0.091,0.061,0.104,0.019
"P39","Puede que lo vote",0.272,0.258,0.191,0.226,0.453,0.199,0.317,0.108,0.077
"P39","Nunca lo votaría",0.244,0.497,0.568,0.581,0.328,0.687,0.405,0.723,0.829
"P39","No sabe",0.085,0.1,0.087,0.081,0.068,0.023,0.217,0.065,0.075
"P40","Lo votaria",0.322,0.107,0.122,0.112,0.067,0.095,0.017,0.165,0.097
"P40","Puede que lo vote",0.216,0.05,0.159,0.181,0.264,0.311,0.17,0.385,0.32
"P40","Nunca lo votaría",0.4,0.788,0.685,0.639,0.623,0.515,0.679,0.377,0.497
"P40","No sabe",0.062,0.055,0.034,0.068,0.046,0.079,0.134,0.073,0.086
"P41","Lo votaria",0.307,0.053,0.188,0.219,0.07,0.316,0.087,0.365,0.466
"P41","Puede que lo vote",0.074,0.117,0.174,0.128,0.09,0.152,0.17,0.24,0.245
"P41","Nunca lo votaría",0.611,0.772,0.622,0.572,0.802,0.432,0.661,0.325,0.239
"P41","No sabe",0.008,0.058,0.016,0.081,0.038,0.1,0.082,0.07,0.05
"P42","Lo votaria",0.257,0.131,0.05,0.141,0.036,0.03,0.095,0.039,0.071
"P42","Puede que lo vote",0.117,0.178,0.201,0.212,0.124,0.356,0.126,0.341,0.257
"P42","Nunca lo votaría",0.561,0.625,0.602,0.513,0.683,0.442,0.606,0.479,0.558
"P42","No sabe",0.065,0.066,0.147,0.134,0.157,0.172,0.173,0.141,0.114
"P43","Lo votaria",0.221,0.153,0.062,0.04,0,0.017,0.017,0.147,0.068
"P43","Puede que lo vote",0.127,0.102,0.112,0.179,0.088,0.294,0.178,0.208,0.196
"P43","Nunca lo votaría",0.582,0.617,0.731,0.658,0.779,0.533,0.653,0.4,0.589
"P43","No sabe",0.07,0.128,0.095,0.123,0.133,0.156,0.152,0.245,0.147
"P44","Lo votaria",0.259,0.414,0.293,0.096,0.059,0.362,0.143,0.206,0.335
"P44","Puede que lo vote",0.19,0.042,0.07,0.151,0.176,0.225,0.092,0.207,0.197
"P44","Nunca lo votaría",0.53,0.517,0.592,0.687,0.709,0.277,0.68,0.523,0.411
"P44","No sabe",0.021,0.027,0.045,0.066,0.056,0.136,0.085,0.064,0.057
"P45","Lo votaria",0.13,0.302,0.127,0.087,0.028,0.139,0.059,0.067,0.209
"P45","Puede que lo vote",0.21,0.022,0.094,0.217,0.122,0.298,0.172,0.366,0.286
"P45","Nunca lo votaría",0.654,0.61,0.684,0.61,0.748,0.442,0.735,0.487,0.392
"P45","No sabe",0.006,0.066,0.095,0.086,0.102,0.121,0.034,0.08,0.113
"P46","Muy buena",0.252,0.202,0.128,0.058,0.052,0.085,0,0,0.015
"P46","Buena",0.201,0.192,0.165,0.187,0.128,0.067,0.126,0.086,0.045
"P46","Ni buena ni mala",0.198,0.217,0.249,0.237,0.312,0.11,0.364,0.172,0.096
"P46","Mala",0.268,0.184,0.217,0.186,0.222,0.259,0.17,0.13,0.161
"P46","Muy mala",0.081,0.205,0.241,0.308,0.286,0.479,0.335,0.612,0.683
"P46","No sabe",0,0,0,0.024,0,0,0.005,0,0
"P47","Muy buena",0.265,0.037,0.138,0.111,0.089,0.33,0.05,0.167,0.203
"P47","Buena",0.161,0.249,0.088,0.123,0.104,0.135,0.038,0.129,0.256
"P47","Ni buena ni mala",0.024,0.09,0.091,0.14,0.041,0.091,0.175,0.248,0.171
"P47","Mala",0.23,0.182,0.167,0.194,0.149,0.251,0.121,0.228,0.191
"P47","Muy mala",0.307,0.442,0.51,0.418,0.617,0.193,0.612,0.228,0.16
"P47","No sabe",0.013,0,0.006,0.014,0,0,0.004,0,0.019
"P48","Muy buena",0.401,0.483,0.499,0.366,0.473,0.222,0.392,0.191,0.093
"P48","Buena",0.13,0.074,0.06,0.091,0.097,0.03,0.129,0.083,0.025
"P48","Ni buena ni mala",0.04,0.019,0.03,0.066,0.007,0.022,0.049,0.042,0.032
"P48","Mala",0.176,0.117,0.112,0.095,0.038,0.26,0.06,0.055,0.112
"P48","Muy mala",0.234,0.307,0.299,0.351,0.385,0.466,0.37,0.629,0.726
"P48","No sabe",0.019,0,0,0.031,0,0,0,0,0.012
"P49","Muy buena",0.286,0.202,0.064,0.127,0.066,0.088,0.087,0.162,0.115
"P49","Buena",0.208,0.139,0.076,0.155,0.089,0.227,0.122,0.26,0.161
"P49","Ni buena ni mala",0.122,0.156,0.278,0.097,0.202,0.435,0.144,0.133,0.266
"P49","Mala",0.075,0.186,0.153,0.207,0.224,0.035,0.215,0.189,0.201
"P49","Muy mala",0.277,0.31,0.423,0.383,0.419,0.215,0.432,0.229,0.227
"P49","No sabe",0.032,0.007,0.006,0.031,0,0,0,0.027,0.03
"P50","Muy buena",0.23,0.184,0.065,0.07,0.089,0.014,0.018,0.033,0.019
"P50","Buena",0.229,0.205,0.226,0.185,0.231,0.189,0.274,0.109,0.052
"P50","Ni buena ni mala",0.217,0.175,0.297,0.292,0.221,0.184,0.22,0.151,0.102
"P50","Mala",0.162,0.248,0.165,0.129,0.169,0.121,0.201,0.144,0.171
"P50","Muy mala",0.146,0.188,0.239,0.287,0.29,0.492,0.282,0.549,0.642
"P50","No sabe",0.016,0,0.008,0.037,0,0,0.005,0.014,0.014
"P51","Muy buena",0.281,0.057,0.171,0.185,0.113,0.311,0.067,0.249,0.387
"P51","Buena",0.126,0.228,0.099,0.075,0.061,0.119,0.125,0.199,0.232
"P51","Ni buena ni mala",0.02,0.092,0.117,0.155,0.066,0.135,0.106,0.18,0.151
"P51","Mala",0.145,0.163,0.164,0.138,0.118,0.161,0.116,0.057,0.072
"P51","Muy mala",0.412,0.46,0.449,0.416,0.642,0.274,0.586,0.288,0.136
"P51","No sabe",0.016,0,0,0.031,0,0,0,0.027,0.022
"P52","Muy buena",0.181,0.101,0.231,0.178,0.079,0.27,0.064,0.103,0.293
"P52","Buena",0.15,0.249,0.083,0.124,0.081,0.178,0.097,0.255,0.154
"P52","Ni buena ni mala",0.116,0.069,0.101,0.153,0.121,0.207,0.139,0.167,0.242
"P52","Mala",0.124,0.092,0.118,0.176,0.126,0.085,0.152,0.162,0.115
"P52","Muy mala",0.413,0.489,0.452,0.334,0.567,0.253,0.548,0.299,0.152
"P52","No sabe",0.016,0,0.015,0.035,0.026,0.007,0,0.014,0.044
