"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.057,0.055,0.041,0.242,0.271
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.753,0.901,0.836,0.588,0.459
"P39","No sabe",0.19,0.044,0.123,0.17,0.27
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.018,0.03,0.003,0.163,0.27
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.866,0.831,0.852,0.635,0.595
"P40","No sabe",0.116,0.139,0.145,0.202,0.135
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.01,0.018,0,0.194,0.272
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.746,0.899,0.941,0.578,0.5
"P41","No sabe",0.244,0.083,0.059,0.228,0.228
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.004,0.021,0,0.192,0.378
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.869,0.827,0.87,0.659,0.604
"P42","No sabe",0.127,0.152,0.13,0.149,0.018
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.006,0.03,0.012,0.195,0.376
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.88,0.807,0.806,0.655,0.605
"P43","No sabe",0.114,0.163,0.182,0.15,0.019
"P44","Mauricio Macri – María Eugenia Vidal",0.685,0.775,0.81,0.595,0.523
"P44","Sergio Massa – Wado de Pedro",0.171,0.142,0.091,0.242,0.228
"P44","No sabe",0.144,0.083,0.099,0.163,0.249
"P45","Sergio Massa – Wado de Pedro",0.167,0.095,0.097,0.222,0.338
"P45","Javier Milei – José Luis Espert",0.329,0.392,0.512,0.238,0.127
"P45","No sabe",0.504,0.513,0.391,0.54,0.535
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.679,0.561,0.623,0.529,0.586
"P46","Javier Milei – José Luis Espert",0.154,0.236,0.274,0.14,0.09
"P46","No sabe",0.167,0.203,0.103,0.331,0.324
"P47","Muy buena",0.143,0.065,0.059,0.095,0.171
"P47","Buena",0.032,0.041,0.022,0.067,0.186
"P47","Ni buena ni mala",0.05,0.034,0.01,0.088,0.108
"P47","Mala",0.098,0.084,0.063,0.116,0.047
"P47","Muy mala",0.677,0.774,0.846,0.634,0.488
"P47","No sabe",0,0.002,0,0,0
"P48","Muy buena",0.002,0.006,0,0.046,0.119
"P48","Buena",0.015,0.015,0,0.063,0.166
"P48","Ni buena ni mala",0.034,0.027,0.005,0.056,0.109
"P48","Mala",0.111,0.116,0.07,0.202,0.089
"P48","Muy mala",0.819,0.834,0.925,0.633,0.517
"P48","No sabe",0.019,0.002,0,0,0
"P49","Muy buena",0.002,0.022,0,0.171,0.197
"P49","Buena",0.009,0.013,0,0.02,0.113
"P49","Ni buena ni mala",0.039,0.004,0.006,0.033,0.103
"P49","Mala",0.064,0.06,0.045,0.06,0.012
"P49","Muy mala",0.886,0.899,0.946,0.716,0.575
"P49","No sabe",0,0.002,0.003,0,0
"P50","Muy buena",0.194,0.466,0.358,0.119,0.028
"P50","Buena",0.291,0.253,0.337,0.265,0.214
"P50","Ni buena ni mala",0.217,0.075,0.108,0.196,0.305
"P50","Mala",0.047,0.01,0.057,0.141,0.161
"P50","Muy mala",0.251,0.187,0.14,0.279,0.292
"P50","No sabe",0,0.009,0,0,0
"P51","Muy buena",0.506,0.299,0.253,0.19,0.104
"P51","Buena",0.384,0.401,0.432,0.358,0.261
"P51","Ni buena ni mala",0.081,0.214,0.23,0.154,0.139
"P51","Mala",0.008,0.052,0.057,0.09,0.244
"P51","Muy mala",0.021,0.027,0.028,0.208,0.252
"P51","No sabe",0,0.007,0,0,0
"P52","Muy buena",0.068,0.031,0.063,0.055,0.163
"P52","Buena",0.142,0.076,0.044,0.072,0.072
"P52","Ni buena ni mala",0.124,0.053,0.07,0.079,0.252
"P52","Mala",0.166,0.142,0.103,0.102,0.103
"P52","Muy mala",0.497,0.693,0.72,0.692,0.41
"P52","No sabe",0.003,0.005,0,0,0
"P53","Muy buena",0.202,0.519,0.737,0.179,0.191
"P53","Buena",0.293,0.277,0.115,0.208,0.134
"P53","Ni buena ni mala",0.268,0.071,0.029,0.303,0.276
"P53","Mala",0.098,0.029,0.021,0.055,0.108
"P53","Muy mala",0.132,0.099,0.098,0.255,0.291
"P53","No sabe",0.007,0.005,0,0,0
"P54","Muy buena",0.139,0.13,0.184,0.021,0
"P54","Buena",0.148,0.222,0.172,0.15,0.078
"P54","Ni buena ni mala",0.414,0.406,0.49,0.314,0.25
"P54","Mala",0.147,0.173,0.096,0.133,0.264
"P54","Muy mala",0.119,0.067,0.052,0.382,0.367
"P54","No sabe",0.033,0.002,0.006,0,0.041
"P55","Muy buena",0.349,0.378,0.366,0.265,0.156
"P55","Buena",0.287,0.357,0.33,0.2,0.153
"P55","Ni buena ni mala",0.187,0.156,0.228,0.221,0.075
"P55","Mala",0.096,0.071,0.022,0.121,0.128
"P55","Muy mala",0.081,0.032,0.051,0.193,0.488
"P55","No sabe",0,0.006,0.003,0,0
"P56","Muy buena",0.081,0.056,0.053,0.046,0.066
"P56","Buena",0.073,0.101,0.02,0.12,0.057
"P56","Ni buena ni mala",0.187,0.082,0.045,0.088,0.256
"P56","Mala",0.107,0.132,0.144,0.136,0.105
"P56","Muy mala",0.547,0.612,0.735,0.604,0.516
"P56","No sabe",0.005,0.017,0.003,0.006,0
"P57","Muy buena",0.093,0.062,0.127,0.566,0.112
"P57","Buena",0.235,0.177,0.102,0.189,0.189
"P57","Ni buena ni mala",0.337,0.377,0.401,0.103,0.346
"P57","Mala",0.073,0.155,0.135,0.022,0.193
"P57","Muy mala",0.22,0.208,0.229,0.12,0.029
"P57","No sabe",0.042,0.021,0.006,0,0.131
"P58","Muy buena",0.086,0.043,0.061,0.168,0.297
"P58","Buena",0.298,0.27,0.303,0.265,0.23
"P58","Ni buena ni mala",0.34,0.409,0.416,0.36,0.18
"P58","Mala",0.058,0.113,0.093,0.055,0.174
"P58","Muy mala",0.111,0.135,0.096,0.144,0
"P58","No sabe",0.107,0.03,0.031,0.008,0.119
"P59","Siempre",0.279,0.353,0.327,0.299,0.359
"P59","Casi siempre",0.419,0.438,0.396,0.336,0.213
"P59","Casi nunca",0.172,0.166,0.23,0.267,0.261
"P59","Nunca, pero esta es una excepción",0.13,0.043,0.047,0.098,0.167
"P60","Si",0.49,0.566,0.658,0.508,0.465
"P60","No",0.51,0.434,0.342,0.492,0.535
