"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P52","Ni buena ni mala",0.324,0.085,0.072,0.337,0.225
"P52","Mala",0.092,0.137,0.173,0.222,0.128
"P52","Muy mala",0.119,0.639,0.681,0.25,0.468
"P52","No sabe",0.01,0.003,0.004,0,0.032
"P53","Muy buena",0.042,0.451,0.311,0.043,0.147
"P53","Buena",0.06,0.234,0.25,0.109,0.15
"P53","Ni buena ni mala",0.066,0.137,0.204,0.141,0.229
"P53","Mala",0.146,0.049,0.102,0.181,0.144
"P53","Muy mala",0.675,0.125,0.13,0.526,0.312
"P53","No sabe",0.011,0.004,0.003,0,0.018
"P54","Muy buena",0.027,0.128,0.574,0.087,0.082
"P54","Buena",0.024,0.179,0.273,0.061,0.146
"P54","Ni buena ni mala",0.087,0.413,0.104,0.223,0.32
"P54","Mala",0.126,0.149,0.028,0.109,0.09
"P54","Muy mala",0.72,0.119,0.016,0.494,0.312
"P54","No sabe",0.016,0.012,0.005,0.026,0.05
"P55","Muy buena",0.025,0.348,0.149,0.084,0.122
"P55","Buena",0.024,0.311,0.274,0.113,0.139
"P55","Ni buena ni mala",0.075,0.185,0.225,0.164,0.231
"P55","Mala",0.143,0.071,0.143,0.085,0.178
"P55","Muy mala",0.718,0.082,0.206,0.541,0.308
"P55","No sabe",0.015,0.003,0.003,0.013,0.022
"P56","Muy buena",0.135,0.06,0.02,0.063,0.026
"P56","Buena",0.35,0.074,0.055,0.158,0.098
"P56","Ni buena ni mala",0.299,0.101,0.117,0.268,0.207
"P56","Mala",0.073,0.135,0.154,0.23,0.179
"P56","Muy mala",0.14,0.621,0.644,0.281,0.472
"P56","No sabe",0.003,0.009,0.01,0,0.018
"P57","Muy buena",0.034,0.14,0.101,0.055,0.075
"P57","Buena",0.118,0.172,0.141,0.287,0.155
"P57","Ni buena ni mala",0.392,0.351,0.333,0.291,0.348
"P57","Mala",0.188,0.117,0.137,0.208,0.12
"P57","Muy mala",0.213,0.196,0.258,0.115,0.199
"P57","No sabe",0.055,0.024,0.03,0.044,0.103
"P58","Muy buena",0.016,0.082,0.054,0.025,0.055
"P58","Buena",0.047,0.285,0.124,0.19,0.095
"P58","Ni buena ni mala",0.207,0.378,0.377,0.269,0.316
"P58","Mala",0.172,0.088,0.119,0.124,0.122
"P58","Muy mala",0.504,0.116,0.281,0.353,0.243
"P58","No sabe",0.054,0.051,0.045,0.039,0.169
"P59","Siempre",0.364,0.328,0.251,0.196,0.279
"P59","Casi siempre",0.342,0.403,0.394,0.405,0.383
"P59","Casi nunca",0.183,0.191,0.259,0.36,0.231
"P59","Nunca, pero esta es una excepción",0.111,0.078,0.096,0.039,0.107
"P60","Si",0.585,0.566,0.601,0.509,0.54
"P60","No",0.415,0.434,0.399,0.491,0.46
