"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P28","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.294,0.165,0.079
"P28","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.14,0.27,0.028
"P28","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.101,0.044,0.057
"P28","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.243,0.077,0.266
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.044,0.081,0
"P28","Otros",0.078,0.141,0.04
"P28","En blanco",0.014,0.034,0.268
"P28","No sabe",0.086,0.188,0.262
"P32","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.379,0.427,0.117
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.346,0.268,0.129
"P32","En blanco",0.103,0.106,0.329
"P32","No sabe",0.172,0.199,0.425
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.292,0.333,0.183
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.267,0.21,0.152
"P33","En blanco",0.253,0.239,0.434
"P33","No sabe",0.188,0.218,0.231
"P34","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.365,0.503,0.139
"P34","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.331,0.199,0.046
"P34","En blanco",0.156,0.041,0.319
"P34","No sabe",0.148,0.257,0.496
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.285,0.356,0.009
"P35","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.283,0.157,0.224
"P35","En blanco",0.253,0.186,0.579
"P35","No sabe",0.179,0.301,0.188
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.378,0.448,0.151
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.341,0.214,0.175
"P36","En blanco",0.133,0.071,0.319
"P36","No sabe",0.148,0.267,0.355
"P37","Lo votaría",0.343,0.338,0.139
"P37","Puede que lo vote",0.08,0.127,0.041
"P37","Nunca lo votaría",0.477,0.452,0.514
"P37","No sabe",0.1,0.083,0.306
"P38","Lo votaría",0.202,0.375,0.025
"P38","Puede que lo vote",0.116,0.093,0
"P38","Nunca lo votaría",0.567,0.34,0.56
"P38","No sabe",0.115,0.192,0.415
"P39","Lo votaría",0.289,0.237,0.024
"P39","Puede que lo vote",0.106,0.111,0.022
"P39","Nunca lo votaría",0.507,0.443,0.657
"P39","No sabe",0.098,0.209,0.297
"P40","Lo votaría",0.208,0.174,0.01
"P40","Puede que lo vote",0.185,0.216,0
"P40","Nunca lo votaría",0.513,0.548,0.689
"P40","No sabe",0.094,0.062,0.301
"P41","Lo votaría",0.117,0.093,0
"P41","Puede que lo vote",0.149,0.138,0.078
"P41","Nunca lo votaría",0.53,0.398,0.528
"P41","No sabe",0.204,0.371,0.394
"P42","Lo votaría",0.25,0.165,0.152
"P42","Puede que lo vote",0.144,0.164,0.101
"P42","Nunca lo votaría",0.527,0.511,0.233
"P42","No sabe",0.079,0.16,0.514
"P43","Lo votaría",0.115,0.281,0
"P43","Puede que lo vote",0.129,0.212,0.025
"P43","Nunca lo votaría",0.63,0.441,0.512
"P43","No sabe",0.126,0.066,0.463
"P44","Sí",0.433,0.184,0.041
"P44","No",0.567,0.816,0.959
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.246,0.113,0
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.093,0.125,0.056
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.181,0.271,0.196
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.079,0.063,0.006
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.223,0.066,0.167
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.024,0.073,0
"PRESIDENTE","En blanco",0.048,0.087,0.175
"PRESIDENTE","No sabe",0.106,0.202,0.4
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.252,0.248,0.195
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.173,0.188,0.194
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.089,0.077,0.096
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.207,0.112,0.249
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.189,0.076,0.148
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.038,0.096,0.018
"DIPUTADOS","En blanco",0.031,0.102,0.079
"DIPUTADOS","No sabe",0.021,0.101,0.021
