"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P37","Nunca lo votaría",0.053,0.855,0.861,0.42
"P37","No sabe",0.026,0.059,0.035,0.424
"P38","Lo votaría",0.447,0.034,0.062,0.091
"P38","Puede que lo vote",0.22,0.025,0.037,0.079
"P38","Nunca lo votaría",0.194,0.915,0.854,0.435
"P38","No sabe",0.139,0.026,0.047,0.395
"P39","Lo votaría",0.076,0.676,0.037,0.048
"P39","Puede que lo vote",0.041,0.162,0.108,0.125
"P39","Nunca lo votaría",0.827,0.149,0.685,0.405
"P39","No sabe",0.056,0.013,0.17,0.422
"P40","Lo votaría",0.048,0.435,0.106,0.106
"P40","Puede que lo vote",0.11,0.275,0.181,0.138
"P40","Nunca lo votaría",0.789,0.244,0.588,0.435
"P40","No sabe",0.053,0.046,0.125,0.321
"P41","Lo votaría",0.108,0.158,0.064,0.05
"P41","Puede que lo vote",0.128,0.182,0.184,0.08
"P41","Nunca lo votaría",0.555,0.481,0.587,0.483
"P41","No sabe",0.209,0.179,0.165,0.387
"P42","Lo votaría",0.061,0.336,0.485,0.307
"P42","Puede que lo vote",0.065,0.281,0.051,0.097
"P42","Nunca lo votaría",0.781,0.322,0.382,0.38
"P42","No sabe",0.093,0.061,0.082,0.216
"P43","Lo votaría",0.142,0.081,0.161,0.124
"P43","Puede que lo vote",0.248,0.035,0.109,0.053
"P43","Nunca lo votaría",0.472,0.822,0.655,0.483
"P43","No sabe",0.138,0.062,0.075,0.34
"P44","Sí",0.446,0.468,0.338,0.222
"P44","No",0.554,0.532,0.662,0.778
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.567,0.022,0.084,0.071
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.209,0.015,0.06,0.039
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.033,0.515,0.019,0.025
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.02,0.142,0.049,0.074
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.073,0.273,0.44,0.294
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.017,0.003,0.047,0.039
"PRESIDENTE","En blanco",0.029,0.009,0.149,0.083
"PRESIDENTE","No sabe",0.052,0.021,0.152,0.375
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.517,0.098,0.11,0.107
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.051,0.366,0.063,0.129
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.012,0.159,0.032,0.092
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.227,0.123,0.183,0.31
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.102,0.229,0.402,0.179
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.05,0.004,0.115,0.048
"DIPUTADOS","En blanco",0.033,0.014,0.053,0.048
"DIPUTADOS","No sabe",0.008,0.007,0.042,0.087
