"fecha","t1 Positiva","t1 Negativa","t1 No sabe","s1 Positiva","s1 Negativa","s1 No sabe","s2 Positiva","s2 Negativa","s2 No sabe","e1 Positiva","e1 Negativa","e1 No sabe","e2 Positiva","e2 Negativa","e2 No sabe","e3 Positiva","e3 Negativa","e3 No sabe","e4 Positiva","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Negativa","v1 No sabe","v2 Positiva","v2 Negativa","v2 No sabe","v3 Positiva","v3 Negativa","v3 No sabe","vp1 Positiva","vp1 Negativa","vp1 No sabe","vp2 Positiva","vp2 Negativa","vp2 No sabe","vp3 Positiva","vp3 Negativa","vp3 No sabe","vp4 Positiva","vp4 Negativa","vp4 No sabe","vp5 Positiva","vp5 Negativa","vp5 No sabe"
2023-03-13,0.288,0.676,0.036,0.28,0.698,0.022,0.295,0.658,0.047,0.221,0.691,0.088,0.326,0.651,0.023,0.325,0.665,0.01,0.269,0.713,0.018,0.32,0.621,0.059,0.304,0.657,0.039,0.265,0.711,0.024,0.515,0.436,0.049,0.154,0.842,0.004,0.284,0.679,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-14,0.277,0.69,0.033,0.27,0.707,0.023,0.282,0.676,0.042,0.234,0.692,0.074,0.301,0.67,0.029,0.312,0.682,0.006,0.252,0.73,0.018,0.309,0.631,0.06,0.301,0.674,0.025,0.246,0.724,0.03,0.504,0.449,0.047,0.14,0.853,0.007,0.265,0.7,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-15,0.293,0.68,0.027,0.273,0.709,0.018,0.309,0.656,0.035,0.292,0.666,0.042,0.311,0.654,0.035,0.31,0.687,0.003,0.242,0.739,0.019,0.341,0.608,0.051,0.303,0.681,0.016,0.267,0.706,0.027,0.523,0.448,0.029,0.142,0.851,0.007,0.332,0.629,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-16,0.278,0.691,0.031,0.266,0.713,0.021,0.287,0.673,0.04,0.26,0.684,0.056,0.286,0.682,0.032,0.31,0.684,0.006,0.251,0.725,0.024,0.33,0.593,0.077,0.288,0.7,0.012,0.251,0.72,0.029,0.488,0.481,0.031,0.144,0.847,0.009,0.404,0.552,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-17,0.267,0.701,0.032,0.245,0.736,0.019,0.286,0.671,0.043,0.26,0.676,0.064,0.268,0.701,0.031,0.282,0.709,0.009,0.258,0.724,0.018,0.28,0.646,0.074,0.28,0.699,0.021,0.252,0.723,0.025,0.454,0.516,0.03,0.168,0.819,0.013,0.345,0.604,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-18,0.268,0.709,0.023,0.264,0.726,0.01,0.271,0.695,0.034,0.272,0.683,0.045,0.275,0.704,0.021,0.276,0.716,0.008,0.24,0.743,0.017,0.258,0.685,0.057,0.3,0.685,0.015,0.247,0.737,0.016,0.441,0.538,0.021,0.17,0.818,0.012,0.316,0.642,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-19,0.266,0.71,0.024,0.266,0.726,0.008,0.267,0.696,0.037,0.271,0.688,0.041,0.271,0.704,0.025,0.271,0.722,0.007,0.247,0.736,0.017,0.264,0.687,0.049,0.302,0.681,0.017,0.241,0.74,0.019,0.44,0.539,0.021,0.165,0.824,0.011,0.302,0.662,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-20,0.267,0.707,0.026,0.26,0.725,0.015,0.273,0.692,0.035,0.308,0.649,0.043,0.263,0.707,0.03,0.25,0.74,0.01,0.243,0.743,0.014,0.27,0.693,0.037,0.283,0.69,0.027,0.254,0.725,0.021,0.444,0.535,0.021,0.164,0.82,0.016,0.253,0.71,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-21,0.271,0.699,0.03,0.261,0.717,0.022,0.278,0.685,0.037,0.312,0.635,0.053,0.266,0.701,0.033,0.251,0.74,0.009,0.247,0.736,0.017,0.286,0.659,0.055,0.278,0.691,0.031,0.26,0.72,0.02,0.444,0.535,0.021,0.176,0.803,0.021,0.28,0.658,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-22,0.247,0.722,0.031,0.253,0.724,0.023,0.242,0.721,0.037,0.268,0.667,0.065,0.249,0.724,0.027,0.23,0.757,0.013,0.235,0.751,0.014,0.284,0.661,0.055,0.251,0.72,0.029,0.23,0.746,0.024,0.426,0.557,0.017,0.161,0.817,0.022,0.248,0.7,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-23,0.249,0.723,0.028,0.254,0.722,0.024,0.245,0.723,0.032,0.289,0.655,0.056,0.251,0.721,0.028,0.221,0.768,0.011,0.225,0.765,0.01,0.28,0.681,0.039,0.256,0.715,0.029,0.233,0.744,0.023,0.424,0.563,0.013,0.16,0.819,0.021,0.168,0.781,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-24,0.251,0.72,0.029,0.259,0.714,0.027,0.244,0.725,0.031,0.284,0.661,0.055,0.251,0.723,0.026,0.236,0.752,0.012,0.223,0.757,0.02,0.28,0.669,0.051,0.255,0.722,0.023,0.237,0.737,0.026,0.442,0.535,0.023,0.139,0.844,0.017,0.188,0.766,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-25,0.229,0.736,0.035,0.219,0.747,0.034,0.238,0.726,0.036,0.25,0.682,0.068,0.224,0.745,0.031,0.214,0.772,0.014,0.229,0.75,0.021,0.252,0.689,0.059,0.208,0.763,0.029,0.238,0.732,0.03,0.449,0.524,0.027,0.111,0.869,0.02,0.171,0.777,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-26,0.228,0.74,0.032,0.216,0.75,0.034,0.237,0.732,0.031,0.247,0.685,0.068,0.202,0.775,0.023,0.224,0.76,0.016,0.251,0.731,0.018,0.288,0.656,0.056,0.183,0.791,0.026,0.24,0.732,0.028,0.46,0.514,0.026,0.112,0.868,0.02,0.134,0.815,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-27,0.237,0.74,0.023,0.234,0.745,0.021,0.241,0.735,0.024,0.269,0.692,0.039,0.201,0.781,0.018,0.244,0.742,0.014,0.255,0.725,0.02,0.286,0.655,0.059,0.205,0.782,0.013,0.245,0.738,0.017,0.502,0.482,0.016,0.112,0.876,0.012,0.134,0.816,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-28,0.231,0.753,0.016,0.212,0.777,0.011,0.246,0.734,0.02,0.252,0.724,0.024,0.202,0.786,0.012,0.235,0.75,0.015,0.249,0.738,0.013,0.288,0.685,0.027,0.214,0.771,0.015,0.223,0.765,0.012,0.513,0.473,0.014,0.1,0.891,0.009,0.092,0.884,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-29,0.244,0.74,0.016,0.21,0.783,0.007,0.272,0.705,0.023,0.272,0.706,0.022,0.198,0.789,0.013,0.236,0.748,0.016,0.298,0.689,0.013,0.266,0.705,0.029,0.242,0.747,0.011,0.238,0.748,0.014,0.525,0.459,0.016,0.124,0.87,0.006,0.076,0.897,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-30,0.245,0.738,0.017,0.223,0.77,0.007,0.264,0.712,0.024,0.297,0.682,0.021,0.201,0.783,0.016,0.207,0.777,0.016,0.298,0.69,0.012,0.283,0.688,0.029,0.238,0.75,0.012,0.237,0.747,0.016,0.526,0.452,0.022,0.127,0.866,0.007,0.178,0.795,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-31,0.251,0.734,0.015,0.231,0.766,0.003,0.267,0.708,0.025,0.295,0.677,0.028,0.203,0.78,0.017,0.208,0.78,0.012,0.322,0.678,0,0.312,0.674,0.014,0.241,0.74,0.019,0.236,0.751,0.013,0.515,0.475,0.01,0.14,0.855,0.005,0.198,0.779,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01,0.255,0.729,0.016,0.228,0.768,0.004,0.277,0.696,0.027,0.285,0.681,0.034,0.225,0.76,0.015,0.215,0.775,0.01,0.309,0.688,0.003,0.319,0.669,0.012,0.254,0.722,0.024,0.232,0.756,0.012,0.502,0.49,0.008,0.148,0.848,0.004,0.175,0.805,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02,0.237,0.742,0.021,0.205,0.787,0.008,0.264,0.705,0.031,0.271,0.677,0.052,0.226,0.76,0.014,0.18,0.81,0.01,0.273,0.725,0.002,0.266,0.7,0.034,0.248,0.73,0.022,0.218,0.767,0.015,0.463,0.522,0.015,0.148,0.844,0.008,0.189,0.791,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-03,0.236,0.742,0.022,0.21,0.779,0.011,0.257,0.711,0.032,0.264,0.685,0.051,0.231,0.753,0.016,0.184,0.804,0.012,0.262,0.73,0.008,0.277,0.687,0.036,0.241,0.734,0.025,0.217,0.768,0.015,0.449,0.533,0.018,0.151,0.839,0.01,0.209,0.774,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-04,0.241,0.735,0.024,0.224,0.759,0.017,0.256,0.714,0.03,0.258,0.685,0.057,0.245,0.741,0.014,0.18,0.807,0.013,0.278,0.714,0.008,0.248,0.698,0.054,0.251,0.728,0.021,0.231,0.753,0.016,0.435,0.546,0.019,0.161,0.829,0.01,0.238,0.745,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-05,0.246,0.731,0.023,0.237,0.742,0.021,0.253,0.723,0.024,0.27,0.676,0.054,0.256,0.734,0.01,0.185,0.8,0.015,0.26,0.728,0.012,0.293,0.65,0.057,0.248,0.73,0.022,0.227,0.762,0.011,0.436,0.545,0.019,0.158,0.832,0.01,0.259,0.741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06,0.242,0.734,0.024,0.225,0.755,0.02,0.257,0.717,0.026,0.259,0.689,0.052,0.259,0.733,0.008,0.187,0.798,0.015,0.248,0.73,0.022,0.296,0.653,0.051,0.246,0.726,0.028,0.22,0.77,0.01,0.435,0.551,0.014,0.156,0.831,0.013,0.211,0.789,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07,0.238,0.74,0.022,0.213,0.766,0.021,0.259,0.718,0.023,0.271,0.686,0.043,0.245,0.746,0.009,0.18,0.804,0.016,0.242,0.735,0.023,0.282,0.665,0.053,0.251,0.727,0.022,0.213,0.777,0.01,0.428,0.557,0.015,0.155,0.832,0.013,0.259,0.741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-08,0.237,0.741,0.022,0.22,0.758,0.022,0.25,0.727,0.023,0.271,0.692,0.037,0.248,0.736,0.016,0.164,0.82,0.016,0.25,0.727,0.023,0.278,0.662,0.06,0.247,0.733,0.02,0.214,0.776,0.01,0.426,0.554,0.02,0.15,0.833,0.017,0.317,0.683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-09,0.259,0.719,0.022,0.247,0.726,0.027,0.269,0.714,0.017,0.291,0.683,0.026,0.275,0.707,0.018,0.185,0.797,0.018,0.268,0.705,0.027,0.301,0.657,0.042,0.269,0.7,0.031,0.236,0.757,0.007,0.458,0.518,0.024,0.155,0.831,0.014,0.364,0.636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-10,0.238,0.743,0.019,0.227,0.748,0.025,0.247,0.739,0.014,0.273,0.702,0.025,0.242,0.738,0.02,0.182,0.805,0.013,0.247,0.737,0.016,0.307,0.65,0.043,0.237,0.737,0.026,0.214,0.781,0.005,0.44,0.542,0.018,0.127,0.86,0.013,0.361,0.639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-11,0.231,0.751,0.018,0.219,0.76,0.021,0.242,0.743,0.015,0.272,0.71,0.018,0.242,0.734,0.024,0.174,0.818,0.008,0.221,0.762,0.017,0.348,0.629,0.023,0.221,0.748,0.031,0.197,0.797,0.006,0.435,0.549,0.016,0.137,0.851,0.012,0.306,0.694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-12,0.218,0.764,0.018,0.205,0.776,0.019,0.228,0.755,0.017,0.253,0.733,0.014,0.23,0.739,0.031,0.161,0.834,0.005,0.209,0.776,0.015,0.31,0.675,0.015,0.207,0.758,0.035,0.192,0.802,0.006,0.401,0.581,0.018,0.132,0.855,0.013,0.344,0.618,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-13,0.223,0.759,0.018,0.212,0.767,0.021,0.232,0.752,0.016,0.257,0.726,0.017,0.238,0.731,0.031,0.176,0.818,0.006,0.206,0.784,0.01,0.312,0.671,0.017,0.224,0.74,0.036,0.19,0.805,0.005,0.414,0.565,0.021,0.133,0.856,0.011,0.346,0.618,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-14,0.21,0.766,0.024,0.211,0.755,0.034,0.21,0.774,0.016,0.226,0.745,0.029,0.234,0.727,0.039,0.16,0.835,0.005,0.201,0.79,0.009,0.33,0.624,0.046,0.188,0.775,0.037,0.185,0.81,0.005,0.385,0.575,0.04,0.127,0.862,0.011,0.325,0.646,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-15,0.209,0.761,0.03,0.209,0.754,0.037,0.209,0.767,0.024,0.239,0.71,0.051,0.217,0.744,0.039,0.173,0.821,0.006,0.192,0.795,0.013,0.314,0.639,0.047,0.177,0.775,0.048,0.196,0.795,0.009,0.378,0.581,0.041,0.14,0.851,0.009,0.236,0.733,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-16,0.212,0.763,0.025,0.212,0.759,0.029,0.213,0.765,0.022,0.282,0.688,0.03,0.185,0.777,0.038,0.172,0.818,0.01,0.213,0.775,0.012,0.3,0.651,0.049,0.197,0.767,0.036,0.192,0.8,0.008,0.357,0.619,0.024,0.164,0.826,0.01,0.213,0.755,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-17,0.212,0.752,0.036,0.204,0.762,0.034,0.219,0.744,0.037,0.257,0.691,0.052,0.193,0.763,0.044,0.166,0.819,0.015,0.239,0.739,0.022,0.264,0.661,0.075,0.234,0.722,0.044,0.177,0.808,0.015,0.339,0.604,0.057,0.182,0.809,0.009,0.223,0.726,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-18,0.209,0.757,0.034,0.204,0.763,0.033,0.213,0.751,0.036,0.263,0.679,0.058,0.172,0.79,0.038,0.181,0.805,0.014,0.24,0.738,0.022,0.222,0.688,0.09,0.242,0.723,0.035,0.179,0.808,0.013,0.321,0.614,0.065,0.168,0.826,0.006,0.291,0.662,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-19,0.214,0.759,0.027,0.219,0.754,0.027,0.211,0.762,0.027,0.278,0.68,0.042,0.177,0.791,0.032,0.186,0.806,0.008,0.236,0.745,0.019,0.262,0.669,0.069,0.228,0.745,0.027,0.187,0.802,0.011,0.354,0.596,0.05,0.156,0.836,0.008,0.252,0.734,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-20,0.21,0.764,0.026,0.207,0.765,0.028,0.213,0.762,0.025,0.27,0.693,0.037,0.173,0.794,0.033,0.176,0.81,0.014,0.239,0.748,0.013,0.256,0.681,0.063,0.221,0.753,0.026,0.186,0.801,0.013,0.335,0.621,0.044,0.155,0.834,0.011,0.281,0.706,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-21,0.213,0.763,0.024,0.204,0.775,0.021,0.22,0.752,0.028,0.273,0.697,0.03,0.177,0.793,0.03,0.185,0.8,0.015,0.231,0.752,0.017,0.243,0.71,0.047,0.246,0.727,0.027,0.177,0.809,0.014,0.335,0.635,0.03,0.158,0.83,0.012,0.221,0.763,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-22,0.213,0.76,0.027,0.204,0.775,0.021,0.221,0.746,0.033,0.267,0.697,0.036,0.191,0.776,0.033,0.169,0.814,0.017,0.232,0.75,0.018,0.236,0.696,0.068,0.254,0.725,0.021,0.174,0.809,0.017,0.33,0.631,0.039,0.158,0.826,0.016,0.252,0.733,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-23,0.213,0.756,0.031,0.209,0.766,0.025,0.217,0.746,0.037,0.27,0.682,0.048,0.196,0.771,0.033,0.16,0.827,0.013,0.227,0.747,0.026,0.259,0.671,0.07,0.257,0.714,0.029,0.163,0.818,0.019,0.347,0.601,0.052,0.14,0.844,0.016,0.289,0.697,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-24,0.219,0.759,0.022,0.237,0.747,0.016,0.204,0.769,0.027,0.272,0.689,0.039,0.222,0.757,0.021,0.146,0.845,0.009,0.223,0.76,0.017,0.283,0.672,0.045,0.25,0.732,0.018,0.171,0.811,0.018,0.388,0.579,0.033,0.116,0.871,0.013,0.26,0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-25,0.221,0.758,0.021,0.235,0.751,0.014,0.21,0.763,0.027,0.273,0.693,0.034,0.222,0.761,0.017,0.134,0.853,0.013,0.249,0.734,0.017,0.311,0.656,0.033,0.24,0.739,0.021,0.175,0.809,0.016,0.382,0.59,0.028,0.134,0.852,0.014,0.23,0.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-26,0.225,0.755,0.02,0.235,0.751,0.014,0.218,0.758,0.024,0.245,0.723,0.032,0.236,0.748,0.016,0.15,0.836,0.014,0.259,0.724,0.017,0.301,0.664,0.035,0.24,0.741,0.019,0.187,0.798,0.015,0.374,0.596,0.03,0.145,0.844,0.011,0.234,0.766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-27,0.231,0.748,0.021,0.232,0.751,0.017,0.231,0.746,0.023,0.246,0.717,0.037,0.246,0.739,0.015,0.158,0.832,0.01,0.261,0.717,0.022,0.304,0.647,0.049,0.225,0.759,0.016,0.21,0.777,0.013,0.389,0.584,0.027,0.145,0.845,0.01,0.239,0.75,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-28,0.234,0.746,0.02,0.242,0.738,0.02,0.228,0.752,0.02,0.26,0.699,0.041,0.247,0.742,0.011,0.161,0.827,0.012,0.256,0.726,0.018,0.316,0.631,0.053,0.21,0.777,0.013,0.223,0.763,0.014,0.403,0.57,0.027,0.142,0.849,0.009,0.247,0.743,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29,0.243,0.743,0.014,0.247,0.738,0.015,0.239,0.748,0.013,0.263,0.706,0.031,0.25,0.746,0.004,0.198,0.793,0.009,0.253,0.733,0.014,0.339,0.626,0.035,0.211,0.779,0.01,0.232,0.759,0.009,0.426,0.553,0.021,0.138,0.857,0.005,0.281,0.71,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30,0.239,0.748,0.013,0.243,0.745,0.012,0.236,0.75,0.014,0.244,0.727,0.029,0.248,0.748,0.004,0.208,0.78,0.012,0.249,0.74,0.011,0.324,0.643,0.033,0.205,0.784,0.011,0.235,0.756,0.009,0.431,0.554,0.015,0.133,0.862,0.005,0.219,0.773,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01,0.239,0.747,0.014,0.232,0.755,0.013,0.245,0.741,0.014,0.24,0.737,0.023,0.239,0.755,0.006,0.227,0.755,0.018,0.252,0.737,0.011,0.314,0.648,0.038,0.204,0.784,0.012,0.24,0.754,0.006,0.423,0.563,0.014,0.147,0.848,0.005,0.228,0.764,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02,0.231,0.752,0.017,0.219,0.768,0.013,0.24,0.74,0.02,0.214,0.751,0.035,0.235,0.757,0.008,0.236,0.746,0.018,0.238,0.753,0.009,0.293,0.662,0.045,0.194,0.791,0.015,0.236,0.756,0.008,0.41,0.567,0.023,0.13,0.866,0.004,0.212,0.779,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03,0.237,0.74,0.023,0.226,0.758,0.016,0.245,0.725,0.03,0.249,0.707,0.044,0.237,0.748,0.015,0.231,0.75,0.019,0.227,0.758,0.015,0.296,0.655,0.049,0.209,0.762,0.029,0.236,0.755,0.009,0.414,0.56,0.026,0.138,0.856,0.006,0.235,0.756,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04,0.231,0.745,0.024,0.222,0.76,0.018,0.238,0.732,0.03,0.255,0.695,0.05,0.227,0.755,0.018,0.214,0.77,0.016,0.225,0.761,0.014,0.288,0.671,0.041,0.228,0.734,0.038,0.212,0.779,0.009,0.403,0.569,0.028,0.134,0.861,0.005,0.233,0.767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05,0.223,0.752,0.025,0.213,0.768,0.019,0.231,0.739,0.03,0.246,0.709,0.045,0.217,0.762,0.021,0.211,0.774,0.015,0.215,0.767,0.018,0.288,0.675,0.037,0.222,0.74,0.038,0.2,0.79,0.01,0.391,0.58,0.029,0.122,0.872,0.006,0.246,0.754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-06,0.21,0.765,0.025,0.203,0.779,0.018,0.217,0.753,0.03,0.233,0.73,0.037,0.201,0.775,0.024,0.185,0.8,0.015,0.227,0.753,0.02,0.266,0.7,0.034,0.214,0.748,0.038,0.188,0.8,0.012,0.374,0.601,0.025,0.111,0.881,0.008,0.207,0.793,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-07,0.204,0.771,0.025,0.199,0.782,0.019,0.21,0.761,0.029,0.231,0.735,0.034,0.202,0.77,0.028,0.168,0.82,0.012,0.214,0.767,0.019,0.278,0.688,0.034,0.201,0.764,0.035,0.18,0.807,0.013,0.356,0.618,0.026,0.112,0.879,0.009,0.237,0.763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-08,0.203,0.769,0.028,0.194,0.785,0.021,0.21,0.755,0.035,0.243,0.708,0.049,0.2,0.77,0.03,0.161,0.833,0.006,0.201,0.776,0.023,0.277,0.678,0.045,0.2,0.76,0.04,0.178,0.808,0.014,0.344,0.625,0.031,0.109,0.88,0.011,0.244,0.756,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-09,0.222,0.753,0.025,0.226,0.752,0.022,0.219,0.753,0.028,0.263,0.699,0.038,0.229,0.743,0.028,0.165,0.832,0.003,0.22,0.755,0.025,0.275,0.681,0.044,0.237,0.73,0.033,0.192,0.796,0.012,0.387,0.592,0.021,0.106,0.884,0.01,0.306,0.694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-10,0.226,0.757,0.017,0.215,0.766,0.019,0.236,0.749,0.015,0.259,0.71,0.031,0.236,0.747,0.017,0.17,0.83,0,0.229,0.754,0.017,0.29,0.669,0.041,0.243,0.741,0.016,0.191,0.8,0.009,0.407,0.577,0.016,0.088,0.904,0.008,0.301,0.699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-11,0.244,0.746,0.01,0.239,0.755,0.006,0.247,0.738,0.015,0.278,0.709,0.013,0.247,0.742,0.011,0.221,0.774,0.005,0.219,0.769,0.012,0.326,0.638,0.036,0.238,0.762,0,0.218,0.773,0.009,0.452,0.533,0.015,0.083,0.912,0.005,0.288,0.712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-12,0.249,0.736,0.015,0.237,0.763,0,0.259,0.713,0.028,0.266,0.703,0.031,0.25,0.739,0.011,0.242,0.752,0.006,0.233,0.756,0.011,0.331,0.639,0.03,0.227,0.756,0.017,0.237,0.755,0.008,0.471,0.496,0.033,0.105,0.891,0.004,0.251,0.749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-13,0.279,0.701,0.02,0.266,0.73,0.004,0.29,0.677,0.033,0.326,0.639,0.035,0.267,0.712,0.021,0.282,0.708,0.01,0.236,0.754,0.01,0.368,0.608,0.024,0.243,0.721,0.036,0.274,0.72,0.006,0.484,0.47,0.046,0.127,0.873,0,0.294,0.687,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-14,0.27,0.709,0.021,0.238,0.759,0.003,0.297,0.667,0.036,0.286,0.686,0.028,0.263,0.714,0.023,0.281,0.703,0.016,0.251,0.736,0.013,0.304,0.671,0.025,0.254,0.708,0.038,0.27,0.723,0.007,0.455,0.503,0.042,0.13,0.868,0.002,0.31,0.676,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-15,0.272,0.71,0.018,0.239,0.758,0.003,0.299,0.671,0.03,0.29,0.695,0.015,0.264,0.713,0.023,0.28,0.703,0.017,0.252,0.735,0.013,0.312,0.683,0.005,0.255,0.707,0.038,0.27,0.723,0.007,0.461,0.507,0.032,0.131,0.867,0.002,0.31,0.676,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-16,0.264,0.718,0.018,0.227,0.768,0.005,0.295,0.675,0.03,0.325,0.66,0.015,0.231,0.747,0.022,0.273,0.712,0.015,0.235,0.745,0.02,0.318,0.677,0.005,0.246,0.716,0.038,0.258,0.734,0.008,0.445,0.522,0.033,0.129,0.868,0.003,0.215,0.772,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
