"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P27","Los robos",0.448,0.442,0.265,0.243,0.185,0.321,0.089,0.351,0.255
"P27","El narcotráfico",0.265,0.314,0.333,0.384,0.361,0.176,0.261,0.135,0.152
"P27","La ausencia de patrulleros y personal policial",0.186,0.059,0.128,0.084,0.184,0.167,0.277,0.016,0.115
"P27","Otro",0.077,0.117,0.229,0.162,0.21,0.282,0.182,0.495,0.151
"P27","Ninguno",0.024,0.068,0.045,0.127,0.06,0.054,0.191,0.003,0.327
"P28","Frente de Todos y el peronismo",0.324,0.207,0.218,0.34,0.408,0.502,0.032,0.197,0.387
"P28","Cambiemos",0.42,0.4,0.373,0.256,0.257,0.088,0.501,0.17,0.25
"P28","Liberales Libertarios",0.113,0.175,0.256,0.205,0.133,0.027,0.337,0.184,0.1
"P28","Izquierda",0.014,0.048,0.02,0.065,0.042,0.094,0.029,0.003,0.01
"P28","No sabe",0.129,0.17,0.133,0.134,0.16,0.289,0.101,0.446,0.253
"P30","A Alberto Fernández",0.153,0.026,0.022,0.123,0.136,0,0,0,0.142
"P30","A Sergio Massa",0.234,0.319,0.456,0.211,0.058,0,0,0,0.296
"P30","A algún candidato del peronismo",0.348,0.599,0.509,0.367,0.551,0,1,0,0.47
"P30","A algún candidato del kirchnerismo",0.265,0.056,0.013,0.299,0.255,0,0,0,0.092
"P31","A Alberto Fernández",0.116,0.028,0.022,0,0.111,0,0,0,0
"P31","A Sergio Massa",0.159,0.415,0.642,0.421,0.048,0,0,0,0.214
"P31","A algún candidato del peronismo",0.373,0.474,0.323,0.344,0.577,0,1,0,0.518
"P31","A Cristina Fernández de Kirchner",0.352,0.083,0.013,0.235,0.264,0,0,0,0.268
"P32","A Horacio Rodriguez Larreta",0.308,0.222,0.232,0.417,0.244,0,0.319,0.601,0.178
"P32","A Mauricio Macri",0.347,0.159,0.192,0.052,0.319,0.075,0.047,0.055,0.12
"P32","A Patricia Bullrich",0.116,0.328,0.303,0.233,0.128,0.282,0.522,0.196,0.23
"P32","A Facundo Manes",0.194,0.171,0.215,0.242,0.226,0.551,0.112,0,0.197
"P32","A Gerardo Morales",0.035,0.12,0.058,0.056,0.083,0.092,0,0.148,0.275
"P33","Seguro lo votaria",0.274,0.253,0.184,0.37,0.246,0,0.493,0.198,0.1
"P33","Quizás lo votaría",0.286,0.273,0.224,0.215,0.251,0,0.241,0.655,0.345
"P33","Nunca lo votaría",0.44,0.474,0.592,0.415,0.503,1,0.266,0.147,0.555
"P34","Muy buena",0.149,0.058,0.095,0.137,0.111,0,0.178,0.133,0.142
"P34","Buena",0.141,0.115,0.057,0.174,0.134,0.107,0.044,0.318,0.09
"P34","Ni buena ni mala",0.071,0.098,0.172,0.105,0.243,0.284,0.045,0.109,0.231
"P34","Mala",0.214,0.148,0.039,0.151,0.116,0.276,0.031,0.259,0.039
"P34","Muy mala",0.425,0.581,0.617,0.422,0.396,0.293,0.702,0.181,0.419
"P34","No sabe",0,0,0.02,0.011,0,0.04,0,0,0.079
"P35","Muy buena",0.217,0.141,0.125,0.049,0.226,0.105,0.066,0.24,0.267
"P35","Buena",0.079,0.199,0.197,0.146,0.119,0.033,0.276,0,0.193
"P35","Ni buena ni mala",0.172,0.046,0.117,0.279,0.216,0.106,0.224,0.212,0.098
"P35","Mala",0.164,0.312,0.192,0.174,0.12,0.322,0.165,0.091,0.156
"P35","Muy mala",0.366,0.302,0.326,0.352,0.309,0.434,0.269,0.457,0.286
"P35","No sabe",0.002,0,0.043,0,0.01,0,0,0,0
"P36","Muy buena",0.266,0.121,0.121,0.291,0.197,0.269,0.035,0.2,0.299
"P36","Buena",0.104,0.048,0.092,0.038,0.103,0.038,0,0,0.107
"P36","Ni buena ni mala",0.08,0.043,0.065,0.078,0.067,0.203,0.045,0.181,0.027
"P36","Mala",0.047,0.128,0.123,0.031,0.072,0.107,0.079,0.055,0.104
"P36","Muy mala",0.503,0.589,0.579,0.524,0.551,0.36,0.841,0.564,0.463
"P36","No sabe",0,0.071,0.02,0.038,0.01,0.023,0,0,0
"P37","Muy buena",0.036,0.105,0.122,0.137,0.197,0.083,0.294,0.134,0.135
"P37","Buena",0.233,0.301,0.301,0.188,0.125,0.233,0.303,0.164,0.175
"P37","Ni buena ni mala",0.234,0.191,0.142,0.15,0.237,0,0.199,0.246,0.263
"P37","Mala",0.238,0.228,0.165,0.176,0.166,0.357,0.033,0.048,0.026
"P37","Muy mala",0.241,0.149,0.23,0.29,0.253,0.327,0.171,0.408,0.347
"P37","No sabe",0.018,0.026,0.04,0.059,0.022,0,0,0,0.054
"P38","Muy buena",0.086,0.067,0.076,0.024,0.112,0,0.014,0.025,0.069
"P38","Buena",0.206,0.117,0.156,0.229,0.147,0.179,0.206,0.028,0.155
"P38","Ni buena ni mala",0.122,0.139,0.194,0.088,0.13,0.448,0.219,0.418,0.24
"P38","Mala",0.181,0.278,0.121,0.231,0.204,0.194,0.036,0.221,0.113
"P38","Muy mala",0.405,0.399,0.394,0.375,0.387,0.179,0.525,0.308,0.409
"P38","No sabe",0,0,0.059,0.053,0.02,0,0,0,0.014
"P39","Muy buena",0.268,0.262,0.365,0.183,0.233,0.116,0.38,0.159,0.267
"P39","Buena",0.17,0.28,0.178,0.232,0.213,0.067,0.225,0.262,0.119
"P39","Ni buena ni mala",0.126,0.083,0.11,0.087,0.091,0.213,0.122,0.126,0.125
"P39","Mala",0.156,0.114,0.069,0.119,0.142,0.133,0.045,0.039,0.105
"P39","Muy mala",0.274,0.24,0.227,0.317,0.265,0.365,0.228,0.414,0.351
"P39","No sabe",0.006,0.021,0.051,0.062,0.056,0.106,0,0,0.033
"P40","Muy buena",0.256,0.202,0.197,0.172,0.167,0.197,0.289,0.178,0.065
"P40","Buena",0.101,0.112,0.197,0.202,0.172,0.116,0.053,0.191,0.141
"P40","Ni buena ni mala",0.28,0.276,0.221,0.108,0.203,0.224,0.272,0.291,0.314
"P40","Mala",0.095,0.167,0.119,0.194,0.111,0.037,0.018,0.067,0.049
"P40","Muy mala",0.264,0.239,0.181,0.248,0.316,0.426,0.331,0.273,0.352
"P40","No sabe",0.004,0.004,0.085,0.076,0.031,0,0.037,0,0.079
