"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P14","Muy mala",0.164,0.381,0.556,0.142,0.24
"P14","No sabe",0.016,0,0.026,0.02,0.093
"P15","Muy buena",0.194,0.122,0.096,0.211,0.194
"P15","Buena",0.302,0.116,0.174,0.386,0.298
"P15","Ni buena ni mala",0.197,0.231,0.245,0.195,0.219
"P15","Mala",0.116,0.324,0.256,0.136,0.177
"P15","Muy mala",0.128,0.201,0.229,0.028,0.06
"P15","No sabe",0.063,0.006,0,0.044,0.052
"P16","Muy buena",0.181,0.461,0.204,0.025,0.067
"P16","Buena",0.142,0.201,0.326,0.183,0.03
"P16","Ni buena ni mala",0.308,0.204,0.318,0.323,0.485
"P16","Mala",0.069,0.022,0.02,0.234,0.14
"P16","Muy mala",0.126,0.09,0.034,0.132,0.16
"P16","No sabe",0.174,0.022,0.098,0.103,0.118
"P17","Muy buena",0.035,0,0.014,0.015,0.028
"P17","Buena",0.093,0.173,0.016,0.164,0.068
"P17","Ni buena ni mala",0.229,0.353,0.44,0.28,0.388
"P17","Mala",0.068,0.221,0.041,0.022,0.053
"P17","Muy mala",0.062,0.021,0.06,0.025,0.055
"P17","No sabe",0.513,0.232,0.429,0.494,0.408
"P18","Muy buena",0.099,0.113,0.088,0.089,0.079
"P18","Buena",0.131,0.123,0.133,0.016,0.057
"P18","Ni buena ni mala",0.217,0.424,0.43,0.425,0.38
"P18","Mala",0.022,0.212,0.063,0.175,0.022
"P18","Muy mala",0.078,0.018,0.081,0.092,0.054
"P18","No sabe",0.453,0.11,0.205,0.203,0.408
"P19","Muy buena",0.226,0.16,0.037,0.135,0.17
"P19","Buena",0.184,0.1,0.157,0.52,0.387
"P19","Ni buena ni mala",0.233,0.241,0.38,0.12,0.307
"P19","Mala",0.188,0.23,0.265,0.193,0.035
"P19","Muy mala",0.114,0.269,0.144,0.018,0.049
"P19","No sabe",0.055,0,0.017,0.014,0.052
"P20","Que continúe el intendente Julio Zamora",0.311,0.13,0.06,0.164,0.122
"P20","Que continúe Julio Zamora pero con mejoras",0.275,0.129,0.092,0.409,0.397
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.123,0.029,0.239,0.232,0.216
"P20","Que cambie el intendente Julio Zamora",0.291,0.712,0.609,0.195,0.265
"P21","Es kirchnerista",0.22,0.155,0.328,0.173,0.278
"P21","Forma parte del Frente de Todos",0.274,0.199,0.175,0.389,0.315
"P21","Es un hombre de Massa",0.221,0.175,0.103,0.14,0.196
"P21","Es un peronista independiente de centro",0.066,0.02,0.138,0.134,0.007
"P21","Es un oportunista y está donde le conviene",0.126,0.379,0.17,0.05,0.088
"P21","No sabe",0.093,0.072,0.086,0.114,0.116
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.113,0.094,0.139,0.146,0.348
"P22","Son aliados tácticos pero lo ocultan",0.068,0.058,0.075,0.245,0.074
"P22","Son adversarios políticos",0.515,0.612,0.366,0.441,0.369
"P22","No sabe",0.304,0.236,0.42,0.168,0.209
"P23","Son lo mismo, ambos son de Massa",0.205,0.397,0.206,0.202,0.119
"P23","Son aliados en el Frente de Todos pero compiten",0.429,0.211,0.274,0.431,0.397
"P23","Son enemigos porque Zamora traicionó a Massa",0.244,0.255,0.282,0.22,0.276
"P23","No sabe",0.122,0.137,0.238,0.147,0.208
"P24","La seguridad",0.31,0.19,0.283,0.187,0.09
"P24","El tránsito",0.08,0.141,0.04,0.039,0.064
"P24","El arreglo de las calles",0.047,0.025,0.074,0.168,0.126
"P24","El estado de las escuelas y la educación",0.08,0.004,0.062,0.018,0
"P24","El sistema de salud",0.102,0.137,0.027,0.162,0.102
"P24","El deporte y la cultura",0.094,0.123,0.033,0.229,0.012
"P24","La obra pública",0.069,0,0.028,0.031,0.082
"P24","La luminaria",0.097,0.053,0.104,0.064,0.127
"P24","No sabe",0.121,0.327,0.349,0.102,0.397
"P25","La seguridad",0.195,0.306,0.082,0.167,0.067
"P25","El tránsito",0.201,0.199,0.331,0.21,0.323
"P25","El arreglo de las calles",0.115,0.132,0.168,0.145,0.084
"P25","El estado de las escuelas y la educación",0.199,0.035,0.124,0.156,0.079
"P25","El sistema de salud",0.139,0.252,0.081,0.174,0.14
"P25","El deporte y la cultura",0,0.005,0.015,0.035,0.013
"P25","La obra pública",0.055,0.011,0.101,0.026,0
"P25","La luminaria",0.038,0.005,0.014,0,0.028
"P25","No sabe",0.058,0.055,0.084,0.087,0.266
"P26","Agua corriente y cloacas",0.877,0.959,0.819,0.869,0.849
"P26","Energía eléctrica",0.054,0.008,0.073,0.047,0.012
"P26","Red de gas natural",0,0,0.023,0.006,0
"P26","Recolección de residuos",0.008,0.033,0.002,0.032,0
"P26","Ninguno",0.061,0,0.083,0.046,0.139
"P27","Los robos",0.554,0.374,0.298,0.226,0.367
"P27","El narcotráfico",0.223,0.288,0.356,0.472,0.256
"P27","La ausencia de patrulleros y personal policial",0.083,0.198,0.107,0.035,0.243
"P27","Otro",0.084,0.105,0.221,0.217,0.063
"P27","Ninguno",0.056,0.035,0.018,0.05,0.071
"P33","Seguro lo votaria",0.348,0.124,0.395,0.187,0.042
"P33","Quizás lo votaría",0.199,0.503,0.278,0.074,0.35
"P33","Nunca lo votaría",0.453,0.373,0.327,0.739,0.608
"P34","Muy buena",0.174,0.098,0.011,0.106,0.169
"P34","Buena",0.148,0.152,0.033,0.12,0.29
"P34","Ni buena ni mala",0.133,0.038,0.023,0.418,0.111
"P34","Mala",0.204,0.177,0.115,0.131,0.128
"P34","Muy mala",0.341,0.535,0.818,0.225,0.23
"P34","No sabe",0,0,0,0,0.072
"P35","Muy buena",0.128,0.388,0.13,0,0.06
"P35","Buena",0.083,0.282,0.278,0.011,0.098
"P35","Ni buena ni mala",0.189,0.15,0.315,0.17,0.089
"P35","Mala",0.243,0.094,0.239,0.159,0.364
"P35","Muy mala",0.357,0.086,0.038,0.651,0.389
"P35","No sabe",0,0,0,0.009,0
"P36","Muy buena",0.151,0.093,0,0.407,0.255
"P36","Buena",0.081,0.014,0.033,0.214,0.012
"P36","Ni buena ni mala",0.145,0,0.023,0.112,0.144
"P36","Mala",0.051,0.108,0.099,0.075,0.207
"P36","Muy mala",0.519,0.785,0.845,0.192,0.345
"P36","No sabe",0.053,0,0,0,0.037
"P37","Muy buena",0.28,0.194,0.11,0.06,0.008
"P37","Buena",0.23,0.402,0.354,0.096,0.247
"P37","Ni buena ni mala",0.231,0.273,0.258,0.152,0.262
"P37","Mala",0.009,0.075,0.135,0.327,0.154
"P37","Muy mala",0.184,0.045,0.14,0.335,0.24
"P37","No sabe",0.066,0.011,0.003,0.03,0.089
"P38","Muy buena",0.077,0.082,0,0.206,0
"P38","Buena",0.108,0.154,0.099,0.17,0.478
"P38","Ni buena ni mala",0.237,0.033,0.142,0.257,0.272
"P38","Mala",0.063,0.122,0.227,0.316,0.05
"P38","Muy mala",0.453,0.598,0.532,0.051,0.149
"P38","No sabe",0.062,0.011,0,0,0.051
"P39","Muy buena",0.122,0.537,0.525,0.011,0.027
"P39","Buena",0.225,0.368,0.324,0.08,0.031
"P39","Ni buena ni mala",0.079,0.015,0.073,0.152,0.363
"P39","Mala",0.152,0.05,0.074,0.188,0.128
"P39","Muy mala",0.308,0.019,0.004,0.56,0.328
"P39","No sabe",0.114,0.011,0,0.009,0.123
"P40","Muy buena",0.11,0.187,0.362,0.143,0.043
"P40","Buena",0.079,0.222,0.315,0.032,0.046
"P40","Ni buena ni mala",0.298,0.407,0.225,0.13,0.346
"P40","Mala",0.185,0.157,0.023,0.157,0.117
"P40","Muy mala",0.251,0.012,0.061,0.462,0.397
"P40","No sabe",0.077,0.015,0.014,0.076,0.051
