"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P17","No sabe",0.043,0.004,0.057,0.078,0.011,0.003,0.004,0,0,0.112
"P18","Muy buena",0.471,0.27,0.145,0.28,0.304,0.273,0.363,0.294,0.304,0.225
"P18","Buena",0.084,0.343,0.292,0.224,0.226,0.143,0.068,0.245,0.074,0.295
"P18","Ni buena ni mala",0.171,0.111,0.179,0.125,0.15,0.133,0.182,0.06,0.139,0.069
"P18","Mala",0.154,0.103,0.15,0.098,0.141,0.196,0.188,0.098,0.176,0.199
"P18","Muy mala",0.11,0.163,0.189,0.201,0.176,0.252,0.195,0.284,0.286,0.072
"P18","No sabe",0.01,0.01,0.045,0.072,0.003,0.003,0.004,0.019,0.021,0.14
"P20","Muy buena",0.37,0.097,0.062,0.106,0.099,0.017,0.097,0.176,0.026,0.029
"P20","Buena",0.045,0.371,0.12,0.288,0.202,0.264,0.202,0.085,0.079,0.196
"P20","Ni buena ni mala",0.144,0.278,0.465,0.256,0.523,0.255,0.298,0.262,0.271,0.19
"P20","Mala",0.179,0.092,0.279,0.146,0.076,0.156,0.194,0.257,0.211,0.177
"P20","Muy mala",0.202,0.086,0.059,0.15,0.071,0.067,0.201,0.093,0.389,0.162
"P20","No sabe",0.06,0.076,0.015,0.054,0.029,0.241,0.008,0.127,0.024,0.246
"P21","Si",0.559,0.514,0.564,0.395,0.646,0.543,0.569,0.449,0.227,0.281
"P21","No",0.288,0.385,0.174,0.331,0.181,0.301,0.214,0.245,0.575,0.373
"P21","No sabe",0.153,0.101,0.262,0.274,0.173,0.156,0.217,0.306,0.198,0.346
"P23","Gobierno nacional",0.47,0.262,0.439,0.201,0.279,0.27,0.475,0.23,0.171,0.149
"P23","Gobierno provincial",0.468,0.562,0.425,0.656,0.558,0.489,0.482,0.693,0.75,0.587
"P23","No sabe",0.062,0.176,0.136,0.143,0.163,0.241,0.043,0.077,0.079,0.264
"P24","El gobierno anterior de Omar Gutierrez",0.624,0.348,0.519,0.204,0.438,0.564,0.247,0.372,0.479,0.288
"P24","El actual gobierno de Rolo Figueroa",0.155,0.429,0.255,0.286,0.171,0.119,0.199,0.33,0.205,0.313
"P24","No sabe",0.221,0.223,0.226,0.51,0.391,0.317,0.554,0.298,0.316,0.399
"P25","El gobierno anterior de Alberto Fernández",0.59,0.641,0.295,0.526,0.408,0.186,0.207,0.163,0.457,0.49
"P25","El actual gobierno de Javier Milei",0.383,0.287,0.368,0.456,0.512,0.733,0.721,0.837,0.383,0.24
"P25","No sabe",0.027,0.072,0.337,0.018,0.08,0.081,0.072,0,0.16,0.27
"P26","Si",0.834,0.675,0.926,0.747,0.911,0.986,0.839,0.907,0.884,0.597
"P26","No",0.166,0.325,0.074,0.253,0.089,0.014,0.161,0.093,0.116,0.403
"P27","Si",0.446,0.394,0.256,0.203,0.394,0.331,0.297,0.34,0.194,0.09
"P27","No estoy seguro",0.325,0.408,0.567,0.501,0.4,0.334,0.367,0.479,0.415,0.415
"P27","No",0.135,0.125,0.057,0.237,0.137,0.066,0.289,0.077,0.325,0.224
"P27","No sabe",0.094,0.073,0.12,0.059,0.069,0.269,0.047,0.104,0.066,0.271
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.354,0.143,0.172,0.228,0.317,0.293,0.167,0.076,0.316,0.163
"P28","Investigaciones científicas no declaradas con fines secretos",0.224,0.44,0.464,0.149,0.319,0.351,0.081,0.235,0.217,0.252
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.115,0.108,0.081,0.203,0.11,0.15,0.382,0.158,0.237,0.028
"P28","Otro",0.111,0.124,0.093,0.035,0.071,0.097,0.155,0.204,0.071,0.084
"P28","No sabe",0.196,0.185,0.19,0.385,0.183,0.109,0.215,0.327,0.159,0.473
"P29","Es imposible",0.434,0.199,0.122,0.29,0.331,0.203,0.262,0.171,0.405,0.171
"P29","Es muy difícil",0.157,0.448,0.343,0.358,0.278,0.235,0.268,0.424,0.191,0.389
"P29","Es bastante factible",0.121,0.11,0.111,0.083,0.122,0.201,0.292,0.088,0.137,0.025
"P29","Es posible",0.177,0.14,0.31,0.21,0.182,0.279,0.155,0.304,0.139,0.055
"P29","No sabe",0.111,0.103,0.114,0.059,0.087,0.082,0.023,0.013,0.128,0.36
"P30","Si",0.658,0.336,0.314,0.433,0.384,0.382,0.376,0.369,0.471,0.319
"P30","Es probable",0.121,0.413,0.216,0.161,0.144,0.181,0.135,0.189,0.208,0.242
"P30","No",0.166,0.162,0.198,0.201,0.38,0.41,0.428,0.364,0.195,0.132
"P30","No sabe",0.055,0.089,0.272,0.205,0.092,0.027,0.061,0.078,0.126,0.307
"P31","De acuerdo",0.707,0.404,0.574,0.487,0.541,0.536,0.428,0.549,0.601,0.452
"P31","Ni de acuerdo ni en desacuerdo",0.091,0.414,0.28,0.144,0.2,0.111,0.228,0.07,0.176,0.212
"P31","En desacuerdo",0.137,0.138,0.134,0.18,0.223,0.343,0.326,0.322,0.185,0.145
"P31","No sabe",0.065,0.044,0.012,0.189,0.036,0.01,0.018,0.059,0.038,0.191
"P32","Si",0.819,0.562,0.745,0.712,0.772,0.745,0.72,0.658,0.598,0.416
"P32","No",0.091,0.332,0.161,0.123,0.091,0.117,0.117,0.068,0.259,0.23
"P32","No sabe",0.09,0.106,0.094,0.165,0.137,0.138,0.163,0.274,0.143,0.354
"P33","Muy de acuerdo",0.429,0.127,0.127,0.072,0.167,0.152,0.071,0.115,0.357,0.222
"P33","De acuerdo",0.185,0.372,0.126,0.259,0.228,0.129,0.262,0.212,0.13,0.156
"P33","Ni de acuerdo ni en desacuerdo",0.118,0.167,0.162,0.216,0.188,0.203,0.06,0.097,0.125,0.169
"P33","En desacuerdo",0.184,0.234,0.518,0.311,0.34,0.472,0.584,0.483,0.315,0.236
"P33","Muy en desacuerdo",0.049,0.059,0.067,0.142,0.077,0.03,0.023,0.093,0.073,0.056
"P33","No sabe",0.035,0.041,0,0,0,0.014,0,0,0,0.161
"P34","Si",0.716,0.556,0.767,0.704,0.732,0.685,0.739,0.7,0.771,0.449
"P34","No",0.284,0.444,0.233,0.296,0.268,0.315,0.261,0.3,0.229,0.551
"P35","Muy de acuerdo",0.472,0.123,0.181,0.137,0.186,0.17,0.139,0.137,0.345,0.103
"P35","De acuerdo",0.186,0.506,0.193,0.242,0.217,0.049,0.022,0.19,0.118,0.378
"P35","Ni de acuerdo ni en desacuerdo",0.101,0.089,0.206,0.13,0.129,0.358,0.333,0.169,0.109,0.133
"P35","En desacuerdo",0.174,0.237,0.315,0.285,0.295,0.212,0.397,0.414,0.292,0.164
"P35","Muy en desacuerdo",0.048,0.045,0.105,0.206,0.173,0.211,0.109,0.09,0.127,0.108
"P35","No sabe",0.019,0,0,0,0,0,0,0,0.009,0.114
"P36","1-Excelente",0.861,0.297,0.054,0.029,0.068,0.098,0.004,0.059,0.024,0.041
"P36","2",0.052,0.582,0.207,0.144,0.06,0.007,0.006,0.05,0,0
"P36","3",0.019,0.048,0.408,0.251,0.024,0.047,0.032,0,0.002,0
"P36","4",0,0.013,0.074,0.356,0.082,0.011,0.008,0.047,0.007,0.008
"P36","5",0.038,0.007,0.081,0.147,0.593,0.316,0.231,0.114,0.023,0.007
"P36","6",0,0.006,0.026,0.015,0.025,0.258,0.075,0.017,0,0
"P36","7",0,0.003,0.017,0.047,0.035,0.037,0.271,0.22,0.01,0
"P36","8",0,0.001,0.1,0,0.034,0.111,0.044,0.186,0.003,0
"P36","9-Pésimo",0.014,0.032,0.029,0,0.035,0.016,0.169,0.286,0.878,0.02
"P36","No sabe",0.016,0.011,0.004,0.011,0.044,0.099,0.16,0.021,0.053,0.924
"P38","1-Excelente",0.773,0.221,0.151,0.022,0.028,0,0.006,0.115,0.013,0.043
"P38","2",0.085,0.622,0.152,0.076,0.027,0.004,0.004,0.023,0.014,0.012
"P38","3",0.016,0.075,0.411,0.084,0.08,0.152,0.015,0,0.007,0
"P38","4",0.034,0.024,0.081,0.484,0.09,0.178,0.028,0.039,0.003,0
"P38","5",0.011,0.001,0.151,0.139,0.487,0.197,0.182,0.093,0.038,0
"P38","6",0,0.015,0.02,0.161,0.124,0.274,0.051,0.052,0.027,0
"P38","7",0.007,0.006,0,0.006,0.083,0.149,0.486,0.094,0.021,0
"P38","8",0.008,0.01,0.003,0,0.054,0.023,0.077,0.318,0.039,0
"P38","9-Pésimo",0.011,0.024,0.031,0.028,0.008,0.015,0.139,0.207,0.791,0.011
"P38","No sabe",0.055,0.002,0,0,0.019,0.008,0.012,0.059,0.047,0.934
"P39","1-Excelente",0.774,0.102,0.135,0.011,0.051,0.078,0.01,0,0.018,0.065
"P39","2",0.052,0.678,0.108,0.163,0.019,0.011,0.022,0.062,0.001,0.012
"P39","3",0.027,0.07,0.395,0.145,0.106,0.083,0.09,0.051,0.015,0
"P39","4",0.035,0.053,0.134,0.401,0.077,0.075,0.02,0.058,0.022,0
"P39","5",0.02,0.08,0.014,0.152,0.525,0.17,0.159,0.182,0.06,0.066
"P39","6",0.005,0,0.048,0.05,0.103,0.234,0.08,0.133,0.031,0
"P39","7",0.007,0,0.104,0.024,0.024,0.17,0.342,0.071,0.01,0
"P39","8",0.013,0.002,0,0.05,0.043,0.134,0.071,0.223,0.014,0
"P39","9-Pésimo",0.012,0,0.036,0,0.025,0.012,0.206,0.196,0.791,0.053
"P39","No sabe",0.055,0.015,0.026,0.004,0.027,0.033,0,0.024,0.038,0.804
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.639,0.385,0.353,0.348,0.405,0.383,0.494,0.434,0.3,0.241
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.095,0.36,0.249,0.121,0.217,0.217,0.109,0.141,0.185,0.134
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.188,0.078,0.224,0.22,0.154,0.172,0.337,0.248,0.232,0.242
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.074,0.091,0.104,0.22,0.175,0.049,0.06,0.177,0.27,0.107
"P40","No sabe",0.004,0.086,0.07,0.091,0.049,0.179,0,0,0.013,0.276
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.594,0.244,0.269,0.256,0.36,0.416,0.432,0.261,0.218,0.289
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.139,0.402,0.194,0.122,0.133,0.2,0.14,0.168,0.127,0.09
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.14,0.232,0.33,0.331,0.379,0.326,0.235,0.243,0.355,0.206
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.123,0.016,0.137,0.246,0.125,0.052,0.193,0.328,0.252,0.12
"P41","No sabe",0.004,0.106,0.07,0.045,0.003,0.006,0,0,0.048,0.295
"P42","Oponerse totalmente",0.532,0.352,0.277,0.151,0.28,0.408,0.377,0.337,0.256,0.211
"P42","Oponerse parcialmente",0.133,0.344,0.143,0.145,0.105,0.248,0.147,0.046,0.088,0.023
"P42","Apoyar parcialmente",0.15,0.2,0.396,0.249,0.384,0.233,0.176,0.253,0.267,0.182
"P42","Apoyar totalmente",0.176,0.102,0.116,0.322,0.221,0.11,0.277,0.322,0.349,0.223
"P42","No sabe",0.009,0.002,0.068,0.133,0.01,0.001,0.023,0.042,0.04,0.361
"P43","Inseguridad y narcotráfico",0.613,0.292,0.183,0.312,0.283,0.245,0.299,0.26,0.343,0.172
"P43","Altos impuestos y tarifas",0.106,0.454,0.33,0.276,0.204,0.35,0.181,0.15,0.185,0.305
"P43","Educación y estado de las escuelas",0.117,0.116,0.144,0.136,0.265,0.185,0.312,0.218,0.191,0.046
"P43","Inflación",0.118,0.092,0.232,0.171,0.146,0.172,0.129,0.211,0.115,0.22
"P43","Estado de la salud",0.037,0.028,0.096,0.063,0.065,0.017,0.061,0.05,0.075,0.201
"P43","Corrupción",0.009,0.003,0.006,0.034,0.006,0.019,0,0.038,0.042,0.056
"P43","Pobreza",0,0,0.009,0,0.028,0.012,0.018,0.013,0,0
"P43","Medio ambiente, incendios y contaminación",0,0,0,0,0,0,0,0,0.013,0
"P43","Falta de trabajo",0,0,0,0,0,0,0,0,0.036,0
"P43","No sabe",0,0.015,0,0.008,0.003,0,0,0.06,0,0
"P47","Muy buena",0.424,0.185,0,0.006,0.013,0.012,0.027,0.12,0.016,0.136
"P47","Buena",0.165,0.422,0.332,0.24,0.32,0.262,0.418,0.227,0.228,0.221
"P47","Ni buena ni mala",0.208,0.248,0.477,0.478,0.444,0.479,0.253,0.284,0.235,0.231
"P47","Mala",0.187,0.122,0.177,0.207,0.168,0.158,0.264,0.327,0.243,0.161
"P47","Muy mala",0.013,0.023,0.014,0.069,0.032,0.005,0.038,0.042,0.224,0.125
"P47","No sabe",0.003,0,0,0,0.023,0.084,0,0,0.054,0.126
"P48","Peor",0.577,0.344,0.242,0.393,0.242,0.26,0.299,0.418,0.536,0.214
"P48","Igual",0.318,0.489,0.501,0.305,0.551,0.473,0.525,0.474,0.325,0.452
"P48","Mejor",0.094,0.118,0.226,0.145,0.183,0.239,0.108,0.095,0.061,0.031
"P48","No sabe",0.011,0.049,0.031,0.157,0.024,0.028,0.068,0.013,0.078,0.303
"P49","Peor",0.581,0.252,0.219,0.114,0.26,0.282,0.236,0.428,0.514,0.172
"P49","Igual",0.185,0.408,0.348,0.459,0.346,0.413,0.446,0.354,0.251,0.343
"P49","Mejor",0.175,0.285,0.343,0.342,0.349,0.282,0.25,0.136,0.119,0.131
"P49","No sabe",0.059,0.055,0.09,0.085,0.045,0.023,0.068,0.082,0.116,0.354
"P50","El gobierno de Javier Milei",0.482,0.384,0.325,0.246,0.307,0.395,0.379,0.29,0.285,0.21
"P50","El gobierno de Alberto Fernández",0.436,0.552,0.475,0.588,0.573,0.475,0.494,0.535,0.628,0.502
"P50","Ambos",0.082,0.06,0.191,0.107,0.097,0.13,0.127,0.162,0.084,0.089
"P50","No sabe",0,0.004,0.009,0.059,0.023,0,0,0.013,0.003,0.199
"P51","Javier Milei",0.681,0.496,0.284,0.561,0.5,0.346,0.413,0.464,0.575,0.419
"P51","Los gobernadores",0.24,0.443,0.536,0.331,0.434,0.394,0.58,0.465,0.356,0.364
"P51","No sabe",0.079,0.061,0.18,0.108,0.066,0.26,0.007,0.071,0.069,0.217
"P52","Muy buena",0.518,0.309,0.076,0.182,0.09,0.089,0.19,0.098,0.131,0.156
"P52","Buena",0.074,0.245,0.066,0.051,0.121,0.146,0.213,0.189,0.101,0.139
"P52","Ni buena ni mala",0.026,0.135,0.209,0.045,0.187,0.13,0.071,0.098,0.058,0.1
"P52","Mala",0.174,0.051,0.088,0.121,0.205,0.193,0.157,0.117,0.137,0.048
"P52","Muy mala",0.208,0.26,0.561,0.587,0.397,0.442,0.369,0.498,0.569,0.436
"P52","No sabe",0,0,0,0.014,0,0,0,0,0.004,0.121
"P53","Muy buena",0.461,0.205,0.038,0.047,0.036,0.039,0.16,0.024,0.078,0.065
"P53","Buena",0.076,0.216,0.144,0.262,0.181,0.12,0.151,0.251,0.106,0.2
"P53","Ni buena ni mala",0.088,0.26,0.245,0.112,0.249,0.267,0.079,0.208,0.372,0.115
"P53","Mala",0.262,0.166,0.362,0.248,0.234,0.324,0.249,0.168,0.185,0.282
"P53","Muy mala",0.113,0.153,0.211,0.292,0.3,0.25,0.352,0.349,0.247,0.106
"P53","No sabe",0,0,0,0.039,0,0,0.009,0,0.012,0.232
"P54","Muy buena",0.512,0.232,0.287,0.342,0.196,0.124,0.222,0.219,0.273,0.267
"P54","Buena",0.115,0.361,0.224,0.255,0.188,0.268,0.257,0.253,0.287,0.256
"P54","Ni buena ni mala",0.15,0.106,0.161,0.029,0.22,0.248,0.033,0.079,0.107,0.089
"P54","Mala",0.089,0.129,0.134,0.084,0.192,0.157,0.199,0.184,0.14,0.132
"P54","Muy mala",0.134,0.172,0.194,0.266,0.202,0.2,0.286,0.265,0.193,0.024
"P54","No sabe",0,0,0,0.024,0.002,0.003,0.003,0,0,0.232
"P55","Muy buena",0.505,0.254,0.028,0.312,0.085,0.035,0.146,0.118,0.231,0.172
"P55","Buena",0.119,0.177,0.166,0.097,0.238,0.148,0.072,0.3,0.172,0.289
"P55","Ni buena ni mala",0.076,0.229,0.493,0.257,0.286,0.32,0.255,0.114,0.239,0.23
"P55","Mala",0.131,0.094,0.125,0.148,0.122,0.199,0.222,0.132,0.098,0.03
"P55","Muy mala",0.126,0.146,0.182,0.152,0.259,0.214,0.289,0.281,0.245,0.053
"P55","No sabe",0.043,0.1,0.006,0.034,0.01,0.084,0.016,0.055,0.015,0.226
"P56","Muy buena",0.587,0.323,0.182,0.507,0.337,0.199,0.35,0.436,0.483,0.233
"P56","Buena",0.1,0.275,0.341,0.186,0.16,0.165,0.109,0.1,0.074,0.29
"P56","Ni buena ni mala",0.038,0.14,0.201,0.115,0.186,0.178,0.051,0.088,0.102,0.159
"P56","Mala",0.098,0.105,0.138,0.063,0.103,0.103,0.16,0.097,0.125,0.011
"P56","Muy mala",0.13,0.144,0.138,0.105,0.212,0.241,0.313,0.279,0.189,0.034
"P56","No sabe",0.047,0.013,0,0.024,0.002,0.114,0.017,0,0.027,0.273
"P57","Muy buena",0.356,0.188,0.037,0.065,0.051,0.11,0,0.117,0.062,0.162
"P57","Buena",0.194,0.273,0.253,0.203,0.221,0.112,0.206,0.165,0.168,0.283
"P57","Ni buena ni mala",0.2,0.264,0.399,0.489,0.495,0.547,0.424,0.374,0.358,0.196
"P57","Mala",0.152,0.159,0.151,0.122,0.117,0.097,0.146,0.18,0.189,0.05
"P57","Muy mala",0.077,0.088,0.112,0.087,0.108,0.128,0.215,0.153,0.19,0.006
"P57","No sabe",0.021,0.028,0.048,0.034,0.008,0.006,0.009,0.011,0.033,0.303
"P58","Muy buena",0.407,0.245,0.072,0.311,0.116,0.052,0.243,0.104,0.309,0.27
"P58","Buena",0.175,0.346,0.105,0.204,0.223,0.222,0.145,0.272,0.175,0.122
"P58","Ni buena ni mala",0.145,0.107,0.443,0.118,0.32,0.3,0.146,0.212,0.184,0.224
"P58","Mala",0.064,0.147,0.188,0.115,0.112,0.142,0.086,0.142,0.094,0.085
"P58","Muy mala",0.15,0.138,0.192,0.198,0.227,0.201,0.377,0.27,0.214,0.006
"P58","No sabe",0.059,0.017,0,0.054,0.002,0.083,0.003,0,0.024,0.293
"P59","Muy buena",0.442,0.244,0.104,0.263,0.109,0.026,0.066,0.181,0.193,0.196
"P59","Buena",0.073,0.25,0.336,0.197,0.141,0.162,0.225,0.102,0.182,0.139
"P59","Ni buena ni mala",0.238,0.163,0.328,0.236,0.368,0.386,0.281,0.24,0.258,0.28
"P59","Mala",0.053,0.137,0.105,0.158,0.184,0.136,0.11,0.156,0.112,0.032
"P59","Muy mala",0.121,0.154,0.074,0.09,0.177,0.193,0.206,0.226,0.207,0.006
"P59","No sabe",0.073,0.052,0.053,0.056,0.021,0.097,0.112,0.095,0.048,0.347
