"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P26","Mala",0.155,0.115,0.208,0.309
"P26","Muy mala",0.07,0.065,0.118,0.233
"P26","No sabe",0.102,0,0.062,0.039
"P27","Muy buena",0.336,0.342,0.096,0.228
"P27","Buena",0.247,0.267,0.204,0.28
"P27","Ni buena ni mala",0.123,0.181,0.227,0.316
"P27","Mala",0.139,0.017,0.293,0.088
"P27","Muy mala",0.042,0,0.091,0.069
"P27","No sabe",0.113,0.193,0.089,0.019
"P28","Muy buena",0.098,0.221,0,0.011
"P28","Buena",0.073,0.078,0.012,0.035
"P28","Ni buena ni mala",0.191,0.216,0.2,0.249
"P28","Mala",0.225,0.19,0.347,0.303
"P28","Muy mala",0.213,0.106,0.335,0.376
"P28","No sabe",0.2,0.189,0.106,0.026
"P29","Muy buena",0.022,0.27,0.042,0.076
"P29","Buena",0.058,0.111,0.036,0.142
"P29","Ni buena ni mala",0.367,0.128,0.22,0.474
"P29","Mala",0.194,0.12,0.271,0.093
"P29","Muy mala",0.108,0.152,0.204,0.185
"P29","No sabe",0.251,0.219,0.227,0.03
"P30","Muy buena",0.312,0.63,0.311,0.371
"P30","Buena",0.138,0.194,0.261,0.271
"P30","Ni buena ni mala",0.218,0.166,0.136,0.252
"P30","Mala",0.191,0.01,0.144,0.051
"P30","Muy mala",0.046,0,0.125,0.043
"P30","No sabe",0.095,0,0.023,0.012
