"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P15","No sabe",0.115,0.031,0.021,0.096,0.228
"P16","Lo votaría",0.253,0.025,0.037,0.017,0.025
"P16","Puede que lo vote",0.443,0.026,0.034,0.225,0.11
"P16","Nunca lo votaría",0.193,0.929,0.919,0.655,0.685
"P16","No sabe",0.111,0.02,0.01,0.103,0.18
"P17","La votaría",0.821,0.027,0.046,0.194,0.126
"P17","Puede que la vote",0.081,0.013,0.006,0.126,0.075
"P17","Nunca la votaría",0.09,0.952,0.922,0.625,0.683
"P17","No sabe",0.008,0.008,0.026,0.055,0.116
"P18","Lo votaría",0.066,0.296,0.067,0.033,0.058
"P18","Puede que lo vote",0.055,0.458,0.26,0.09,0.214
"P18","Nunca lo votaría",0.845,0.211,0.627,0.783,0.498
"P18","No sabe",0.034,0.035,0.046,0.094,0.23
"P19","Lo votaría",0.032,0.179,0.056,0.038,0.072
"P19","Puede que lo vote",0.107,0.302,0.222,0.204,0.212
"P19","Nunca lo votaría",0.72,0.447,0.665,0.649,0.418
"P19","No sabe",0.141,0.072,0.057,0.109,0.298
"P20","La votaría",0.033,0.599,0.281,0.074,0.102
"P20","Puede que la vote",0.045,0.233,0.393,0.082,0.175
"P20","Nunca la votaría",0.892,0.137,0.272,0.784,0.536
"P20","No sabe",0.03,0.031,0.054,0.06,0.187
"P21","Lo votaría",0.021,0.115,0.708,0.027,0.108
"P21","Puede que lo vote",0.043,0.321,0.203,0.14,0.152
"P21","Nunca lo votaría",0.9,0.512,0.055,0.726,0.539
"P21","No sabe",0.036,0.052,0.034,0.107,0.201
"P22","La votaría",0.02,0.271,0.12,0.027,0.071
"P22","Puede que la vote",0.048,0.401,0.259,0.041,0.104
"P22","Nunca la votaría",0.884,0.264,0.528,0.878,0.589
"P22","No sabe",0.048,0.064,0.093,0.054,0.236
"P23","Mauricio Macri por Juntos por el Cambio",0.007,0.29,0.038,0.03,0.016
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.01,0.152,0.021,0.012,0.053
"P23","Patricia Bullrich por Juntos por el Cambio",0.027,0.394,0.209,0.012,0.112
"P23","María Eugenia Vidal por Juntos por el Cambio",0.004,0.057,0.019,0.078,0.031
"P23","Facundo Manes por Juntos por el Cambio",0.016,0.046,0.023,0.1,0.092
"P23","Alberto Fernández por el Frente de Todos",0.31,0.014,0.031,0.031,0.065
"P23","Sergio Massa por el Frente de Todos",0.412,0.016,0.023,0.064,0.11
"P23","Javier Milei por los liberales libertarios",0.005,0.015,0.619,0.119,0.106
"P23","Al candidato del Frente de Izquierda",0.061,0,0,0.481,0.017
"P23","No sabe",0.148,0.016,0.017,0.073,0.398
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.017,0.273,0.048,0.013,0.041
"P24","Mauricio Macri por Juntos por el Cambio",0.018,0.555,0.099,0.014,0.075
"P24","Alberto Fernández por el Frente de Todos",0.298,0.033,0.035,0.145,0.039
"P24","Sergio Massa por el Frente de Todos",0.415,0.016,0.037,0.025,0.123
"P24","Javier Milei por los liberales libertarios",0.012,0.045,0.699,0.203,0.163
"P24","Al candidato del Frente de Izquierda",0.067,0.036,0.027,0.512,0.013
"P24","No sabe",0.173,0.042,0.055,0.088,0.546
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.007,0.26,0.033,0.004,0.07
"P25","Patricia Bullrich por Juntos por el Cambio",0.04,0.612,0.205,0.067,0.127
"P25","Alberto Fernández por el Frente de Todos",0.306,0.027,0.033,0.125,0.04
"P25","Sergio Massa por el Frente de Todos",0.459,0.014,0.027,0.032,0.157
"P25","Javier Milei por los liberales libertarios",0.007,0.031,0.682,0.15,0.15
"P25","Al candidato del Frente de Izquierda",0.055,0.018,0.005,0.57,0.021
"P25","No sabe",0.126,0.038,0.015,0.052,0.435
"P26","Sergio Massa por el Frente de Todos",0.68,0.04,0.026,0.045,0.153
"P26","Mauricio Macri por Juntos por el Cambio",0.058,0.799,0.087,0.034,0.092
"P26","Javier Milei por los liberales libertarios",0.023,0.069,0.788,0.172,0.187
"P26","Al candidato del Frente de Izquierda",0.051,0.001,0,0.593,0.033
"P26","No sabe",0.188,0.091,0.099,0.156,0.535
"P27","Alberto Fernández por el Frente de Todos",0.705,0.027,0.036,0.133,0.137
"P27","Mauricio Macri por Juntos por el Cambio",0.049,0.831,0.092,0.019,0.108
"P27","Javier Milei por los liberales libertarios",0.014,0.061,0.787,0.113,0.137
"P27","Al candidato del Frente de Izquierda",0.056,0.008,0.003,0.516,0.055
"P27","No sabe",0.176,0.073,0.082,0.219,0.563
"P28","Alberto Fernández por el Frente de Todos",0.697,0.02,0.045,0.095,0.117
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.032,0.736,0.046,0.022,0.168
"P28","Javier Milei por los liberales libertarios",0.023,0.135,0.815,0.135,0.128
"P28","Al candidato del Frente de Izquierda",0.063,0.006,0,0.543,0.044
"P28","No sabe",0.185,0.103,0.094,0.205,0.543
"P29","Sergio Massa por el Frente de Todos",0.708,0.034,0.032,0.024,0.153
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.041,0.752,0.07,0.027,0.135
"P29","Javier Milei por los liberales libertarios",0.023,0.133,0.8,0.088,0.14
"P29","Al candidato del Frente de Izquierda",0.061,0.001,0.016,0.631,0.019
"P29","No sabe",0.167,0.08,0.082,0.23,0.553
"P30","Sergio Massa por el Frente de Todos",0.651,0.05,0.018,0.032,0.165
"P30","Patricia Bullrich por Juntos por el Cambio",0.091,0.806,0.229,0.043,0.209
"P30","Javier Milei por los liberales libertarios",0.027,0.054,0.682,0.08,0.1
"P30","Al candidato del Frente de Izquierda",0.056,0.005,0,0.615,0.018
"P30","No sabe",0.175,0.085,0.071,0.23,0.508
"P32","Alberto Fernández por el Frente de Todos",0.664,0.081,0.03,0.072,0.113
"P32","Patricia Bullrich por Juntos por el Cambio",0.09,0.768,0.195,0.053,0.212
"P32","Javier Milei por los liberales libertarios",0.019,0.061,0.708,0.1,0.108
"P32","Al candidato del Frente de Izquierda",0.072,0.01,0,0.693,0.038
"P32","No sabe",0.155,0.08,0.067,0.082,0.529
"P34","Sergio Massa por el Frente de Todos",0.822,0.04,0.052,0.404,0.266
"P34","Mauricio Macri por Juntos por el Cambio",0.043,0.904,0.55,0.071,0.153
"P34","No sabe",0.135,0.056,0.398,0.525,0.581
"P35","Sergio Massa",0.837,0.04,0.04,0.389,0.267
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.044,0.882,0.452,0.071,0.185
"P35","No sabe",0.119,0.078,0.508,0.54,0.548
"P36","Alberto Fernández por el Frente de Todos",0.849,0.019,0.02,0.525,0.212
"P36","Mauricio Macri por Juntos por el Cambio",0.04,0.901,0.674,0.107,0.195
"P36","No sabe",0.111,0.08,0.306,0.368,0.593
"P37","Alberto Fernández",0.848,0.025,0.015,0.583,0.185
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.874,0.5,0.115,0.255
"P37","No sabe",0.106,0.101,0.485,0.302,0.56
"P38","Sergio Massa por el Frente de Todos",0.833,0.034,0.036,0.542,0.285
"P38","Patricia Bullrich por Juntos por el Cambio",0.052,0.884,0.739,0.065,0.263
"P38","No sabe",0.115,0.082,0.225,0.393,0.452
"P39","Alberto Fernández por el Frente de Todos",0.864,0.019,0.03,0.582,0.194
"P39","Patricia Bullrich por Juntos por el Cambio",0.039,0.915,0.79,0.046,0.256
"P39","No sabe",0.097,0.066,0.18,0.372,0.55
"P40","Mauricio Macri por Juntos por el Cambio",0.114,0.758,0.117,0.155,0.16
"P40","Javier Milei por los liberales libertarios",0.06,0.153,0.775,0.147,0.217
"P40","No sabe",0.826,0.089,0.108,0.698,0.623
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.091,0.792,0.103,0.389,0.192
"P41","Javier Milei por los liberales libertarios",0.048,0.115,0.846,0.121,0.231
"P41","No sabe",0.861,0.093,0.051,0.49,0.577
"P42","Patricia Bullrich por Juntos por el Cambio",0.057,0.85,0.159,0.209,0.259
"P42","Javier Milei por los liberales libertarios",0.059,0.071,0.767,0.208,0.194
"P42","No sabe",0.884,0.079,0.074,0.583,0.547
"P43","Muy buena",0.122,0.096,0.013,0.074,0.061
"P43","Buena",0.372,0.029,0.072,0.176,0.033
"P43","Ni buena ni mala",0.383,0.007,0.013,0.371,0.256
"P43","Mala",0.08,0.059,0.093,0.186,0.145
"P43","Muy mala",0.042,0.795,0.809,0.167,0.498
"P43","No sabe",0.001,0.014,0,0.026,0.007
"P44","Muy buena",0.118,0.022,0,0,0.012
"P44","Buena",0.353,0.012,0.001,0.192,0.04
"P44","Ni buena ni mala",0.342,0.009,0.02,0.318,0.264
"P44","Mala",0.138,0.076,0.136,0.236,0.168
"P44","Muy mala",0.046,0.874,0.843,0.236,0.507
"P44","No sabe",0.003,0.007,0,0.018,0.009
"P45","Muy buena",0.695,0.014,0.006,0.229,0.098
"P45","Buena",0.147,0.006,0.009,0.172,0.069
"P45","Ni buena ni mala",0.066,0.007,0.013,0.203,0.113
"P45","Mala",0.031,0.03,0.048,0.083,0.088
"P45","Muy mala",0.061,0.92,0.923,0.295,0.589
"P45","No sabe",0,0.023,0.001,0.018,0.043
"P46","Muy buena",0.071,0.33,0.072,0.007,0.022
"P46","Buena",0.02,0.331,0.249,0.04,0.048
"P46","Ni buena ni mala",0.033,0.166,0.274,0.208,0.257
"P46","Mala",0.131,0.033,0.144,0.077,0.223
"P46","Muy mala",0.743,0.129,0.261,0.65,0.426
"P46","No sabe",0.002,0.011,0,0.018,0.024
"P47","Muy buena",0.016,0.28,0.054,0.084,0.012
"P47","Buena",0.034,0.407,0.24,0.064,0.158
"P47","Ni buena ni mala",0.087,0.229,0.276,0.154,0.379
"P47","Mala",0.217,0.041,0.138,0.24,0.213
"P47","Muy mala",0.643,0.033,0.289,0.44,0.21
"P47","No sabe",0.003,0.01,0.003,0.018,0.028
"P48","Muy buena",0.158,0.053,0.019,0.084,0.026
"P48","Buena",0.345,0.059,0.071,0.029,0.166
"P48","Ni buena ni mala",0.291,0.079,0.031,0.4,0.253
"P48","Mala",0.081,0.132,0.158,0.118,0.179
"P48","Muy mala",0.114,0.67,0.704,0.331,0.329
"P48","No sabe",0.011,0.007,0.017,0.038,0.047
"P49","Muy buena",0.027,0.532,0.282,0.018,0.099
"P49","Buena",0.055,0.254,0.31,0.007,0.111
"P49","Ni buena ni mala",0.061,0.078,0.237,0.111,0.283
"P49","Mala",0.082,0.037,0.054,0.256,0.137
"P49","Muy mala",0.77,0.082,0.117,0.588,0.305
"P49","No sabe",0.005,0.017,0,0.02,0.065
"P50","Muy buena",0.004,0.117,0.551,0.009,0.042
"P50","Buena",0.022,0.178,0.318,0.1,0.103
"P50","Ni buena ni mala",0.057,0.389,0.112,0,0.369
"P50","Mala",0.138,0.146,0.005,0.169,0.136
"P50","Muy mala",0.764,0.142,0.014,0.702,0.312
"P50","No sabe",0.015,0.028,0,0.02,0.038
"P51","Muy buena",0.015,0.305,0.082,0.009,0.055
"P51","Buena",0.028,0.378,0.226,0.036,0.176
"P51","Ni buena ni mala",0.035,0.217,0.262,0.06,0.306
"P51","Mala",0.104,0.052,0.163,0.277,0.148
"P51","Muy mala",0.806,0.046,0.265,0.598,0.287
"P51","No sabe",0.012,0.002,0.002,0.02,0.028
"P52","Muy buena",0.028,0.133,0.047,0,0.088
"P52","Buena",0.081,0.221,0.13,0.083,0.126
"P52","Ni buena ni mala",0.382,0.337,0.32,0.436,0.52
"P52","Mala",0.152,0.181,0.209,0.161,0.063
"P52","Muy mala",0.326,0.096,0.283,0.282,0.086
"P52","No sabe",0.031,0.032,0.011,0.038,0.117
"P53","Siempre",0.368,0.299,0.304,0.203,0.182
"P53","Casi siempre",0.415,0.475,0.394,0.504,0.497
"P53","Casi nunca",0.174,0.168,0.209,0.293,0.178
"P53","Nunca, pero esta es una excepción",0.043,0.058,0.093,0,0.143
"P54","Si",0.584,0.577,0.585,0.555,0.454
"P54","No",0.416,0.423,0.415,0.445,0.546
