"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P16","Puede que lo vote",0.205,0.236,0.139,0.15
"P16","Nunca lo votaría",0.64,0.592,0.61,0.675
"P16","No sabe",0.079,0.067,0.087,0.07
"P17","La votaría",0.314,0.325,0.337,0.299
"P17","Puede que la vote",0.053,0.052,0.043,0.042
"P17","Nunca la votaría",0.611,0.583,0.576,0.635
"P17","No sabe",0.022,0.04,0.044,0.024
"P18","Lo votaría",0.133,0.108,0.107,0.168
"P18","Puede que lo vote",0.264,0.221,0.168,0.245
"P18","Nunca lo votaría",0.567,0.627,0.586,0.487
"P18","No sabe",0.036,0.044,0.139,0.1
"P19","Lo votaría",0.082,0.091,0.057,0.108
"P19","Puede que lo vote",0.218,0.208,0.173,0.199
"P19","Nunca lo votaría",0.596,0.58,0.594,0.553
"P19","No sabe",0.104,0.121,0.176,0.14
"P20","La votaría",0.252,0.243,0.211,0.311
"P20","Puede que la vote",0.194,0.182,0.165,0.177
"P20","Nunca la votaría",0.522,0.507,0.543,0.428
"P20","No sabe",0.032,0.068,0.081,0.084
"P21","Lo votaría",0.181,0.259,0.2,0.124
"P21","Puede que lo vote",0.182,0.178,0.141,0.18
"P21","Nunca lo votaría",0.594,0.494,0.567,0.604
"P21","No sabe",0.043,0.069,0.092,0.092
"P22","La votaría",0.122,0.097,0.102,0.148
"P22","Puede que la vote",0.196,0.209,0.165,0.217
"P22","Nunca la votaría",0.614,0.614,0.616,0.523
"P22","No sabe",0.068,0.08,0.117,0.112
"P23","Mauricio Macri por Juntos por el Cambio",0.104,0.061,0.044,0.164
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.065,0.039,0.067,0.061
"P23","Patricia Bullrich por Juntos por el Cambio",0.164,0.19,0.162,0.218
"P23","María Eugenia Vidal por Juntos por el Cambio",0.028,0.037,0.024,0.03
"P23","Facundo Manes por Juntos por el Cambio",0.048,0.055,0.032,0.02
"P23","Alberto Fernández por el Frente de Todos",0.1,0.152,0.179,0.104
"P23","Sergio Massa por el Frente de Todos",0.183,0.148,0.133,0.171
"P23","Javier Milei por los liberales libertarios",0.145,0.184,0.175,0.075
"P23","Al candidato del Frente de Izquierda",0.054,0.026,0.065,0.027
"P23","No sabe",0.109,0.108,0.119,0.13
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.113,0.076,0.081,0.122
"P24","Mauricio Macri por Juntos por el Cambio",0.184,0.178,0.154,0.295
"P24","Alberto Fernández por el Frente de Todos",0.103,0.152,0.19,0.116
"P24","Sergio Massa por el Frente de Todos",0.198,0.156,0.101,0.189
"P24","Javier Milei por los liberales libertarios",0.182,0.228,0.212,0.093
"P24","Al candidato del Frente de Izquierda",0.078,0.042,0.096,0.025
"P24","No sabe",0.142,0.168,0.166,0.16
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.106,0.05,0.08,0.126
"P25","Patricia Bullrich por Juntos por el Cambio",0.237,0.266,0.21,0.318
"P25","Alberto Fernández por el Frente de Todos",0.105,0.156,0.19,0.11
"P25","Sergio Massa por el Frente de Todos",0.213,0.183,0.116,0.203
"P25","Javier Milei por los liberales libertarios",0.172,0.185,0.209,0.086
"P25","Al candidato del Frente de Izquierda",0.064,0.031,0.081,0.029
"P25","No sabe",0.103,0.129,0.114,0.128
"P26","Sergio Massa por el Frente de Todos",0.287,0.281,0.218,0.28
"P26","Mauricio Macri por Juntos por el Cambio",0.275,0.258,0.233,0.399
"P26","Javier Milei por los liberales libertarios",0.214,0.258,0.239,0.119
"P26","Al candidato del Frente de Izquierda",0.058,0.048,0.055,0.027
"P26","No sabe",0.166,0.155,0.255,0.175
"P27","Alberto Fernández por el Frente de Todos",0.296,0.29,0.245,0.273
"P27","Mauricio Macri por Juntos por el Cambio",0.295,0.265,0.221,0.413
"P27","Javier Milei por los liberales libertarios",0.196,0.237,0.228,0.114
"P27","Al candidato del Frente de Izquierda",0.063,0.034,0.074,0.028
"P27","No sabe",0.15,0.174,0.232,0.172
"P28","Alberto Fernández por el Frente de Todos",0.274,0.276,0.257,0.277
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.213,0.252,0.347
"P28","Javier Milei por los liberales libertarios",0.24,0.277,0.23,0.139
"P28","Al candidato del Frente de Izquierda",0.069,0.021,0.06,0.034
"P28","No sabe",0.162,0.213,0.201,0.203
"P29","Sergio Massa por el Frente de Todos",0.3,0.266,0.223,0.292
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.231,0.274,0.362
"P29","Javier Milei por los liberales libertarios",0.245,0.254,0.232,0.136
"P29","Al candidato del Frente de Izquierda",0.059,0.07,0.044,0.026
"P29","No sabe",0.141,0.179,0.227,0.184
"P30","Sergio Massa por el Frente de Todos",0.277,0.235,0.227,0.281
"P30","Patricia Bullrich por Juntos por el Cambio",0.327,0.335,0.256,0.489
"P30","Javier Milei por los liberales libertarios",0.19,0.198,0.215,0.073
"P30","Al candidato del Frente de Izquierda",0.062,0.038,0.045,0.026
"P30","No sabe",0.144,0.194,0.257,0.131
"P32","Alberto Fernández por el Frente de Todos",0.288,0.242,0.236,0.312
"P32","Patricia Bullrich por Juntos por el Cambio",0.302,0.326,0.289,0.448
"P32","Javier Milei por los liberales libertarios",0.189,0.207,0.225,0.073
"P32","Al candidato del Frente de Izquierda",0.076,0.037,0.059,0.039
"P32","No sabe",0.145,0.188,0.191,0.128
"P34","Sergio Massa por el Frente de Todos",0.407,0.318,0.284,0.332
"P34","Mauricio Macri por Juntos por el Cambio",0.392,0.424,0.393,0.509
"P34","No sabe",0.201,0.258,0.323,0.159
"P35","Sergio Massa",0.408,0.31,0.296,0.338
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.363,0.419,0.406,0.471
"P35","No sabe",0.229,0.271,0.298,0.191
"P36","Alberto Fernández por el Frente de Todos",0.391,0.329,0.299,0.319
"P36","Mauricio Macri por Juntos por el Cambio",0.425,0.467,0.408,0.516
"P36","No sabe",0.184,0.204,0.293,0.165
"P37","Alberto Fernández",0.386,0.33,0.304,0.315
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.39,0.422,0.441,0.471
"P37","No sabe",0.224,0.248,0.255,0.214
"P38","Sergio Massa por el Frente de Todos",0.419,0.317,0.282,0.333
"P38","Patricia Bullrich por Juntos por el Cambio",0.427,0.48,0.479,0.534
"P38","No sabe",0.154,0.203,0.239,0.133
"P39","Alberto Fernández por el Frente de Todos",0.392,0.353,0.315,0.319
"P39","Patricia Bullrich por Juntos por el Cambio",0.455,0.469,0.468,0.55
"P39","No sabe",0.153,0.178,0.217,0.131
"P40","Mauricio Macri por Juntos por el Cambio",0.307,0.325,0.283,0.419
"P40","Javier Milei por los liberales libertarios",0.23,0.283,0.334,0.14
"P40","No sabe",0.463,0.392,0.383,0.441
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.328,0.31,0.349,0.398
"P41","Javier Milei por los liberales libertarios",0.24,0.306,0.284,0.133
"P41","No sabe",0.432,0.384,0.367,0.469
"P42","Patricia Bullrich por Juntos por el Cambio",0.313,0.323,0.34,0.505
"P42","Javier Milei por los liberales libertarios",0.232,0.286,0.255,0.07
"P42","No sabe",0.455,0.391,0.405,0.425
"P43","Muy buena",0.068,0.089,0.107,0.106
"P43","Buena",0.159,0.135,0.135,0.208
"P43","Ni buena ni mala",0.228,0.182,0.12,0.127
"P43","Mala",0.09,0.083,0.096,0.075
"P43","Muy mala",0.454,0.511,0.503,0.484
"P43","No sabe",0.001,0,0.039,0
"P44","Muy buena",0.04,0.048,0.052,0.069
"P44","Buena",0.14,0.106,0.109,0.185
"P44","Ni buena ni mala",0.211,0.177,0.098,0.118
"P44","Mala",0.128,0.108,0.186,0.09
"P44","Muy mala",0.479,0.561,0.543,0.528
"P44","No sabe",0.002,0,0.012,0.01
"P45","Muy buena",0.287,0.243,0.206,0.301
"P45","Buena",0.077,0.08,0.042,0.063
"P45","Ni buena ni mala",0.053,0.036,0.064,0.033
"P45","Mala",0.058,0.016,0.044,0.03
"P45","Muy mala",0.522,0.606,0.639,0.541
"P45","No sabe",0.003,0.019,0.005,0.032
"P46","Muy buena",0.141,0.097,0.137,0.207
"P46","Buena",0.126,0.213,0.168,0.202
"P46","Ni buena ni mala",0.16,0.136,0.152,0.14
"P46","Mala",0.106,0.123,0.097,0.116
"P46","Muy mala",0.464,0.431,0.442,0.311
"P46","No sabe",0.003,0,0.004,0.024
"P47","Muy buena",0.105,0.097,0.103,0.133
"P47","Buena",0.182,0.174,0.211,0.274
"P47","Ni buena ni mala",0.165,0.287,0.191,0.211
"P47","Mala",0.165,0.117,0.125,0.147
"P47","Muy mala",0.376,0.323,0.349,0.226
"P47","No sabe",0.007,0.002,0.021,0.009
"P48","Muy buena",0.095,0.068,0.039,0.096
"P48","Buena",0.19,0.137,0.126,0.201
"P48","Ni buena ni mala",0.167,0.251,0.139,0.157
"P48","Mala",0.1,0.12,0.176,0.137
"P48","Muy mala",0.429,0.406,0.513,0.396
"P48","No sabe",0.019,0.018,0.007,0.013
"P49","Muy buena",0.215,0.231,0.269,0.297
"P49","Buena",0.162,0.145,0.155,0.216
"P49","Ni buena ni mala",0.138,0.126,0.138,0.088
"P49","Mala",0.064,0.1,0.062,0.08
"P49","Muy mala",0.408,0.394,0.347,0.302
"P49","No sabe",0.013,0.004,0.029,0.017
"P50","Muy buena",0.131,0.171,0.247,0.076
"P50","Buena",0.13,0.131,0.13,0.16
"P50","Ni buena ni mala",0.176,0.286,0.163,0.236
"P50","Mala",0.122,0.074,0.118,0.142
"P50","Muy mala",0.435,0.316,0.335,0.335
"P50","No sabe",0.006,0.022,0.007,0.051
"P51","Muy buena",0.112,0.107,0.111,0.177
"P51","Buena",0.153,0.216,0.251,0.216
"P51","Ni buena ni mala",0.16,0.148,0.162,0.192
"P51","Mala",0.137,0.093,0.063,0.095
"P51","Muy mala",0.436,0.431,0.386,0.307
"P51","No sabe",0.002,0.005,0.027,0.013
"P52","Muy buena",0.09,0.045,0.056,0.067
"P52","Buena",0.127,0.164,0.147,0.142
"P52","Ni buena ni mala",0.38,0.368,0.313,0.404
"P52","Mala",0.151,0.174,0.167,0.17
"P52","Muy mala",0.22,0.217,0.277,0.166
"P52","No sabe",0.032,0.032,0.04,0.051
"P53","Siempre",0.303,0.288,0.309,0.335
"P53","Casi siempre",0.44,0.465,0.42,0.446
"P53","Casi nunca",0.199,0.2,0.162,0.15
"P53","Nunca, pero esta es una excepción",0.058,0.047,0.109,0.069
"P54","Si",0.635,0.448,0.573,0.529
"P54","No",0.365,0.552,0.427,0.471
