"var","categoria","Si","No"
"P29","Lo votaría",0.537,0.441
"P29","Puede que lo vote",0.091,0.088
"P29","Nunca lo votaría",0.326,0.409
"P29","No sabe",0.046,0.062
"P30","Lo votaría",0.145,0.142
"P30","Puede que lo vote",0.161,0.154
"P30","Nunca lo votaría",0.63,0.571
"P30","No sabe",0.064,0.133
"P31","Lo votaría",0.09,0.073
"P31","Puede que lo vote",0.174,0.187
"P31","Nunca lo votaría",0.567,0.546
"P31","No sabe",0.169,0.194
"P32","Lo votaría",0.366,0.404
"P32","Puede que lo vote",0.06,0.12
"P32","Nunca lo votaría",0.545,0.409
"P32","No sabe",0.029,0.067
"P33","Lo votaría",0.079,0.078
"P33","Puede que lo vote",0.131,0.194
"P33","Nunca lo votaría",0.731,0.591
"P33","No sabe",0.059,0.137
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.494,0.433
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.115,0.077
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.331,0.436
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.013
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.026,0.001
"PRESIDENTE","En blanco",0.013,0.027
"PRESIDENTE","No sabe",0.016,0.013
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.483,0.422
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.086,0.063
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.152,0.107
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.229,0.226
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.002,0.028
"DIPUTADOS","En blanco",0.003,0.045
"DIPUTADOS","No sabe",0.045,0.109
