"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.33,0.365,0.258
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.219,0.132,0.167
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.31,0.259,0.255
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.03,0,0.017
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.016,0.071,0.008
"PRESIDENTE","En blanco",0.034,0.016,0.066
"PRESIDENTE","No sabe",0.061,0.157,0.229
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.408,0.467,0.501
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.077,0.05,0
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.181,0.258,0.082
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.203,0.149,0.274
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.018,0,0
"DIPUTADOS","En blanco",0.025,0.025,0.127
"DIPUTADOS","No sabe",0.088,0.051,0.016
