"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P42","No sabe",0.171,0.019,0.024,0.402,0.143
"P43","Muy buena",0.12,0.081,0.08,0.114,0.027
"P43","Buena",0.032,0.019,0.018,0.071,0.074
"P43","Ni buena ni mala",0,0.006,0.002,0.064,0.032
"P43","Mala",0.076,0.025,0.061,0.132,0.062
"P43","Muy mala",0.724,0.869,0.833,0.619,0.805
"P43","No sabe",0.048,0,0.006,0,0
"P44","Muy buena",0.02,0.039,0,0,0
"P44","Buena",0.006,0.002,0.002,0.095,0.074
"P44","Ni buena ni mala",0.015,0.009,0,0.034,0.032
"P44","Mala",0.06,0.053,0.088,0.165,0.038
"P44","Muy mala",0.899,0.889,0.904,0.706,0.856
"P44","No sabe",0,0.008,0.006,0,0
"P45","Muy buena",0.02,0.004,0,0.172,0
"P45","Buena",0.006,0,0.002,0.067,0
"P45","Ni buena ni mala",0,0.01,0.008,0,0
"P45","Mala",0.04,0.015,0.035,0,0.051
"P45","Muy mala",0.934,0.954,0.939,0.761,0.873
"P45","No sabe",0,0.017,0.016,0,0.076
"P46","Muy buena",0.188,0.62,0.191,0.046,0.028
"P46","Buena",0.213,0.169,0.556,0.227,0.301
"P46","Ni buena ni mala",0.327,0.044,0.154,0.324,0.159
"P46","Mala",0.087,0.006,0.014,0.178,0.06
"P46","Muy mala",0.185,0.151,0.078,0.225,0.376
"P46","No sabe",0,0.01,0.007,0,0.076
"P47","Muy buena",0.532,0.333,0.141,0.142,0.177
"P47","Buena",0.342,0.335,0.497,0.33,0.588
"P47","Ni buena ni mala",0.058,0.226,0.309,0.143,0.126
"P47","Mala",0.046,0.051,0.031,0.185,0.032
"P47","Muy mala",0,0.052,0.02,0.2,0
"P47","No sabe",0.022,0.003,0.002,0,0.077
"P48","Muy buena",0.087,0.097,0.015,0.053,0
"P48","Buena",0.043,0.072,0.033,0.158,0
"P48","Ni buena ni mala",0.097,0.067,0.059,0.114,0.051
"P48","Mala",0.113,0.121,0.15,0.282,0.149
"P48","Muy mala",0.66,0.635,0.743,0.393,0.723
"P48","No sabe",0,0.008,0,0,0.077
"P49","Muy buena",0.189,0.67,0.666,0.089,0.027
"P49","Buena",0.273,0.225,0.251,0.419,0.156
"P49","Ni buena ni mala",0.186,0.069,0.01,0.264,0.183
"P49","Mala",0.112,0.006,0.009,0.064,0.139
"P49","Muy mala",0.176,0.022,0.064,0.164,0.495
"P49","No sabe",0.064,0.008,0,0,0
"P50","Muy buena",0.197,0.106,0.116,0,0
"P50","Buena",0.118,0.179,0.202,0.248,0.117
"P50","Ni buena ni mala",0.265,0.363,0.461,0.415,0.162
"P50","Mala",0.265,0.177,0.131,0.093,0.019
"P50","Muy mala",0.142,0.122,0.078,0.244,0.702
"P50","No sabe",0.013,0.053,0.012,0,0
"P51","Muy buena",0.388,0.329,0.259,0.158,0
"P51","Buena",0.295,0.386,0.406,0.343,0.344
"P51","Ni buena ni mala",0.14,0.213,0.236,0.249,0.656
"P51","Mala",0.055,0.03,0.073,0.056,0
"P51","Muy mala",0.112,0.042,0.026,0.194,0
"P51","No sabe",0.01,0,0,0,0
"P52","Muy buena",0.229,0.061,0.071,0.508,0.15
"P52","Buena",0.267,0.183,0.218,0.293,0.393
"P52","Ni buena ni mala",0.239,0.338,0.4,0.119,0.33
"P52","Mala",0.083,0.231,0.244,0.013,0.127
"P52","Muy mala",0.099,0.156,0.062,0.067,0
"P52","No sabe",0.083,0.031,0.005,0,0
"P53","Siempre",0.259,0.39,0.258,0.292,0.032
"P53","Casi siempre",0.53,0.334,0.545,0.473,0.612
"P53","Casi nunca",0.154,0.166,0.141,0.235,0.356
"P53","Nunca, pero esta es una excepción",0.057,0.11,0.056,0,0
"P54","Si",0.607,0.646,0.482,0.591,0.765
"P54","No",0.393,0.354,0.518,0.409,0.235
