"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P25","A algún candidato del peronismo",0.041,0.065,0.079,0.021,0.095,0.038,0.191,0.107,0.58
"P25","A algún candidato del kirchnerismo",0.111,0.666,0.314,0.511,0.374,0.366,0.232,0.337,0.101
"P26","A Alberto Fernández",0.394,0.027,0.137,0.186,0.038,0.026,0,0,0.141
"P26","A Sergio Massa",0.093,0.108,0.368,0.133,0.161,0.11,0.361,0.422,0.11
"P26","A algún candidato del peronismo",0.264,0.051,0.046,0.007,0.224,0.038,0.157,0.444,0.516
"P26","A Cristina Fernández de Kirchner",0.249,0.814,0.449,0.674,0.577,0.826,0.482,0.134,0.233
"P27","A Horacio Rodriguez Larreta",0.378,0.164,0.307,0.358,0.201,0.101,0.335,0,0.358
"P27","A Mauricio Macri",0.318,0.436,0.257,0.143,0.317,0.787,0.271,1,0.455
"P27","A Patricia Bullrich",0.104,0.158,0.231,0.331,0.416,0.112,0.071,0,0.148
"P27","A Facundo Manes",0.034,0.242,0.194,0.161,0.066,0,0.171,0,0
"P27","A Gerardo Morales",0.166,0,0.011,0.007,0,0,0.152,0,0.039
"P28","Seguro lo votaria",0.152,0.065,0.15,0.202,0.279,0.404,0.119,0.388,0.196
"P28","Quizás lo votaría",0.241,0.107,0.467,0.324,0.393,0.495,0.535,0,0.282
"P28","Nunca lo votaría",0.607,0.828,0.383,0.474,0.328,0.101,0.346,0.612,0.522
"P29","Muy buena",0.139,0.031,0.09,0.059,0.025,0.153,0.013,0,0.081
"P29","Buena",0.092,0.219,0.089,0.137,0.12,0.246,0.08,0.069,0.114
"P29","Ni buena ni mala",0.126,0.171,0.203,0.123,0.26,0.193,0.208,0.234,0.224
"P29","Mala",0.142,0.172,0.151,0.162,0.134,0.107,0.136,0.197,0.108
"P29","Muy mala",0.492,0.407,0.456,0.492,0.436,0.301,0.508,0.484,0.473
"P29","No sabe",0.009,0,0.011,0.027,0.025,0,0.055,0.016,0
"P30","Muy buena",0.188,0.1,0.128,0.142,0.119,0.095,0.129,0,0.129
"P30","Buena",0.111,0.139,0.204,0.161,0.165,0.023,0.155,0.463,0.077
"P30","Ni buena ni mala",0.159,0.227,0.251,0.168,0.181,0.163,0.191,0.055,0.215
"P30","Mala",0.172,0.142,0.177,0.192,0.181,0.17,0.214,0.196,0.19
"P30","Muy mala",0.364,0.392,0.231,0.309,0.348,0.549,0.311,0.199,0.373
"P30","No sabe",0.006,0,0.009,0.028,0.006,0,0,0.087,0.016
"P31","Muy buena",0.18,0.272,0.208,0.199,0.214,0.412,0.235,0.066,0.161
"P31","Buena",0.089,0.009,0.038,0.03,0.105,0.024,0.072,0.124,0.064
"P31","Ni buena ni mala",0.051,0.106,0.114,0.088,0.108,0.05,0.037,0.064,0.204
"P31","Mala",0.058,0.063,0.106,0.14,0.067,0.078,0.062,0.247,0.107
"P31","Muy mala",0.618,0.55,0.534,0.522,0.497,0.436,0.594,0.499,0.457
"P31","No sabe",0.004,0,0,0.021,0.009,0,0,0,0.007
"P32","Muy buena",0.301,0.115,0.162,0.249,0.196,0.036,0.236,0.106,0.128
"P32","Buena",0.118,0.239,0.232,0.192,0.194,0.118,0.265,0.052,0.234
"P32","Ni buena ni mala",0.206,0.21,0.208,0.18,0.248,0.121,0.196,0.338,0.264
"P32","Mala",0.074,0.122,0.203,0.085,0.117,0.234,0.022,0.382,0.135
"P32","Muy mala",0.284,0.304,0.19,0.292,0.205,0.491,0.226,0.122,0.223
"P32","No sabe",0.017,0.01,0.005,0.002,0.04,0,0.055,0,0.016
"P33","Muy buena",0.209,0.102,0.12,0.087,0.146,0.036,0.111,0,0.098
"P33","Buena",0.093,0.244,0.119,0.145,0.161,0.277,0.213,0.137,0.24
"P33","Ni buena ni mala",0.136,0.1,0.195,0.171,0.247,0.153,0.171,0.291,0.185
"P33","Mala",0.116,0.143,0.197,0.132,0.122,0,0.072,0.155,0.056
"P33","Muy mala",0.438,0.344,0.365,0.463,0.29,0.534,0.363,0.417,0.414
"P33","No sabe",0.008,0.067,0.004,0.002,0.034,0,0.07,0,0.007
"P34","Muy buena",0.288,0.24,0.267,0.269,0.216,0.081,0.25,0.361,0.248
"P34","Buena",0.184,0.103,0.153,0.15,0.094,0.124,0.167,0.171,0.183
"P34","Ni buena ni mala",0.123,0.111,0.157,0.125,0.151,0.081,0.2,0.144,0.138
"P34","Mala",0.093,0.125,0.07,0.113,0.101,0,0.139,0.065,0.139
"P34","Muy mala",0.292,0.361,0.307,0.329,0.404,0.714,0.224,0.259,0.263
"P34","No sabe",0.02,0.06,0.046,0.014,0.034,0,0.02,0,0.029
"P35","Muy buena",0.266,0.09,0.091,0.153,0.155,0.045,0.108,0.419,0.176
"P35","Buena",0.131,0.049,0.147,0.146,0.065,0.324,0.066,0.072,0.116
"P35","Ni buena ni mala",0.209,0.186,0.34,0.226,0.2,0.049,0.312,0.202,0.288
"P35","Mala",0.092,0.253,0.123,0.149,0.177,0.064,0.226,0.125,0.148
"P35","Muy mala",0.241,0.411,0.229,0.27,0.337,0.507,0.233,0.148,0.232
"P35","No sabe",0.061,0.011,0.07,0.056,0.066,0.011,0.055,0.034,0.04
