"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P13","Nunca lo votaría",0.436,0.481,0.553,0.667,0.598
"P14","Lo votaría",0.357,0.775,0.439,0.199,0.209
"P14","Puede que lo vote",0.32,0.13,0.395,0.276,0.311
"P14","Nunca lo votaría",0.276,0.091,0.133,0.409,0.434
"P14","No sabe",0.047,0.004,0.033,0.116,0.046
"P15","Lo votaría",0.088,0.13,0.058,0.146,0.068
"P15","Puede que lo vote",0.083,0.054,0.067,0.221,0.073
"P15","Nunca lo votaría",0.803,0.803,0.858,0.543,0.817
"P15","No sabe",0.026,0.013,0.017,0.09,0.042
"P16","Lo votaría",0.03,0.032,0.018,0.101,0.12
"P16","Puede que lo vote",0.033,0.035,0.025,0.096,0.032
"P16","Nunca lo votaría",0.909,0.924,0.955,0.735,0.816
"P16","No sabe",0.028,0.009,0.002,0.068,0.032
"P17","La votaría",0.045,0.041,0.017,0.133,0.154
"P17","Puede que la vote",0.021,0.02,0.002,0.033,0.038
"P17","Nunca la votaría",0.921,0.939,0.977,0.747,0.808
"P17","No sabe",0.013,0,0.004,0.087,0
"P18","Lo votaría",0.564,0.24,0.199,0.098,0.23
"P18","Puede que lo vote",0.217,0.477,0.495,0.403,0.4
"P18","Nunca lo votaría",0.167,0.257,0.285,0.384,0.304
"P18","No sabe",0.052,0.026,0.021,0.115,0.066
"P19","Lo votaría",0.162,0.092,0.089,0.579,0.168
"P19","Puede que lo vote",0.34,0.244,0.343,0.13,0.39
"P19","Nunca lo votaría",0.38,0.555,0.496,0.158,0.284
"P19","No sabe",0.118,0.109,0.072,0.133,0.158
"P20","La votaría",0.322,0.51,0.825,0.192,0.201
"P20","Puede que la vote",0.364,0.313,0.099,0.355,0.375
"P20","Nunca la votaría",0.258,0.137,0.063,0.408,0.334
"P20","No sabe",0.056,0.04,0.013,0.045,0.09
"P21","Lo votaría",0.105,0.123,0.151,0.063,0.058
"P21","Puede que lo vote",0.333,0.294,0.39,0.203,0.151
"P21","Nunca lo votaría",0.489,0.539,0.414,0.694,0.641
"P21","No sabe",0.073,0.044,0.045,0.04,0.15
"P22","La votaría",0.298,0.216,0.257,0.14,0.137
"P22","Puede que la vote",0.375,0.39,0.423,0.347,0.254
"P22","Nunca la votaría",0.281,0.321,0.263,0.431,0.415
"P22","No sabe",0.046,0.073,0.057,0.082,0.194
"P23","Mauricio Macri por Juntos por el Cambio",0.127,0.663,0.061,0.066,0.175
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.507,0.063,0.017,0.102,0.15
"P23","Patricia Bullrich por Juntos por el Cambio",0.166,0.16,0.807,0.005,0.139
"P23","María Eugenia Vidal por Juntos por el Cambio",0.12,0.044,0.041,0.022,0.129
"P23","Facundo Manes por Juntos por el Cambio",0.02,0.016,0.022,0.599,0.113
"P23","Alberto Fernández por el Frente de Todos",0.013,0.019,0.005,0.022,0.135
"P23","Sergio Massa por el Frente de Todos",0.017,0.016,0.003,0.107,0.023
"P23","Javier Milei por los liberales libertarios",0.019,0.002,0.036,0.026,0.008
"P23","Al candidato del Frente de Izquierda",0,0.003,0,0.022,0
"P23","No sabe",0.011,0.014,0.008,0.029,0.128
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.595,0.145,0.179,0.338,0.418
"P24","Mauricio Macri por Juntos por el Cambio",0.216,0.721,0.58,0.109,0.227
"P24","Alberto Fernández por el Frente de Todos",0.026,0.037,0.051,0.043,0.042
"P24","Sergio Massa por el Frente de Todos",0.027,0.009,0.015,0.135,0.035
"P24","Javier Milei por los liberales libertarios",0.039,0.011,0.1,0.211,0.052
"P24","Al candidato del Frente de Izquierda",0.026,0.055,0.001,0.042,0
"P24","No sabe",0.071,0.022,0.074,0.122,0.226
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.637,0.216,0.054,0.306,0.528
"P25","Patricia Bullrich por Juntos por el Cambio",0.222,0.618,0.869,0.145,0.206
"P25","Alberto Fernández por el Frente de Todos",0.02,0.019,0.008,0.127,0.117
"P25","Sergio Massa por el Frente de Todos",0.018,0.015,0.008,0.181,0.009
"P25","Javier Milei por los liberales libertarios",0.072,0.053,0.044,0.061,0.042
"P25","Al candidato del Frente de Izquierda",0.009,0.014,0,0.037,0
"P25","No sabe",0.022,0.065,0.017,0.143,0.098
"P26","Sergio Massa por el Frente de Todos",0.081,0.003,0.02,0.295,0.167
"P26","Mauricio Macri por Juntos por el Cambio",0.619,0.901,0.75,0.332,0.496
"P26","Javier Milei por los liberales libertarios",0.106,0.036,0.132,0.124,0.056
"P26","Al candidato del Frente de Izquierda",0.006,0.009,0.004,0.034,0
"P26","No sabe",0.188,0.051,0.094,0.215,0.281
"P27","Alberto Fernández por el Frente de Todos",0.036,0.014,0.015,0.182,0.149
"P27","Mauricio Macri por Juntos por el Cambio",0.693,0.938,0.777,0.326,0.587
"P27","Javier Milei por los liberales libertarios",0.095,0.011,0.122,0.131,0.024
"P27","Al candidato del Frente de Izquierda",0.013,0.003,0.003,0.11,0
"P27","No sabe",0.163,0.034,0.083,0.251,0.24
"P28","Alberto Fernández por el Frente de Todos",0.024,0.02,0.007,0.185,0.148
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.865,0.702,0.642,0.503,0.652
"P28","Javier Milei por los liberales libertarios",0.038,0.102,0.212,0.109,0.025
"P28","Al candidato del Frente de Izquierda",0.002,0.003,0.009,0.097,0.012
"P28","No sabe",0.071,0.173,0.13,0.106,0.163
"P29","Sergio Massa por el Frente de Todos",0.026,0.01,0.015,0.249,0.158
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.839,0.732,0.648,0.48,0.645
"P29","Javier Milei por los liberales libertarios",0.061,0.104,0.205,0.099,0.044
"P29","Al candidato del Frente de Izquierda",0,0.003,0.007,0.036,0.011
"P29","No sabe",0.074,0.151,0.125,0.136,0.142
"P30","Sergio Massa por el Frente de Todos",0.089,0.056,0.013,0.259,0.223
"P30","Patricia Bullrich por Juntos por el Cambio",0.632,0.818,0.914,0.418,0.371
"P30","Javier Milei por los liberales libertarios",0.158,0.046,0.052,0.115,0.039
"P30","Al candidato del Frente de Izquierda",0.01,0.002,0,0.037,0.011
"P30","No sabe",0.111,0.078,0.021,0.171,0.356
"P32","Alberto Fernández por el Frente de Todos",0.118,0.129,0.047,0.17,0.115
"P32","Patricia Bullrich por Juntos por el Cambio",0.581,0.752,0.899,0.375,0.521
"P32","Javier Milei por los liberales libertarios",0.176,0.051,0.043,0.142,0.008
"P32","Al candidato del Frente de Izquierda",0.012,0.003,0,0.106,0.011
"P32","No sabe",0.113,0.065,0.011,0.207,0.345
"P34","Sergio Massa por el Frente de Todos",0.058,0.014,0.022,0.303,0.169
"P34","Mauricio Macri por Juntos por el Cambio",0.785,0.958,0.895,0.462,0.594
"P34","No sabe",0.157,0.028,0.083,0.235,0.237
"P35","Sergio Massa",0.031,0.025,0.021,0.296,0.133
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.881,0.873,0.847,0.626,0.625
"P35","No sabe",0.088,0.102,0.132,0.078,0.242
"P36","Alberto Fernández por el Frente de Todos",0.034,0.006,0.01,0.208,0.12
"P36","Mauricio Macri por Juntos por el Cambio",0.825,0.964,0.912,0.519,0.623
"P36","No sabe",0.141,0.03,0.078,0.273,0.257
"P37","Alberto Fernández",0.025,0.043,0.016,0.194,0.12
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.902,0.855,0.859,0.594,0.716
"P37","No sabe",0.073,0.102,0.125,0.212,0.164
"P38","Sergio Massa por el Frente de Todos",0.043,0.033,0.007,0.26,0.171
"P38","Patricia Bullrich por Juntos por el Cambio",0.796,0.891,0.963,0.445,0.684
"P38","No sabe",0.161,0.076,0.03,0.295,0.145
"P39","Alberto Fernández por el Frente de Todos",0.032,0.012,0.005,0.207,0.127
"P39","Patricia Bullrich por Juntos por el Cambio",0.847,0.937,0.994,0.552,0.713
"P39","No sabe",0.121,0.051,0.001,0.241,0.16
"P40","Mauricio Macri por Juntos por el Cambio",0.664,0.822,0.731,0.376,0.622
"P40","Javier Milei por los liberales libertarios",0.191,0.122,0.191,0.24,0.134
"P40","No sabe",0.145,0.056,0.078,0.384,0.244
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.826,0.765,0.71,0.584,0.663
"P41","Javier Milei por los liberales libertarios",0.067,0.123,0.194,0.093,0.083
"P41","No sabe",0.107,0.112,0.096,0.323,0.254
"P42","Patricia Bullrich por Juntos por el Cambio",0.723,0.86,0.935,0.397,0.714
"P42","Javier Milei por los liberales libertarios",0.135,0.086,0.041,0.13,0.057
"P42","No sabe",0.142,0.054,0.024,0.473,0.229
"P43","Muy buena",0.113,0.11,0.108,0.116,0.125
"P43","Buena",0.032,0.027,0.019,0.041,0.15
"P43","Ni buena ni mala",0.028,0.02,0.003,0.105,0.046
"P43","Mala",0.078,0.061,0.07,0.221,0.092
"P43","Muy mala",0.73,0.782,0.797,0.517,0.587
"P43","No sabe",0.019,0,0.003,0,0
"P44","Muy buena",0.01,0.03,0.007,0.052,0
"P44","Buena",0.021,0.008,0.001,0.054,0.147
"P44","Ni buena ni mala",0.013,0.008,0.006,0.16,0.049
"P44","Mala",0.076,0.079,0.071,0.179,0.046
"P44","Muy mala",0.88,0.862,0.912,0.555,0.758
"P44","No sabe",0,0.013,0.003,0,0
"P45","Muy buena",0.01,0.033,0.007,0.191,0.164
"P45","Buena",0.007,0,0.001,0.025,0
"P45","Ni buena ni mala",0.003,0.01,0.003,0.02,0
"P45","Mala",0.051,0.025,0.042,0.159,0.024
"P45","Muy mala",0.929,0.926,0.943,0.605,0.789
"P45","No sabe",0,0.006,0.004,0,0.023
"P46","Muy buena",0.189,0.616,0.229,0.039,0.091
"P46","Buena",0.325,0.207,0.443,0.227,0.261
"P46","Ni buena ni mala",0.286,0.037,0.212,0.285,0.296
"P46","Mala",0.079,0.019,0.045,0.165,0.106
"P46","Muy mala",0.12,0.118,0.069,0.284,0.224
"P46","No sabe",0.001,0.003,0.002,0,0.022
"P47","Muy buena",0.476,0.303,0.149,0.108,0.151
"P47","Buena",0.384,0.334,0.43,0.29,0.411
"P47","Ni buena ni mala",0.08,0.22,0.304,0.272,0.173
"P47","Mala",0.031,0.057,0.093,0.139,0.144
"P47","Muy mala",0.022,0.069,0.023,0.191,0.099
"P47","No sabe",0.007,0.017,0.001,0,0.022
"P48","Muy buena",0.069,0.068,0.01,0.068,0.072
"P48","Buena",0.037,0.055,0.041,0.102,0.132
"P48","Ni buena ni mala",0.089,0.098,0.052,0.24,0.075
"P48","Mala",0.264,0.127,0.191,0.235,0.101
"P48","Muy mala",0.541,0.647,0.702,0.355,0.598
"P48","No sabe",0,0.005,0.004,0,0.022
"P49","Muy buena",0.238,0.534,0.717,0.066,0.105
"P49","Buena",0.356,0.258,0.204,0.352,0.237
"P49","Ni buena ni mala",0.154,0.126,0.023,0.314,0.121
"P49","Mala",0.086,0.021,0.015,0.058,0.134
"P49","Muy mala",0.14,0.058,0.041,0.21,0.403
"P49","No sabe",0.026,0.003,0,0,0
"P50","Muy buena",0.116,0.11,0.169,0,0
"P50","Buena",0.123,0.161,0.221,0.152,0.112
"P50","Ni buena ni mala",0.332,0.345,0.372,0.447,0.255
"P50","Mala",0.219,0.201,0.141,0.082,0.143
"P50","Muy mala",0.183,0.128,0.087,0.319,0.49
"P50","No sabe",0.027,0.055,0.01,0,0
"P51","Muy buena",0.318,0.28,0.247,0.15,0.124
"P51","Buena",0.376,0.37,0.423,0.398,0.414
"P51","Ni buena ni mala",0.146,0.23,0.245,0.167,0.176
"P51","Mala",0.076,0.044,0.049,0.054,0.152
"P51","Muy mala",0.076,0.057,0.032,0.231,0.134
"P51","No sabe",0.008,0.019,0.004,0,0
"P52","Muy buena",0.133,0.077,0.079,0.426,0.156
"P52","Buena",0.24,0.153,0.206,0.199,0.201
"P52","Ni buena ni mala",0.37,0.363,0.396,0.255,0.331
"P52","Mala",0.075,0.171,0.19,0.034,0.195
"P52","Muy mala",0.12,0.174,0.092,0.071,0.105
"P52","No sabe",0.062,0.062,0.037,0.015,0.012
"P53","Siempre",0.327,0.396,0.321,0.263,0.171
"P53","Casi siempre",0.449,0.372,0.463,0.529,0.499
"P53","Casi nunca",0.186,0.158,0.144,0.153,0.317
"P53","Nunca, pero esta es una excepción",0.038,0.074,0.072,0.055,0.013
"P54","Si",0.632,0.65,0.561,0.638,0.494
"P54","No",0.368,0.35,0.439,0.362,0.506
