"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.005,0.004,0.018,0.023
"P18","Otros",0.011,0,0.037,0.092
"P18","En blanco",0.014,0.01,0.026,0.015
"P18","No sabe",0.02,0,0.011,0.09
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.093,0.066,0.394,0.372
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.425,0.238,0.065,0.09
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.275,0.19,0.107,0.127
"P21","Ramiro Marra por la Libertad Avanza",0.101,0.36,0.043,0.101
"P21","Vanina Biasi por el Frente de Izquierda",0.025,0.02,0.172,0.079
"P21","Otros",0.036,0.063,0.094,0.101
"P21","En blanco",0.027,0.046,0.073,0.028
"P21","No sabe",0.018,0.017,0.052,0.102
"P25","Totalmente seguro",0.665,0.63,0.728,0.611
"P25","Bastante seguro",0.195,0.159,0.182,0.191
"P25","Algo seguro",0.105,0.116,0.058,0.074
"P25","Para nada seguro",0.035,0.095,0.032,0.124
"P26","Tiene Decidido que va a ir a votar",0.912,0.817,0.939,0.85
"P26","Tiene dudas sobre si va a ir a  votar",0.059,0.13,0.041,0.053
"P26","Tiene Decidido que no va a ir a votar",0.029,0.053,0.02,0.097
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.079,0.159,0.797,0.596
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.747,0.179,0.016,0.053
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.082,0.641,0.021,0.015
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0,0.086,0.04
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.026,0.004,0.007,0.015
"P27","Otros",0.01,0.017,0.049,0.139
"P27","En blanco",0.003,0,0.014,0.023
"P27","No sabe",0.015,0,0.01,0.119
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.072,0.136,0.773,0.565
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.607,0.231,0.071,0.12
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.185,0.588,0.022,0.03
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0,0.09,0.048
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.004,0.007,0
"P28","Otros",0.024,0.019,0.015,0.104
"P28","En blanco",0.033,0.017,0.015,0.023
"P28","No sabe",0.03,0.005,0.007,0.11
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.056,0.086,0.804,0.686
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.706,0.382,0.053,0.059
"P29","Ramiro Marra por la Libertad Avanza",0.099,0.45,0.014,0.025
"P29","Vanina Biasi por el Frente de Izquierda",0.031,0.009,0.059,0.037
"P29","Otros",0.041,0.046,0.045,0.065
"P29","En blanco",0.042,0.011,0.012,0
"P29","No sabe",0.025,0.016,0.013,0.128
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.049,0.125,0.778,0.555
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.694,0.345,0.122,0.202
"P30","Ramiro Marra por la Libertad Avanza",0.124,0.476,0.014,0.033
"P30","Vanina Biasi por el Frente de Izquierda",0.013,0,0.057,0.026
"P30","Otros",0.035,0.023,0.009,0.082
"P30","En blanco",0.032,0.02,0.016,0.016
"P30","No sabe",0.053,0.011,0.004,0.086
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.169,0.152,0.829,0.636
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.773,0.677,0.016,0.063
"P33","En blanco",0.035,0.14,0.141,0.075
"P33","No sabe",0.023,0.031,0.014,0.226
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.157,0.115,0.797,0.63
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.672,0.47,0.059,0.109
"P35","En blanco",0.104,0.336,0.126,0.094
"P35","No sabe",0.067,0.079,0.018,0.167
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.675,0.216,0.176,0.149
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.22,0.705,0.003,0.039
"P36","En blanco",0.069,0.039,0.781,0.212
"P36","No sabe",0.036,0.04,0.04,0.6
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.22,0.185,0.834,0.642
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.357,0.769,0.007,0.046
"P37","En blanco",0.222,0.017,0.137,0.014
"P37","No sabe",0.201,0.029,0.022,0.298
"P38","Lo votaría",0.136,0.137,0.727,0.561
"P38","Puede que lo vote",0.131,0.272,0.159,0.108
"P38","Nunca lo votaría",0.704,0.584,0.075,0.091
"P38","No sabe",0.029,0.007,0.039,0.24
"P39","Lo votaría",0.071,0.067,0.538,0.288
"P39","Puede que lo vote",0.069,0.158,0.234,0.283
"P39","Nunca lo votaría",0.85,0.744,0.171,0.335
"P39","No sabe",0.01,0.031,0.057,0.094
"P40","Lo votaría",0.738,0.284,0.081,0.095
"P40","Puede que lo vote",0.119,0.336,0.046,0.045
"P40","Nunca lo votaría",0.134,0.373,0.821,0.751
"P40","No sabe",0.009,0.007,0.052,0.109
"P41","Lo votaría",0.558,0.179,0.058,0.125
"P41","Puede que lo vote",0.255,0.445,0.094,0.16
"P41","Nunca lo votaría",0.16,0.34,0.812,0.622
"P41","No sabe",0.027,0.036,0.036,0.093
"P42","Lo votaría",0.2,0.669,0.004,0.041
"P42","Puede que lo vote",0.291,0.205,0.013,0.079
"P42","Nunca lo votaría",0.475,0.076,0.959,0.82
"P42","No sabe",0.034,0.05,0.024,0.06
"P43","Lo votaría",0.057,0.131,0.13,0.069
"P43","Puede que lo vote",0.093,0.118,0.382,0.383
"P43","Nunca lo votaría",0.823,0.733,0.442,0.426
"P43","No sabe",0.027,0.018,0.046,0.122
"P44","Lo votaría",0.06,0.076,0.019,0.006
"P44","Puede que lo vote",0.143,0.099,0.183,0.237
"P44","Nunca lo votaría",0.739,0.778,0.701,0.531
"P44","No sabe",0.058,0.047,0.097,0.226
"P52","Si",0.498,0.438,0.582,0.31
"P52","No",0.502,0.562,0.418,0.69
