"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P38","Inflación",0.291,0.359,0.396,0.272
"P38","Desempleo",0.05,0.065,0.069,0.117
"P38","Corrupción",0.414,0.418,0.148,0.2
"P38","Inseguridad",0.117,0.096,0.122,0.184
"P38","Precio del dólar",0.025,0.032,0.055,0.038
"P38","Pobreza",0.052,0.004,0.074,0.069
"P38","Narcotráfico",0.009,0.005,0.029,0.016
"P38","Tarifas",0.002,0.003,0.006,0.014
"P38","Otro",0.029,0.017,0.09,0.056
"P38","No sabe",0.011,0.001,0.011,0.034
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.21,0.128,0.794,0.6
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.58,0.2,0.052,0.075
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.119,0.579,0.028,0.068
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.023,0.023,0.052,0.038
"GOBERNADOR","En blanco",0.041,0.066,0.065,0.071
"GOBERNADOR","No sabe",0.027,0.004,0.009,0.148
"CORTA_GOBERNADOR","Si",0.161,0.228,0.096,0.102
"CORTA_GOBERNADOR","No",0.839,0.772,0.904,0.898
"P10_imputada","Unión por la Patria",0.223,0.127,0.787,0.597
"P10_imputada","Juntos por el Cambio",0.599,0.141,0.061,0.166
"P10_imputada","De los liberales libertarios",0.103,0.667,0.037,0.096
"P10_imputada","De la Izquierda",0.022,0.027,0.043,0.044
"P10_imputada","Hacemos por nuestro país",0.021,0.027,0.013,0.015
"P10_imputada","Otro",0.02,0.01,0.03,0.06
"P10_imputada","En blanco",0.012,0.001,0.029,0.022
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.277,0.089,0.829,0.721
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.623,0.174,0.031,0.113
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.061,0.673,0.05,0.079
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.017,0.017,0.045,0.039
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.019,0.033,0.017,0.034
"P20_imputada","En blanco",0.003,0.014,0.028,0.014
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.216,0.128,0.801,0.701
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.596,0.202,0.052,0.087
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.122,0.58,0.028,0.079
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.024,0.023,0.053,0.046
"GOBERNADOR_imputada","En blanco",0.042,0.067,0.066,0.087
