"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P17","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.033,0,0
"P17","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.179,0.095,0
"P17","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.074,0.24,0
"P17","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.109,0,0
"P17","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.007,0.061,0
"P17","En blanco",0.204,0.499,0
"P17","No sabe",0.131,0.105,0
"P20","Sí",0.534,0.546,0.552
"P20","No",0.466,0.454,0.448
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.234,0.322,0.267
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.167,0.207,0
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.075,0.009,0
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.141,0.222,0.134
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.166,0.08,0.066
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.043,0.008,0
"P21","En blanco",0.039,0.028,0.125
"P21","No sabe",0.135,0.124,0.408
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.277,0.18,0.084
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.236,0.106,0.174
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.098,0.213,0.036
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.236,0.282,0.241
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.036,0.003,0.041
"P25","Otros",0.04,0.016,0.096
"P25","En blanco",0.014,0.054,0.153
"P25","No sabe",0.063,0.146,0.175
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.277,0.181,0.063
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.181,0.117,0.156
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.107,0.197,0.123
"P29","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.256,0.249,0.251
"P29","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.007,0
"P29","Otros",0.069,0.055,0.096
"P29","En blanco",0.012,0.028,0.25
"P29","No sabe",0.065,0.166,0.061
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.34,0.247,0.205
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.366,0.328,0.357
"P33","En blanco",0.118,0.1,0.223
"P33","No sabe",0.176,0.325,0.215
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.309,0.262,0.309
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.262,0.277,0.35
"P34","En blanco",0.24,0.154,0.213
"P34","No sabe",0.189,0.307,0.128
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.36,0.236,0.261
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.329,0.198,0.167
"P35","En blanco",0.172,0.321,0.182
"P35","No sabe",0.139,0.245,0.39
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.301,0.317,0.292
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.283,0.257,0.191
"P36","En blanco",0.266,0.286,0.227
"P36","No sabe",0.15,0.14,0.29
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.364,0.339,0.149
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.357,0.287,0.32
"P37","En blanco",0.142,0.216,0.102
"P37","No sabe",0.137,0.158,0.429
"P38","Lo votaría",0.343,0.331,0.157
"P38","Puede que lo vote",0.116,0.184,0.1
"P38","Nunca lo votaría",0.475,0.362,0.722
"P38","No sabe",0.066,0.123,0.021
"P39","Lo votaría",0.228,0.181,0.199
"P39","Puede que lo vote",0.136,0.149,0.063
"P39","Nunca lo votaría",0.543,0.551,0.712
"P39","No sabe",0.093,0.119,0.026
"P40","Lo votaría",0.323,0.203,0.279
"P40","Puede que lo vote",0.119,0.198,0.155
"P40","Nunca lo votaría",0.478,0.457,0.549
"P40","No sabe",0.08,0.142,0.017
"P41","Lo votaría",0.23,0.081,0.199
"P41","Puede que lo vote",0.162,0.254,0.074
"P41","Nunca lo votaría",0.513,0.441,0.71
"P41","No sabe",0.095,0.224,0.017
"P42","Lo votaría",0.121,0.2,0.07
"P42","Puede que lo vote",0.151,0.124,0.152
"P42","Nunca lo votaría",0.501,0.448,0.761
"P42","No sabe",0.227,0.228,0.017
"P43","Lo votaría",0.263,0.29,0.281
"P43","Puede que lo vote",0.142,0.103,0.163
"P43","Nunca lo votaría",0.528,0.464,0.539
"P43","No sabe",0.067,0.143,0.017
"P44","Lo votaría",0.087,0.113,0
"P44","Puede que lo vote",0.177,0.126,0.045
"P44","Nunca lo votaría",0.63,0.588,0.847
"P44","No sabe",0.106,0.173,0.108
"P45","Si",0.458,0.25,0.201
"P45","No",0.542,0.75,0.799
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.251,0.167,0.109
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.081,0.081,0.044
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.206,0.123,0.21
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.091,0.068,0.086
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.254,0.245,0.253
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.026,0.014,0.023
"PRESIDENTE","En blanco",0.018,0.172,0.111
"PRESIDENTE","No sabe",0.073,0.13,0.164
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.307,0.266,0.175
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.176,0.114,0.077
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.069,0.018,0.02
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.137,0.237,0.099
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.192,0.243,0.262
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.025,0.006,0.006
"DIPUTADOS","En blanco",0.026,0.056,0.15
"DIPUTADOS","No sabe",0.068,0.06,0.211
