"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P44","No sabe",0.049,0.074,0.07,0.077
"P45","Muy de acuerdo",0.143,0.145,0.145,0.146
"P45","De acuerdo",0.172,0.14,0.114,0.185
"P45","Ni de acuerdo ni en desacuerdo",0.276,0.261,0.261,0.277
"P45","En desacuerdo",0.147,0.142,0.132,0.157
"P45","Muy en desacuerdo",0.232,0.274,0.315,0.187
"P45","No sabe",0.03,0.038,0.033,0.048
"P46","Si",0.269,0.263,0.215,0.276
"P46","No",0.499,0.511,0.542,0.436
"P46","No sabe",0.232,0.226,0.243,0.288
"P47","Muy buena",0.058,0.091,0.104,0.101
"P47","Buena",0.163,0.174,0.127,0.172
"P47","Ni buena ni mala",0.154,0.165,0.144,0.15
"P47","Mala",0.154,0.115,0.123,0.119
"P47","Muy mala",0.469,0.441,0.5,0.444
"P47","No sabe",0.002,0.014,0.002,0.014
"P48","Muy buena",0.23,0.227,0.193,0.235
"P48","Buena",0.075,0.086,0.057,0.058
"P48","Ni buena ni mala",0.05,0.081,0.08,0.056
"P48","Mala",0.074,0.067,0.077,0.078
"P48","Muy mala",0.568,0.519,0.591,0.558
"P48","No sabe",0.003,0.02,0.002,0.015
"P49","Muy buena",0.146,0.138,0.157,0.217
"P49","Buena",0.171,0.155,0.168,0.206
"P49","Ni buena ni mala",0.151,0.158,0.167,0.145
"P49","Mala",0.151,0.172,0.175,0.127
"P49","Muy mala",0.377,0.347,0.32,0.282
"P49","No sabe",0.004,0.03,0.013,0.023
"P50","Muy buena",0.119,0.127,0.116,0.181
"P50","Buena",0.191,0.184,0.195,0.249
"P50","Ni buena ni mala",0.212,0.23,0.251,0.201
"P50","Mala",0.172,0.137,0.158,0.122
"P50","Muy mala",0.292,0.255,0.242,0.202
"P50","No sabe",0.014,0.067,0.038,0.045
"P51","Muy buena",0.064,0.08,0.093,0.105
"P51","Buena",0.162,0.155,0.129,0.158
"P51","Ni buena ni mala",0.206,0.213,0.188,0.18
"P51","Mala",0.156,0.128,0.143,0.177
"P51","Muy mala",0.403,0.384,0.423,0.349
"P51","No sabe",0.009,0.04,0.024,0.031
"P52","Muy buena",0.248,0.218,0.261,0.353
"P52","Buena",0.171,0.151,0.17,0.175
"P52","Ni buena ni mala",0.15,0.175,0.162,0.092
"P52","Mala",0.11,0.087,0.114,0.101
"P52","Muy mala",0.312,0.31,0.258,0.252
"P52","No sabe",0.009,0.059,0.035,0.027
"P53","Muy buena",0.19,0.2,0.251,0.084
"P53","Buena",0.143,0.14,0.132,0.126
"P53","Ni buena ni mala",0.189,0.231,0.209,0.288
"P53","Mala",0.126,0.092,0.138,0.172
"P53","Muy mala",0.336,0.279,0.221,0.285
"P53","No sabe",0.016,0.058,0.049,0.045
"P54","Muy buena",0.155,0.174,0.158,0.216
"P54","Buena",0.198,0.169,0.161,0.248
"P54","Ni buena ni mala",0.157,0.18,0.206,0.152
"P54","Mala",0.137,0.116,0.15,0.116
"P54","Muy mala",0.341,0.324,0.304,0.237
"P54","No sabe",0.012,0.037,0.021,0.031
"P55","Muy buena",0.061,0.039,0.066,0.086
"P55","Buena",0.165,0.141,0.084,0.186
"P55","Ni buena ni mala",0.187,0.216,0.208,0.159
"P55","Mala",0.147,0.152,0.18,0.165
"P55","Muy mala",0.435,0.418,0.424,0.37
"P55","No sabe",0.005,0.034,0.038,0.034
"P56","Muy buena",0.104,0.1,0.071,0.107
"P56","Buena",0.163,0.147,0.125,0.229
"P56","Ni buena ni mala",0.358,0.331,0.325,0.339
"P56","Mala",0.13,0.138,0.142,0.126
"P56","Muy mala",0.199,0.173,0.22,0.094
"P56","No sabe",0.046,0.111,0.117,0.105
"P57","Muy buena",0.054,0.055,0.037,0.071
"P57","Buena",0.118,0.093,0.096,0.209
"P57","Ni buena ni mala",0.326,0.341,0.335,0.301
"P57","Mala",0.155,0.129,0.136,0.126
"P57","Muy mala",0.292,0.252,0.236,0.206
"P57","No sabe",0.055,0.13,0.16,0.087
