"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P23","Puede que lo vote",0.373,0.432,0.173,0.085,0.033,0.078
"P23","Nunca lo votaría",0.302,0.378,0.706,0.856,0.939,0.609
"P23","No sabe",0.084,0.06,0.081,0.039,0.011,0.249
"P24","Lo votaría",0.053,0.043,0.05,0.053,0.05,0.03
"P24","Puede que lo vote",0.118,0.153,0.192,0.214,0.173,0.114
"P24","Nunca lo votaría",0.695,0.709,0.596,0.605,0.706,0.471
"P24","No sabe",0.134,0.095,0.162,0.128,0.071,0.385
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.04,0.06,0.232,0.356,0.384,0.192
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.055,0.089,0.158,0.152,0.101,0.128
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.116,0.06,0.047,0.017,0.004,0.092
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.658,0.611,0.227,0.089,0.024,0.168
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.046,0.063,0.175,0.254,0.365,0.209
"P25","Otros candidatos",0.085,0.117,0.161,0.132,0.122,0.211
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.757,0.679,0.254,0.096,0.026,0.191
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.063,0.101,0.319,0.467,0.458,0.271
"P29","Javier Milei – José Luis Espert por los liberales",0.064,0.088,0.207,0.29,0.389,0.253
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.023,0.03,0.027,0.036,0.021,0.021
"P29","Otro candidato",0.093,0.102,0.193,0.111,0.106,0.264
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.124,0.165,0.324,0.365,0.32,0.201
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.542,0.454,0.173,0.079,0.034,0.165
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.077,0.08,0.224,0.31,0.441,0.267
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.036,0.05,0.046,0.049,0.017,0.016
"P31","Otro candidato",0.221,0.251,0.233,0.197,0.188,0.351
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.737,0.596,0.155,0.058,0.016,0.118
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.076,0.138,0.367,0.492,0.498,0.26
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.058,0.062,0.188,0.252,0.357,0.232
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.028,0.029,0.037,0.042,0.017,0.035
"P33","Otro candidato",0.101,0.175,0.253,0.156,0.112,0.355
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.554,0.472,0.216,0.136,0.097,0.178
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.249,0.265,0.266,0.3,0.26,0.173
"P35","Javier Milei – José Luis Espert por los liberales",0.074,0.074,0.223,0.325,0.442,0.235
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.016,0.033,0.035,0.045,0.016,0.055
"P35","Otro candidato",0.107,0.156,0.26,0.194,0.185,0.359
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.437,0.408,0.296,0.217,0.159,0.215
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.409,0.373,0.265,0.256,0.192,0.161
"P37","Javier Milei – José Luis Espert por los liberales",0.065,0.089,0.219,0.321,0.442,0.201
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.023,0.027,0.039,0.018,0.03
"P37","Otro candidato",0.076,0.107,0.193,0.167,0.189,0.393
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.757,0.649,0.258,0.135,0.048,0.197
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.118,0.176,0.446,0.601,0.639,0.329
"P38","No sabe",0.125,0.175,0.296,0.264,0.313,0.474
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.641,0.557,0.197,0.083,0.03,0.163
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.12,0.187,0.428,0.563,0.557,0.286
"P39","No sabe",0.239,0.256,0.375,0.354,0.413,0.551
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.768,0.63,0.185,0.068,0.022,0.102
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.084,0.162,0.475,0.64,0.721,0.376
"P40","No sabe",0.148,0.208,0.34,0.292,0.257,0.522
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.783,0.688,0.25,0.111,0.031,0.178
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.097,0.178,0.448,0.598,0.577,0.307
"P41","No sabe",0.12,0.134,0.302,0.291,0.392,0.515
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.801,0.658,0.196,0.058,0.023,0.104
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.086,0.154,0.442,0.578,0.553,0.293
"P42","No sabe",0.113,0.188,0.362,0.364,0.424,0.603
"P43","Muy buena",0.243,0.085,0.028,0.002,0.002,0.028
"P43","Buena",0.298,0.364,0.102,0.068,0.018,0.063
"P43","Ni buena ni mala",0.23,0.264,0.181,0.097,0.023,0.189
"P43","Mala",0.129,0.126,0.189,0.177,0.049,0.085
"P43","Muy mala",0.077,0.157,0.489,0.654,0.904,0.533
"P43","No sabe",0.023,0.004,0.011,0.002,0.004,0.102
"P44","Muy de acuerdo",0.639,0.205,0.081,0.047,0.062,0.024
"P44","De acuerdo",0.152,0.472,0.185,0.108,0.063,0.053
"P44","Ni de acuerdo ni en desacuerdo",0.117,0.227,0.5,0.341,0.18,0.27
"P44","En desacuerdo",0.035,0.053,0.103,0.354,0.164,0.049
"P44","Muy en desacuerdo",0.022,0.018,0.073,0.107,0.475,0.09
"P44","No sabe",0.035,0.025,0.058,0.043,0.056,0.514
"P46","Si",0.885,0.569,0.115,0.029,0.008,0.097
"P46","No",0.048,0.173,0.399,0.775,0.936,0.33
"P46","No sabe",0.067,0.258,0.486,0.196,0.056,0.573
"P47","Muy buena",0.305,0.121,0.054,0.013,0.004,0.032
"P47","Buena",0.273,0.329,0.118,0.095,0.082,0.076
"P47","Ni buena ni mala",0.208,0.253,0.204,0.1,0.02,0.255
"P47","Mala",0.116,0.136,0.171,0.225,0.05,0.116
"P47","Muy mala",0.094,0.153,0.449,0.566,0.839,0.449
"P47","No sabe",0.004,0.008,0.004,0.001,0.005,0.072
"P48","Muy buena",0.585,0.476,0.166,0.076,0.02,0.09
"P48","Buena",0.138,0.18,0.063,0.02,0.004,0.044
"P48","Ni buena ni mala",0.084,0.081,0.095,0.05,0.002,0.124
"P48","Mala",0.074,0.064,0.116,0.117,0.013,0.046
"P48","Muy mala",0.114,0.188,0.551,0.737,0.959,0.606
"P48","No sabe",0.005,0.011,0.009,0,0.002,0.09
"P49","Muy buena",0.077,0.074,0.137,0.208,0.277,0.065
"P49","Buena",0.028,0.095,0.19,0.274,0.246,0.114
"P49","Ni buena ni mala",0.096,0.077,0.202,0.166,0.168,0.224
"P49","Mala",0.217,0.195,0.183,0.106,0.091,0.138
"P49","Muy mala",0.557,0.547,0.282,0.242,0.212,0.318
"P49","No sabe",0.025,0.012,0.006,0.004,0.006,0.141
"P50","Muy buena",0.062,0.057,0.139,0.197,0.186,0.073
"P50","Buena",0.072,0.137,0.225,0.277,0.257,0.156
"P50","Ni buena ni mala",0.188,0.148,0.258,0.24,0.23,0.238
"P50","Mala",0.243,0.217,0.13,0.114,0.106,0.162
"P50","Muy mala",0.397,0.412,0.205,0.16,0.209,0.136
"P50","No sabe",0.038,0.029,0.043,0.012,0.012,0.235
"P51","Muy buena",0.411,0.056,0.024,0.009,0.017,0.026
"P51","Buena",0.367,0.425,0.078,0.042,0.017,0.091
"P51","Ni buena ni mala",0.129,0.346,0.344,0.134,0.038,0.117
"P51","Mala",0.036,0.094,0.236,0.321,0.061,0.208
"P51","Muy mala",0.052,0.071,0.287,0.489,0.861,0.292
"P51","No sabe",0.005,0.008,0.031,0.005,0.006,0.266
"P52","Muy buena",0.091,0.084,0.237,0.363,0.472,0.15
"P52","Buena",0.085,0.108,0.189,0.213,0.205,0.16
"P52","Ni buena ni mala",0.102,0.162,0.17,0.156,0.123,0.169
"P52","Mala",0.171,0.138,0.128,0.075,0.038,0.096
"P52","Muy mala",0.523,0.497,0.239,0.184,0.158,0.174
"P52","No sabe",0.028,0.011,0.037,0.009,0.004,0.251
"P53","Muy buena",0.093,0.079,0.133,0.211,0.338,0.161
"P53","Buena",0.044,0.085,0.147,0.176,0.189,0.137
"P53","Ni buena ni mala",0.128,0.138,0.292,0.285,0.217,0.186
"P53","Mala",0.174,0.153,0.141,0.131,0.086,0.102
"P53","Muy mala",0.521,0.522,0.241,0.187,0.153,0.17
"P53","No sabe",0.04,0.023,0.046,0.01,0.017,0.244
"P54","Muy buena",0.063,0.065,0.154,0.253,0.28,0.12
"P54","Buena",0.043,0.108,0.228,0.288,0.251,0.184
"P54","Ni buena ni mala",0.113,0.112,0.209,0.186,0.186,0.17
"P54","Mala",0.209,0.169,0.136,0.079,0.087,0.131
"P54","Muy mala",0.553,0.53,0.25,0.185,0.188,0.181
"P54","No sabe",0.019,0.016,0.023,0.009,0.008,0.214
"P55","Muy buena",0.222,0.082,0.028,0.022,0.021,0.055
"P55","Buena",0.303,0.367,0.118,0.052,0.03,0.05
"P55","Ni buena ni mala",0.27,0.285,0.264,0.123,0.049,0.176
"P55","Mala",0.082,0.121,0.206,0.269,0.104,0.197
"P55","Muy mala",0.109,0.133,0.355,0.527,0.788,0.301
"P55","No sabe",0.014,0.012,0.029,0.007,0.008,0.221
"P56","Muy buena",0.071,0.076,0.114,0.1,0.111,0.076
"P56","Buena",0.112,0.158,0.171,0.238,0.167,0.091
"P56","Ni buena ni mala",0.357,0.352,0.353,0.368,0.301,0.359
"P56","Mala",0.152,0.207,0.132,0.116,0.097,0.071
"P56","Muy mala",0.208,0.147,0.133,0.126,0.268,0.07
"P56","No sabe",0.1,0.06,0.097,0.052,0.056,0.333
"P57","Muy buena",0.038,0.049,0.056,0.064,0.064,0.029
"P57","Buena",0.052,0.089,0.149,0.184,0.141,0.106
"P57","Ni buena ni mala",0.263,0.263,0.37,0.377,0.324,0.314
"P57","Mala",0.184,0.168,0.123,0.136,0.131,0.061
"P57","Muy mala",0.363,0.374,0.194,0.165,0.267,0.088
"P57","No sabe",0.1,0.057,0.108,0.074,0.073,0.402
