"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.061,0.748,0.394,0.177,0.269
"P39","No sabe",0.224,0.209,0.579,0.574,0.608
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.742,0.035,0.043,0.295,0.189
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.048,0.844,0.596,0.175,0.232
"P40","No sabe",0.21,0.121,0.361,0.53,0.579
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.873,0.039,0.04,0.352,0.204
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.046,0.782,0.432,0.162,0.283
"P41","No sabe",0.081,0.179,0.528,0.486,0.513
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.763,0.031,0.059,0.298,0.21
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.048,0.774,0.403,0.144,0.246
"P42","No sabe",0.189,0.195,0.538,0.558,0.544
"P43","Muy buena",0.156,0.011,0.008,0.11,0.024
"P43","Buena",0.358,0.064,0.029,0.094,0.062
"P43","Ni buena ni mala",0.293,0.034,0.063,0.221,0.211
"P43","Mala",0.128,0.101,0.076,0.272,0.229
"P43","Muy mala",0.054,0.784,0.813,0.292,0.447
"P43","No sabe",0.011,0.006,0.011,0.011,0.027
"P44","Muy de acuerdo",0.332,0.077,0.125,0.179,0.11
"P44","De acuerdo",0.291,0.129,0.128,0.148,0.142
"P44","Ni de acuerdo ni en desacuerdo",0.243,0.32,0.263,0.348,0.347
"P44","En desacuerdo",0.054,0.187,0.151,0.214,0.143
"P44","Muy en desacuerdo",0.041,0.237,0.252,0.07,0.139
"P44","No sabe",0.039,0.05,0.081,0.041,0.119
"P45","Muy de acuerdo",0.355,0.027,0.043,0.136,0.12
"P45","De acuerdo",0.342,0.07,0.062,0.139,0.113
"P45","Ni de acuerdo ni en desacuerdo",0.201,0.308,0.227,0.299,0.367
"P45","En desacuerdo",0.052,0.212,0.173,0.212,0.135
"P45","Muy en desacuerdo",0.034,0.357,0.455,0.202,0.175
"P45","No sabe",0.016,0.026,0.04,0.012,0.09
"P46","Si",0.636,0.058,0.065,0.278,0.2
"P46","No",0.138,0.725,0.759,0.407,0.404
"P46","No sabe",0.226,0.217,0.176,0.315,0.396
"P47","Muy buena",0.211,0.02,0.013,0.091,0.05
"P47","Buena",0.349,0.081,0.055,0.097,0.108
"P47","Ni buena ni mala",0.266,0.056,0.051,0.263,0.241
"P47","Mala",0.125,0.119,0.103,0.217,0.2
"P47","Muy mala",0.048,0.72,0.771,0.311,0.383
"P47","No sabe",0.001,0.004,0.007,0.021,0.018
"P48","Muy buena",0.666,0.024,0.014,0.165,0.077
"P48","Buena",0.151,0.016,0.013,0.161,0.082
"P48","Ni buena ni mala",0.081,0.015,0.024,0.173,0.147
"P48","Mala",0.044,0.065,0.057,0.12,0.156
"P48","Muy mala",0.057,0.872,0.888,0.372,0.51
"P48","No sabe",0.001,0.008,0.004,0.009,0.028
"P49","Muy buena",0.073,0.347,0.106,0.069,0.031
"P49","Buena",0.024,0.32,0.229,0.048,0.121
"P49","Ni buena ni mala",0.062,0.162,0.243,0.119,0.211
"P49","Mala",0.205,0.056,0.191,0.177,0.211
"P49","Muy mala",0.625,0.11,0.225,0.549,0.383
"P49","No sabe",0.011,0.005,0.006,0.038,0.043
"P50","Muy buena",0.027,0.3,0.068,0.072,0.079
"P50","Buena",0.047,0.376,0.176,0.091,0.19
"P50","Ni buena ni mala",0.15,0.203,0.297,0.212,0.295
"P50","Mala",0.24,0.054,0.181,0.22,0.143
"P50","Muy mala",0.513,0.05,0.262,0.366,0.18
"P50","No sabe",0.023,0.017,0.016,0.039,0.113
"P51","Muy buena",0.186,0.03,0.024,0.143,0.047
"P51","Buena",0.361,0.056,0.036,0.109,0.119
"P51","Ni buena ni mala",0.295,0.103,0.116,0.318,0.289
"P51","Mala",0.084,0.19,0.173,0.167,0.174
"P51","Muy mala",0.061,0.607,0.64,0.257,0.3
"P51","No sabe",0.013,0.014,0.011,0.006,0.071
"P52","Muy buena",0.043,0.535,0.315,0.107,0.104
"P52","Buena",0.048,0.233,0.275,0.067,0.15
"P52","Ni buena ni mala",0.097,0.106,0.193,0.118,0.261
"P52","Mala",0.144,0.047,0.081,0.15,0.167
"P52","Muy mala",0.645,0.067,0.127,0.518,0.235
"P52","No sabe",0.023,0.012,0.009,0.04,0.083
"P53","Muy buena",0.023,0.108,0.621,0.139,0.11
"P53","Buena",0.022,0.203,0.242,0.045,0.109
"P53","Ni buena ni mala",0.13,0.355,0.094,0.18,0.277
"P53","Mala",0.156,0.154,0.019,0.139,0.169
"P53","Muy mala",0.644,0.155,0.017,0.433,0.227
"P53","No sabe",0.025,0.025,0.007,0.064,0.108
"P54","Muy buena",0.02,0.382,0.12,0.062,0.108
"P54","Buena",0.035,0.34,0.228,0.17,0.164
"P54","Ni buena ni mala",0.088,0.164,0.234,0.16,0.257
"P54","Mala",0.187,0.049,0.163,0.124,0.159
"P54","Muy mala",0.658,0.054,0.243,0.431,0.241
"P54","No sabe",0.012,0.011,0.012,0.053,0.071
"P55","Muy buena",0.145,0.037,0.014,0.034,0.028
"P55","Buena",0.385,0.038,0.035,0.133,0.083
"P55","Ni buena ni mala",0.306,0.092,0.083,0.287,0.287
"P55","Mala",0.074,0.19,0.176,0.181,0.221
"P55","Muy mala",0.081,0.629,0.681,0.301,0.312
"P55","No sabe",0.009,0.014,0.011,0.064,0.069
"P56","Muy buena",0.026,0.161,0.107,0.089,0.093
"P56","Buena",0.098,0.251,0.18,0.099,0.119
"P56","Ni buena ni mala",0.372,0.327,0.298,0.33,0.376
"P56","Mala",0.192,0.097,0.12,0.11,0.121
"P56","Muy mala",0.226,0.121,0.243,0.249,0.103
"P56","No sabe",0.086,0.043,0.052,0.123,0.188
"P57","Muy buena",0.014,0.115,0.03,0.034,0.038
"P57","Buena",0.04,0.244,0.087,0.092,0.105
"P57","Ni buena ni mala",0.227,0.375,0.342,0.294,0.39
"P57","Mala",0.18,0.115,0.148,0.134,0.112
"P57","Muy mala",0.459,0.094,0.307,0.334,0.142
"P57","No sabe",0.08,0.057,0.086,0.112,0.213
