"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P24","El estado de las escuelas y la educación",0.015,0.017,0.042,0.095,0.072,0.144,0.057,0.052,0.064
"P24","El sistema de salud",0.089,0.058,0.112,0.049,0.146,0,0.143,0.009,0.101
"P24","El deporte y la cultura",0.154,0.118,0.046,0.164,0.137,0.372,0.221,0.073,0.065
"P24","La obra pública",0.028,0.109,0.037,0.025,0.016,0.05,0.07,0.369,0.107
"P24","La luminaria",0.063,0.053,0.108,0.048,0.094,0.045,0.038,0.251,0.02
"P24","No sabe",0.241,0.089,0.208,0.078,0.061,0.013,0.089,0,0.455
"P26","Agua corriente y cloacas",0.593,0.281,0.432,0.338,0.39,0.284,0.613,0.461,0.361
"P26","Energía eléctrica",0.194,0.249,0.127,0.207,0.149,0.178,0.029,0.267,0.125
"P26","Red de gas natural",0.024,0.194,0.087,0.074,0.01,0.046,0.083,0,0.012
"P26","Recolección de residuos",0.119,0.161,0.23,0.201,0.086,0.058,0.147,0.095,0.167
"P26","Ninguno",0.07,0.115,0.124,0.18,0.365,0.434,0.128,0.177,0.335
"P27","Los robos",0.359,0.181,0.318,0.326,0.162,0.111,0.262,0.308,0.124
"P27","El narcotráfico",0.336,0.339,0.303,0.301,0.459,0.346,0.237,0.231,0.316
"P27","La ausencia de patrulleros y personal policial",0.126,0.346,0.123,0.222,0.127,0.092,0.139,0,0.143
"P27","Otro",0.122,0.086,0.137,0.128,0.118,0.205,0.241,0.37,0.244
"P27","Ninguno",0.057,0.048,0.119,0.023,0.134,0.246,0.121,0.091,0.173
"P28","Frente de Todos y el peronismo",0.192,0.347,0.315,0.318,0.254,0.418,0.322,0.171,0.296
"P28","Cambiemos",0.329,0.281,0.227,0.219,0.405,0.12,0.376,0.552,0.208
"P28","Liberales Libertarios",0.257,0.23,0.348,0.295,0.209,0.284,0.172,0.059,0.23
"P28","Izquierda",0.024,0.09,0.018,0.096,0,0.116,0.021,0,0.013
"P28","No sabe",0.198,0.052,0.092,0.072,0.132,0.062,0.109,0.218,0.253
"P30","A Alberto Fernández",0.088,0.172,0,0.125,0.012,0,0,0,0.129
"P30","A Sergio Massa",0.253,0,0.277,0.245,0.044,0,0,0.193,0.102
"P30","A algún candidato del peronismo",0.43,0.583,0.461,0.58,0.312,0.624,1,0.49,0.435
"P30","A algún candidato del kirchnerismo",0.229,0.245,0.262,0.05,0.632,0.376,0,0.317,0.334
"P31","A Alberto Fernández",0.127,0.149,0,0.141,0.013,0,0,0,0.18
"P31","A Sergio Massa",0.242,0.061,0.447,0,0.122,0,0,0.207,0.257
"P31","A algún candidato del peronismo",0.446,0.629,0.485,0.798,0.685,1,1,0.555,0.351
"P31","A Cristina Fernández de Kirchner",0.185,0.161,0.068,0.061,0.18,0,0,0.238,0.212
"P32","A Horacio Rodriguez Larreta",0.358,0.245,0.116,0.324,0.356,0.506,0.034,0.074,0.286
"P32","A Mauricio Macri",0.136,0.047,0.091,0.071,0.081,0,0.383,0.052,0.183
"P32","A Patricia Bullrich",0.321,0.439,0.472,0.395,0.37,0.136,0.28,0.123,0.367
"P32","A Facundo Manes",0.065,0.165,0.086,0.17,0.176,0.358,0.135,0.077,0.109
"P32","A Gerardo Morales",0.12,0.104,0.235,0.04,0.017,0,0.168,0.674,0.055
"P33","Seguro lo votaria",0.377,0.346,0.244,0.381,0.196,0.284,0.135,0.035,0.04
"P33","Quizás lo votaría",0.097,0.131,0.257,0.337,0.105,0,0.204,0.373,0.527
"P33","Nunca lo votaría",0.526,0.523,0.499,0.282,0.699,0.716,0.661,0.592,0.433
"P34","Muy buena",0.084,0.036,0.048,0.047,0.08,0.267,0.086,0.023,0.061
"P34","Buena",0.123,0.133,0.08,0.178,0.11,0.051,0.085,0.142,0.181
"P34","Ni buena ni mala",0.154,0.189,0.165,0.06,0.169,0.186,0.187,0.062,0.133
"P34","Mala",0.112,0.049,0.169,0.083,0.136,0.23,0.049,0.125,0.06
"P34","Muy mala",0.527,0.593,0.538,0.599,0.502,0.266,0.56,0.648,0.555
"P34","No sabe",0,0,0,0.033,0.003,0,0.033,0,0.01
"P35","Muy buena",0.189,0.199,0.168,0.126,0.122,0.093,0.165,0.171,0.207
"P35","Buena",0.11,0.054,0.181,0.197,0.201,0.16,0.265,0.336,0.066
"P35","Ni buena ni mala",0.22,0.14,0.143,0.232,0.134,0.142,0.101,0.204,0.122
"P35","Mala",0.131,0.084,0.201,0.092,0.129,0.128,0.186,0,0.29
"P35","Muy mala",0.291,0.523,0.307,0.349,0.396,0.29,0.283,0.289,0.312
"P35","No sabe",0.059,0,0,0.004,0.018,0.187,0,0,0.003
"P36","Muy buena",0.237,0.239,0.198,0.168,0.183,0.093,0.244,0.377,0.263
"P36","Buena",0.055,0.021,0.074,0.047,0.059,0.223,0.049,0.016,0.018
"P36","Ni buena ni mala",0.062,0.052,0.068,0.048,0.12,0,0.084,0.152,0.015
"P36","Mala",0.085,0.079,0.099,0.092,0.081,0.22,0,0,0.067
"P36","Muy mala",0.561,0.609,0.561,0.641,0.553,0.464,0.615,0.455,0.525
"P36","No sabe",0,0,0,0.004,0.004,0,0.008,0,0.112
"P37","Muy buena",0.118,0.025,0.121,0.028,0.086,0.285,0.036,0.212,0.071
"P37","Buena",0.28,0.104,0.168,0.255,0.138,0.173,0.19,0.417,0.175
"P37","Ni buena ni mala",0.164,0.211,0.194,0.175,0.229,0.168,0.058,0.147,0.218
"P37","Mala",0.152,0.131,0.136,0.128,0.096,0.052,0.371,0.014,0.093
"P37","Muy mala",0.23,0.448,0.336,0.414,0.413,0.322,0.337,0.182,0.34
"P37","No sabe",0.056,0.081,0.045,0,0.038,0,0.008,0.028,0.103
"P38","Muy buena",0.089,0.043,0.067,0.111,0.089,0.147,0,0.06,0.1
"P38","Buena",0.1,0.075,0.207,0.039,0.223,0.302,0.146,0.187,0.187
"P38","Ni buena ni mala",0.124,0.063,0.127,0.228,0.153,0,0.282,0.157,0.109
"P38","Mala",0.196,0.098,0.102,0.146,0.108,0.345,0.068,0.082,0.083
"P38","Muy mala",0.433,0.721,0.497,0.473,0.427,0.206,0.504,0.514,0.409
"P38","No sabe",0.058,0,0,0.003,0,0,0,0,0.112
"P39","Muy buena",0.325,0.273,0.338,0.298,0.186,0,0.224,0.125,0.221
"P39","Buena",0.159,0.202,0.185,0.069,0.179,0.229,0.288,0.245,0.113
"P39","Ni buena ni mala",0.09,0.071,0.131,0.316,0.186,0.125,0.078,0.204,0.12
"P39","Mala",0.019,0.05,0.085,0.103,0.048,0.133,0.099,0,0.111
"P39","Muy mala",0.396,0.404,0.242,0.214,0.347,0.513,0.311,0.379,0.352
"P39","No sabe",0.011,0,0.019,0,0.054,0,0,0.047,0.083
"P40","Muy buena",0.208,0.314,0.325,0.263,0.19,0.205,0.173,0.071,0.116
"P40","Buena",0.102,0.255,0.093,0.134,0.192,0.16,0.066,0.153,0.137
"P40","Ni buena ni mala",0.269,0.079,0.204,0.237,0.236,0.139,0.198,0.053,0.165
"P40","Mala",0.151,0.093,0.163,0.036,0.039,0,0.198,0.18,0.068
"P40","Muy mala",0.22,0.227,0.191,0.307,0.292,0.496,0.31,0.543,0.346
"P40","No sabe",0.05,0.032,0.024,0.023,0.051,0,0.055,0,0.168
