"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P20","Claudio Cufré a intendente por Juntos por el Cambio",0.112,0.089,0.018,0.05
"P20","Segundo Cernadas a intendente por Juntos por el Cambio",0.232,0.267,0.238,0.156
"P20","Claudio Baumgarten a intendente por la Libertad Avanza",0.071,0.014,0.057,0
"P20","Alguno de los candidatos a intendente de la Izquierda",0.007,0.003,0.007,0
"P20","Otros",0.008,0.013,0,0.067
"P20","No sabe",0.012,0.003,0.069,0.191
"P23","Totalmente seguro",0.889,0.171,0.242,0.114
"P23","Bastante seguro",0.068,0.713,0.357,0.073
"P23","Algo seguro",0.006,0.07,0.364,0.189
"P23","Para nada seguro",0.037,0.046,0.037,0.624
"P24","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.295,0.28,0.23,0.136
"P24","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.274,0.302,0.261,0.136
"P24","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.228,0.1,0.026,0.143
"P24","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.032,0.021,0.106,0.072
"P24","Otros",0.124,0.245,0.164,0.22
"P24","No sabe",0.047,0.052,0.213,0.293
"P27","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.317,0.319,0.156,0.209
"P27","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.239,0.269,0.417,0.26
"P27","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.232,0.095,0.072,0.07
"P27","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.035,0.024,0.015,0.033
"P27","Otros",0.132,0.236,0.174,0.161
"P27","No sabe",0.045,0.057,0.166,0.267
"P28","Lo votaría",0.306,0.217,0.151,0.146
"P28","Puede que lo vote",0.089,0.078,0.226,0.187
"P28","Nunca lo votaría",0.591,0.65,0.393,0.378
"P28","No sabe",0.014,0.055,0.23,0.289
"P29","Lo votaría",0.141,0.146,0.146,0.268
"P29","Puede que lo vote",0.113,0.113,0.078,0.085
"P29","Nunca lo votaría",0.709,0.603,0.75,0.341
"P29","No sabe",0.037,0.138,0.026,0.306
"P30","Lo votaría",0.182,0.266,0.114,0.249
"P30","Puede que lo vote",0.089,0.08,0.106,0.135
"P30","Nunca lo votaría",0.716,0.579,0.679,0.295
"P30","No sabe",0.013,0.075,0.101,0.321
"P31","Lo votaría",0.223,0.286,0.186,0.237
"P31","Puede que lo vote",0.203,0.211,0.11,0.169
"P31","Nunca lo votaría",0.557,0.496,0.597,0.333
"P31","No sabe",0.017,0.007,0.107,0.261
"P32","Lo votaría",0.237,0.308,0.248,0.226
"P32","Puede que lo vote",0.149,0.158,0.344,0.121
"P32","Nunca lo votaría",0.582,0.502,0.34,0.346
"P32","No sabe",0.032,0.032,0.068,0.307
"P33","Lo votaría",0.242,0.117,0.087,0.266
"P33","Puede que lo vote",0.115,0.121,0.101,0.075
"P33","Nunca lo votaría",0.618,0.695,0.733,0.31
"P33","No sabe",0.025,0.067,0.079,0.349
"P34","Si",0.411,0.437,0.282,0.152
"P34","No",0.589,0.563,0.718,0.848
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.25,0.285,0.16,0.17
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.132,0.15,0.15,0.103
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.208,0.192,0.174,0.069
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.122,0.184,0.242,0.154
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.219,0.115,0.146,0.115
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.026,0.012,0.01,0.019
"PRESIDENTE","Otros",0.032,0.034,0.074,0.178
"PRESIDENTE","No sabe",0.011,0.028,0.044,0.192
"INTENDENTE","Malena Galmarini a intendenta por Unión por la Patria",0.243,0.222,0.12,0.203
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria",0.267,0.361,0.411,0.268
"INTENDENTE","Claudio Cufré a intendente por Juntos por el Cambio",0.107,0.069,0.03,0.034
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.194,0.304,0.289,0.158
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.15,0.033,0.065,0.009
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.018,0,0.011,0.02
"INTENDENTE","Otros",0.013,0.009,0,0.102
"INTENDENTE","No sabe",0.008,0.002,0.074,0.206
"INTENDENTE_CORTA_1","Malena Galmarini a intendenta por Unión por la Patria",0.155,0.261,0.31,0.056
"INTENDENTE_CORTA_1","Julio Zamora a intendente por Unión por la Patria",0.083,0.019,0.032,0.02
"INTENDENTE_CORTA_1","Claudio Cufré a intendente por Juntos por el Cambio",0.364,0.294,0.154,0.099
"INTENDENTE_CORTA_1","Segundo Cernadas a intendente por Juntos por el Cambio",0.102,0.079,0.097,0.24
"INTENDENTE_CORTA_1","Claudio Baumgarten a intendente por la Libertad Avanza",0.228,0.19,0.235,0.082
"INTENDENTE_CORTA_1","Alguno de los candidatos a intendente de la Izquierda",0,0.053,0.02,0.102
"INTENDENTE_CORTA_1","Otros",0.065,0.086,0.009,0.16
"INTENDENTE_CORTA_1","No sabe",0.003,0.018,0.143,0.241
"INTENDENTE_CORTA_2","Malena Galmarini a intendenta por Unión por la Patria",0.092,0.056,0.116,0.044
"INTENDENTE_CORTA_2","Julio Zamora a intendente por Unión por la Patria",0.424,0.476,0.443,0.459
"INTENDENTE_CORTA_2","Claudio Cufré a intendente por Juntos por el Cambio",0.102,0.11,0.024,0.072
"INTENDENTE_CORTA_2","Segundo Cernadas a intendente por Juntos por el Cambio",0.295,0.331,0.326,0.225
"INTENDENTE_CORTA_2","Claudio Baumgarten a intendente por la Libertad Avanza",0.055,0.01,0.033,0
"INTENDENTE_CORTA_2","Alguno de los candidatos a intendente de la Izquierda",0.009,0.004,0,0
"INTENDENTE_CORTA_2","Otros",0.009,0.008,0,0.007
"INTENDENTE_CORTA_2","No sabe",0.014,0.005,0.058,0.193
