"var","categoria","Positiva","Neutra","Negativa","No lo conozco","No sabe"
"P14","No sabe",0.156,0.144,0.085,0.384,0.684
"P15","Lo votaría",0.12,0.106,0.184,0.12,0.091
"P15","Puede que lo vote",0.165,0.147,0.127,0.104,0
"P15","Nunca lo votaría",0.554,0.599,0.614,0.357,0.178
"P15","No sabe",0.161,0.148,0.075,0.419,0.731
"P16","Lo votaría",0.123,0.025,0.068,0.053,0.024
"P16","Puede que lo vote",0.137,0.122,0.1,0.026,0.035
"P16","Nunca lo votaría",0.571,0.709,0.724,0.48,0.045
"P16","No sabe",0.169,0.144,0.108,0.441,0.896
"P18","Positiva",0.439,0.361,0.402,0.29,0.214
"P18","Neutra",0.217,0.423,0.096,0.176,0.198
"P18","Negativa",0.267,0.158,0.465,0.103,0.059
"P18","No lo conozco",0.036,0.04,0.019,0.333,0
"P18","No sabe",0.041,0.018,0.018,0.098,0.529
"P19","Positiva",0.294,0.242,0.251,0.2,0.081
"P19","Neutra",0.292,0.443,0.172,0.224,0.213
"P19","Negativa",0.323,0.28,0.527,0.205,0.022
"P19","No lo conozco",0.067,0.028,0.046,0.339,0
"P19","No sabe",0.024,0.007,0.004,0.032,0.684
"P20","Positiva",0.212,0.15,0.213,0.129,0.079
"P20","Neutra",0.338,0.55,0.177,0.126,0.071
"P20","Negativa",0.256,0.196,0.486,0.038,0.098
"P20","No lo conozco",0.157,0.071,0.107,0.638,0.045
"P20","No sabe",0.037,0.033,0.017,0.069,0.707
"P21","Positiva",0.213,0.133,0.206,0.219,0.107
"P21","Neutra",0.253,0.462,0.166,0.103,0.023
"P21","Negativa",0.351,0.303,0.505,0.141,0.102
"P21","No lo conozco",0.151,0.091,0.12,0.413,0.177
"P21","No sabe",0.032,0.011,0.003,0.124,0.591
"P22","Positiva",0.175,0.04,0.123,0.123,0.021
"P22","Neutra",0.32,0.534,0.16,0.082,0.159
"P22","Negativa",0.3,0.265,0.536,0.218,0.086
"P22","No lo conozco",0.167,0.139,0.174,0.504,0.098
"P22","No sabe",0.038,0.022,0.007,0.073,0.636
"P23","Positiva",0.538,0.193,0.07,0.125,0.046
"P23","Neutra",0.228,0.473,0.145,0.194,0.032
"P23","Negativa",0.132,0.255,0.664,0.227,0.259
"P23","No lo conozco",0.048,0.075,0.11,0.403,0.151
"P23","No sabe",0.054,0.004,0.011,0.051,0.512
"P24","Positiva",0.242,0.176,0.201,0.129,0.053
"P24","Neutra",0.297,0.446,0.135,0.142,0.155
"P24","Negativa",0.234,0.169,0.413,0.127,0.146
"P24","No lo conozco",0.181,0.201,0.224,0.511,0.152
"P24","No sabe",0.046,0.008,0.027,0.091,0.494
"P25","Positiva",0.217,0.067,0.109,0.121,0.056
"P25","Neutra",0.279,0.513,0.202,0.058,0.028
"P25","Negativa",0.218,0.171,0.448,0.123,0
"P25","No lo conozco",0.263,0.225,0.212,0.577,0.26
"P25","No sabe",0.023,0.024,0.029,0.121,0.656
"P26","Positiva",0.171,0.078,0.076,0.042,0.041
"P26","Neutra",0.312,0.477,0.23,0.08,0.213
"P26","Negativa",0.195,0.22,0.465,0.099,0
"P26","No lo conozco",0.278,0.183,0.216,0.632,0.241
"P26","No sabe",0.044,0.042,0.013,0.147,0.505
"P27","Positiva",0.151,0.029,0.038,0.068,0
"P27","Neutra",0.296,0.439,0.159,0.069,0.027
"P27","Negativa",0.186,0.173,0.415,0.024,0
"P27","No lo conozco",0.316,0.333,0.369,0.671,0.311
"P27","No sabe",0.051,0.026,0.019,0.168,0.662
"P28","Positiva",0.185,0.071,0.089,0.134,0
"P28","Neutra",0.271,0.414,0.174,0.022,0.193
"P28","Negativa",0.253,0.253,0.486,0.155,0.136
"P28","No lo conozco",0.25,0.237,0.217,0.564,0.082
"P28","No sabe",0.041,0.025,0.034,0.125,0.589
