"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P20","Buena",0.164,0.212,0.23,0.726,0.206
"P20","Ni buena ni mala",0.249,0.275,0.36,0.099,0.575
"P20","Mala",0.164,0.089,0.097,0,0.165
"P20","Muy mala",0.164,0.052,0.081,0.071,0
"P20","No lo conozco",0.019,0.165,0.054,0.104,0
"P20","No sabe",0.116,0.05,0.024,0,0
"P21","Muy buena",0.132,0.105,0.117,0,0
"P21","Buena",0.076,0.124,0.126,0.167,0.173
"P21","Ni buena ni mala",0.212,0.427,0.413,0.64,0.482
"P21","Mala",0.28,0.154,0.151,0,0.149
"P21","Muy mala",0.213,0.112,0.101,0.082,0.179
"P21","No lo conozco",0.009,0.07,0.092,0.111,0.017
"P21","No sabe",0.078,0.008,0,0,0
"P22","Muy buena",0.086,0.069,0.019,0,0
"P22","Buena",0.032,0.183,0.087,0,0
"P22","Ni buena ni mala",0.286,0.242,0.395,0,0.612
"P22","Mala",0.205,0.177,0.174,0.809,0.239
"P22","Muy mala",0.278,0.141,0.168,0.109,0.132
"P22","No lo conozco",0.033,0.152,0.157,0.082,0.017
"P22","No sabe",0.08,0.036,0,0,0
"P23","Muy buena",0.196,0.221,0.169,0,0.127
"P23","Buena",0.076,0.127,0.13,0.548,0.053
"P23","Ni buena ni mala",0.189,0.211,0.422,0.183,0.528
"P23","Mala",0.177,0.141,0.117,0.162,0.185
"P23","Muy mala",0.26,0.163,0.131,0.107,0.107
"P23","No lo conozco",0.021,0.137,0.031,0,0
"P23","No sabe",0.081,0,0,0,0
"P24","Muy buena",0.176,0.294,0.095,0.084,0.016
"P24","Buena",0.157,0.079,0.092,0.105,0.038
"P24","Ni buena ni mala",0.224,0.309,0.435,0.703,0.653
"P24","Mala",0.095,0.061,0.077,0,0.134
"P24","Muy mala",0.197,0.092,0.117,0,0.022
"P24","No lo conozco",0.068,0.165,0.184,0.108,0.137
"P24","No sabe",0.083,0,0,0,0
"P25","Muy buena",0.09,0.18,0.024,0,0.028
"P25","Buena",0.058,0.06,0.096,0,0
"P25","Ni buena ni mala",0.289,0.332,0.379,0.651,0.676
"P25","Mala",0.14,0.089,0.087,0.165,0.176
"P25","Muy mala",0.208,0.069,0.148,0,0.064
"P25","No lo conozco",0.12,0.167,0.252,0.184,0.056
"P25","No sabe",0.095,0.103,0.014,0,0
"P26","Muy buena",0.099,0.031,0.06,0,0.011
"P26","Buena",0.077,0.204,0.089,0.548,0.024
"P26","Ni buena ni mala",0.293,0.371,0.405,0.269,0.786
"P26","Mala",0.149,0.136,0.105,0,0.137
"P26","Muy mala",0.063,0.081,0.123,0.079,0.042
"P26","No lo conozco",0.235,0.141,0.201,0.104,0
"P26","No sabe",0.084,0.036,0.017,0,0
"P27","Muy buena",0.084,0.099,0.033,0,0.011
"P27","Buena",0.043,0.044,0.009,0,0
"P27","Ni buena ni mala",0.246,0.242,0.419,0.816,0.698
"P27","Mala",0.114,0.181,0.105,0,0.133
"P27","Muy mala",0.121,0.077,0.076,0,0.066
"P27","No lo conozco",0.285,0.351,0.348,0.184,0.092
"P27","No sabe",0.107,0.006,0.01,0,0
"P28","Muy buena",0.084,0,0,0,0.011
"P28","Buena",0.034,0.139,0.056,0,0
"P28","Ni buena ni mala",0.198,0.358,0.267,0.103,0.299
"P28","Mala",0.336,0.101,0.171,0.164,0.212
"P28","Muy mala",0.074,0.175,0.233,0.551,0.086
"P28","No lo conozco",0.168,0.227,0.262,0.182,0.392
"P28","No sabe",0.106,0,0.011,0,0
