"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No lo conozco","No sabe"
"P14","Puede que lo vote",0.057,0.43,0.183,0.077,0.098,0.153,0.075
"P14","Nunca lo votaría",0.423,0.377,0.622,0.731,0.78,0.507,0.222
"P14","No sabe",0.117,0.09,0.135,0.082,0.036,0.269,0.599
"P15","Lo votaría",0.353,0.116,0.077,0.174,0.204,0.1,0.112
"P15","Puede que lo vote",0.128,0.408,0.155,0.045,0.065,0.169,0.01
"P15","Nunca lo votaría",0.414,0.405,0.614,0.694,0.713,0.467,0.279
"P15","No sabe",0.105,0.071,0.154,0.087,0.018,0.264,0.599
"P16","Lo votaría",0.467,0.125,0.025,0.083,0.091,0.03,0.016
"P16","Puede que lo vote",0.097,0.302,0.11,0.027,0.057,0.094,0.098
"P16","Nunca lo votaría",0.377,0.482,0.68,0.808,0.802,0.592,0.265
"P16","No sabe",0.059,0.091,0.185,0.082,0.05,0.284,0.621
"P17","Muy buena",0.428,0.225,0.192,0.256,0.174,0.154,0.007
"P17","Buena",0.069,0.342,0.119,0.08,0.05,0.167,0.163
"P17","Ni buena ni mala",0.107,0.168,0.483,0.235,0.131,0.232,0.148
"P17","Mala",0.041,0.065,0.133,0.253,0.169,0.117,0.055
"P17","Muy mala",0.261,0.094,0.051,0.123,0.428,0.094,0.119
"P17","No lo conozco",0.087,0.1,0.02,0.053,0.048,0.221,0.279
"P17","No sabe",0.007,0.006,0.002,0,0,0.015,0.229
"P18","Muy buena",0.498,0.306,0.213,0.303,0.173,0.178,0.077
"P18","Buena",0.041,0.305,0.211,0.116,0.065,0.128,0.212
"P18","Ni buena ni mala",0.097,0.156,0.383,0.134,0.115,0.265,0.171
"P18","Mala",0.021,0.131,0.108,0.29,0.071,0.09,0.008
"P18","Muy mala",0.276,0.018,0.067,0.157,0.562,0.113,0.007
"P18","No lo conozco",0.048,0.08,0.012,0,0.014,0.171,0.063
"P18","No sabe",0.019,0.004,0.006,0,0,0.055,0.462
"P19","Muy buena",0.683,0.246,0.088,0.089,0.096,0.096,0.053
"P19","Buena",0.039,0.403,0.138,0.07,0.013,0.129,0.016
"P19","Ni buena ni mala",0.212,0.198,0.5,0.196,0.091,0.289,0.253
"P19","Mala",0.005,0.052,0.177,0.532,0.113,0.103,0.045
"P19","Muy mala",0.027,0.047,0.077,0.106,0.637,0.176,0.022
"P19","No lo conozco",0.034,0.054,0.018,0.007,0.05,0.199,0.117
"P19","No sabe",0,0,0.002,0,0,0.008,0.494
"P20","Muy buena",0.365,0.076,0.048,0.04,0.113,0.042,0.106
"P20","Buena",0.022,0.385,0.138,0.058,0.035,0.076,0.007
"P20","Ni buena ni mala",0.148,0.293,0.613,0.25,0.112,0.269,0.12
"P20","Mala",0.073,0.118,0.098,0.521,0.125,0.065,0.031
"P20","Muy mala",0.163,0.049,0.066,0.042,0.576,0.074,0.007
"P20","No lo conozco",0.229,0.058,0.031,0.072,0.034,0.424,0.167
"P20","No sabe",0,0.021,0.006,0.017,0.005,0.05,0.562
"P21","Muy buena",0.37,0.041,0.059,0.046,0.172,0.069,0
"P21","Buena",0,0.424,0.075,0.101,0.025,0.115,0.014
"P21","Ni buena ni mala",0.182,0.222,0.571,0.153,0.103,0.133,0.141
"P21","Mala",0.054,0.104,0.148,0.569,0.078,0.09,0.026
"P21","Muy mala",0.215,0.126,0.106,0.092,0.603,0.13,0.103
"P21","No lo conozco",0.16,0.079,0.035,0.023,0.019,0.441,0.165
"P21","No sabe",0.019,0.004,0.006,0.016,0,0.022,0.551
"P22","Muy buena",0.418,0.005,0.017,0.02,0.067,0.023,0.016
"P22","Buena",0.09,0.318,0.036,0.011,0.045,0.047,0.118
"P22","Ni buena ni mala",0.046,0.374,0.681,0.157,0.077,0.168,0.044
"P22","Mala",0.013,0.071,0.126,0.749,0.13,0.079,0.009
"P22","Muy mala",0.179,0.161,0.081,0.04,0.674,0.087,0.055
"P22","No lo conozco",0.235,0.067,0.047,0.023,0.007,0.575,0.182
"P22","No sabe",0.019,0.004,0.012,0,0,0.021,0.576
"P23","Muy buena",0.432,0.077,0.124,0.225,0.103,0.09,0.123
"P23","Buena",0.09,0.467,0.125,0.076,0.03,0.102,0.093
"P23","Ni buena ni mala",0.059,0.226,0.518,0.044,0.029,0.298,0.081
"P23","Mala",0.049,0.054,0.131,0.552,0.119,0.099,0.027
"P23","Muy mala",0.092,0.165,0.08,0.081,0.649,0.1,0.089
"P23","No lo conozco",0.278,0.011,0.019,0.022,0.07,0.254,0.195
"P23","No sabe",0,0,0.003,0,0,0.057,0.392
"P24","Muy buena",0.456,0.054,0.096,0.034,0.07,0.081,0.126
"P24","Buena",0.162,0.495,0.105,0.056,0.035,0.035,0
"P24","Ni buena ni mala",0.078,0.217,0.637,0.136,0.049,0.131,0.155
"P24","Mala",0.029,0.015,0.06,0.652,0.075,0.034,0.007
"P24","Muy mala",0.039,0.117,0.033,0.093,0.689,0.031,0.055
"P24","No lo conozco",0.165,0.098,0.067,0.027,0.077,0.646,0.105
"P24","No sabe",0.071,0.004,0.002,0.002,0.005,0.042,0.552
"P26","Muy buena",0.307,0,0.01,0.013,0.047,0.016,0
"P26","Buena",0.102,0.467,0.045,0.024,0.022,0.036,0.024
"P26","Ni buena ni mala",0.221,0.238,0.739,0.153,0.069,0.091,0.15
"P26","Mala",0,0.018,0.087,0.679,0.043,0.027,0.035
"P26","Muy mala",0.183,0.08,0.025,0.049,0.752,0.036,0.017
"P26","No lo conozco",0.187,0.188,0.082,0.073,0.059,0.75,0.007
"P26","No sabe",0,0.009,0.012,0.009,0.008,0.044,0.767
"P27","Muy buena",0.401,0.017,0,0.021,0.044,0.01,0
"P27","Buena",0.006,0.416,0.014,0.003,0.004,0.007,0
"P27","Ni buena ni mala",0.156,0.221,0.719,0.153,0.044,0.018,0
"P27","Mala",0.022,0.017,0.061,0.669,0.037,0,0.097
"P27","Muy mala",0.065,0.045,0.023,0.053,0.653,0.021,0
"P27","No lo conozco",0.318,0.28,0.17,0.079,0.213,0.898,0.114
"P27","No sabe",0.032,0.004,0.013,0.022,0.005,0.046,0.789
"P28","Muy buena",0.275,0.095,0.003,0.02,0.076,0.024,0.018
"P28","Buena",0.112,0.364,0.063,0.054,0.062,0.024,0.018
"P28","Ni buena ni mala",0.089,0.252,0.594,0.134,0.072,0.079,0.176
"P28","Mala",0.063,0.02,0.097,0.609,0.107,0.061,0.026
"P28","Muy mala",0.161,0.109,0.084,0.098,0.603,0.099,0.01
"P28","No lo conozco",0.217,0.155,0.144,0.078,0.08,0.668,0.064
"P28","No sabe",0.083,0.005,0.015,0.007,0,0.045,0.688
