"var","categoria","A Horacio Rodriguez Larreta","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P38","Puede que lo vote",0.299,0.414,0.132,0.144
"P38","Nunca lo votaría",0.487,0.331,0.813,0.622
"P38","No sabe",0.069,0.069,0.018,0.078
"P39","Lo votaría",0.79,0.347,0.234,0.361
"P39","Puede que lo vote",0.138,0.377,0.261,0.265
"P39","Nunca lo votaría",0.067,0.226,0.486,0.299
"P39","No sabe",0.005,0.05,0.019,0.075
"P40","Lo votaría",0.105,0.071,0.164,0.105
"P40","Puede que lo vote",0.11,0.077,0.162,0.119
"P40","Nunca lo votaría",0.711,0.832,0.61,0.764
"P40","No sabe",0.074,0.02,0.064,0.012
"P41","Lo votaría",0.027,0.012,0.187,0.074
"P41","Puede que lo vote",0.1,0.037,0.195,0.021
"P41","Nunca lo votaría",0.842,0.921,0.569,0.82
"P41","No sabe",0.031,0.03,0.049,0.085
"P42","Lo votaría",0.068,0.092,0.524,0.265
"P42","Puede que lo vote",0.4,0.285,0.19,0.263
"P42","Nunca lo votaría",0.448,0.538,0.228,0.311
"P42","No sabe",0.084,0.085,0.058,0.161
"P43","Lo votaría",0.038,0.035,0.263,0.132
"P43","Puede que lo vote",0.108,0.047,0.134,0.061
"P43","Nunca lo votaría",0.815,0.895,0.581,0.72
"P43","No sabe",0.039,0.023,0.022,0.087
"P44","Si",0.559,0.557,0.575,0.469
"P44","No",0.441,0.443,0.425,0.531
