"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P13","Buena",0.188,0,0.097,0.046
"P13","Ni buena ni mala",0.475,0.467,0.459,0.279
"P13","Mala",0,0.03,0,0.104
"P13","Muy mala",0.014,0.266,0.012,0.157
"P13","No sabe",0.214,0.226,0.412,0.347
"P14","Muy buena",0.109,0.023,0,0.039
"P14","Buena",0.193,0.003,0.024,0.01
"P14","Ni buena ni mala",0.482,0.424,0.406,0.265
"P14","Mala",0,0.054,0.089,0.077
"P14","Muy mala",0.01,0.278,0,0.167
"P14","No sabe",0.206,0.218,0.481,0.442
"P15","La seguridad",0.232,0.083,0,0.025
"P15","El tránsito",0.007,0.043,0,0.009
"P15","El arreglo de las calles",0.086,0.181,0.449,0.198
"P15","El estado de las escuelas y la educación",0.007,0.052,0.085,0.058
"P15","El sistema de salud",0.157,0.003,0.013,0.053
"P15","El deporte y la cultura",0.128,0.039,0.08,0.277
"P15","La obra pública",0.152,0.166,0.235,0.096
"P15","La luminaria",0.056,0.016,0,0.035
"P15","No sabe",0.175,0.417,0.138,0.249
"P16","La seguridad",0.245,0.258,0.322,0.389
"P16","El tránsito",0.165,0.022,0.089,0.015
"P16","El arreglo de las calles",0.276,0.41,0.151,0.202
"P16","El estado de las escuelas y la educación",0.018,0.094,0.019,0.069
"P16","El sistema de salud",0.092,0.036,0.209,0.213
"P16","El deporte y la cultura",0.188,0,0.019,0.007
"P16","La obra pública",0,0,0.171,0.009
"P16","La luminaria",0.004,0.017,0,0.014
"P16","No sabe",0.012,0.163,0.02,0.082
"P17","Agua corriente y cloacas",0.827,0.42,0.543,0.444
"P17","Energía eléctrica",0.12,0.114,0.019,0.143
"P17","Red de gas natural",0.025,0.117,0.15,0.148
"P17","Recolección de residuos",0.008,0.087,0.233,0.163
"P17","Ninguno",0.02,0.262,0.055,0.102
"P18","Los robos",0.786,0.523,0.544,0.547
"P18","El narcotráfico",0.159,0.242,0.094,0.141
"P18","La ausencia de patrulleros y personal policial",0.037,0.139,0.342,0.159
"P18","Otro",0.003,0.079,0.02,0.142
"P18","Ninguno",0.015,0.017,0,0.011
"P19","Muy buena",0.211,0.287,0.129,0.08
"P19","Buena",0.289,0.163,0.25,0.198
"P19","Ni buena ni mala",0.11,0.354,0.031,0.389
"P19","Mala",0.344,0.085,0.363,0.175
"P19","Muy mala",0.003,0.106,0.102,0.124
"P19","No sabe",0.043,0.005,0.125,0.034
"P20","Muy buena",0.31,0.206,0.044,0.098
"P20","Buena",0.208,0.106,0.018,0.254
"P20","Ni buena ni mala",0.25,0.413,0.556,0.303
"P20","Mala",0.186,0.095,0.261,0.14
"P20","Muy mala",0.01,0.084,0.102,0.151
"P20","No sabe",0.036,0.096,0.019,0.054
"P21","Al candidato del Frente de Todos",0.673,0.552,0.432,0.779
"P21","Al candidato de Juntos por el Cambio",0.055,0.164,0.035,0.075
"P21","Al candidato de la Izquierda",0,0.197,0.103,0.052
"P21","A otro candidato",0.062,0.085,0.368,0.01
"P21","No sabe",0.21,0.002,0.062,0.084
"P22","A Gustavo Menéndez",0.792,0.533,0.379,0.288
"P22","A Karina Menéndez",0.047,0.256,0.491,0.286
"P22","A Florencia Lizaraso",0.127,0.022,0.041,0.219
"P22","A Raúl Otahacé",0.007,0.163,0,0.041
"P22","No sabe",0.027,0.026,0.089,0.166
"P25","A Alberto Fernández",0.934,0.024,0,0.097
"P25","A Sergio Massa",0.036,0.76,0.305,0.094
"P25","A algún candidato del peronismo",0.027,0.022,0.67,0.043
"P25","A algún candidato del kirchnerismo",0.003,0.194,0.025,0.766
"P29","Muy buena",0.837,0.376,0.043,0.12
"P29","Buena",0.114,0.109,0.05,0.335
"P29","Ni buena ni mala",0.043,0.354,0.776,0.382
"P29","Mala",0.006,0.097,0.117,0.125
"P29","Muy mala",0,0.064,0.014,0.038
"P29","No sabe",0,0,0,0
"P30","Muy buena",0.168,0.003,0.026,0.008
"P30","Buena",0,0.136,0.024,0.001
"P30","Ni buena ni mala",0.025,0.026,0.316,0.013
"P30","Mala",0.526,0.288,0.352,0.207
"P30","Muy mala",0.245,0.547,0.282,0.762
"P30","No sabe",0.036,0,0,0.009
"P31","Muy buena",0.799,0.59,0.255,0.733
"P31","Buena",0.05,0.325,0.052,0.169
"P31","Ni buena ni mala",0.091,0.061,0.598,0.051
"P31","Mala",0,0.002,0.095,0.007
"P31","Muy mala",0.005,0.022,0,0.04
"P31","No sabe",0.055,0,0,0
"P32","Muy buena",0.201,0.055,0,0.006
"P32","Buena",0.084,0.006,0.024,0.018
"P32","Ni buena ni mala",0.239,0.055,0.564,0.079
"P32","Mala",0.243,0.424,0.202,0.153
"P32","Muy mala",0.208,0.458,0.154,0.734
"P32","No sabe",0.025,0.002,0.056,0.01
"P33","Muy buena",0.456,0.406,0,0.102
"P33","Buena",0.109,0.43,0.262,0.361
"P33","Ni buena ni mala",0.274,0.043,0.409,0.445
"P33","Mala",0.154,0.051,0.166,0.064
"P33","Muy mala",0.007,0.07,0.107,0.027
"P33","No sabe",0,0,0.056,0.001
"P34","Muy buena",0.168,0.011,0,0.001
"P34","Buena",0.05,0.139,0.028,0.05
"P34","Ni buena ni mala",0.018,0.03,0.202,0.039
"P34","Mala",0.557,0.244,0.498,0.135
"P34","Muy mala",0.163,0.576,0.266,0.771
"P34","No sabe",0.044,0,0.006,0.004
"P35","Muy buena",0.175,0.126,0.038,0.013
"P35","Buena",0.043,0,0,0.001
"P35","Ni buena ni mala",0.09,0.224,0.224,0.081
"P35","Mala",0.145,0.088,0.406,0.084
"P35","Muy mala",0.285,0.544,0.254,0.798
"P35","No sabe",0.262,0.018,0.078,0.023
