"var","categoria","Si","No"
"P27","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.489,0.421
"P27","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.078,0.14
"P27","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.299,0.243
"P27","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.084,0.075
"P27","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.012,0.035
"P27","No sabe",0.038,0.086
"P28","Lo votaría",0.429,0.337
"P28","Puede que lo vote",0.111,0.1
"P28","Nunca lo votaría",0.422,0.505
"P28","No sabe",0.038,0.058
"P29","Lo votaría",0.273,0.227
"P29","Puede que lo vote",0.098,0.162
"P29","Nunca lo votaría",0.526,0.54
"P29","No sabe",0.103,0.071
"P30","Lo votaría",0.277,0.257
"P30","Puede que lo vote",0.117,0.143
"P30","Nunca lo votaría",0.546,0.544
"P30","No sabe",0.06,0.056
"P31","Lo votaría",0.215,0.162
"P31","Puede que lo vote",0.086,0.136
"P31","Nunca lo votaría",0.637,0.605
"P31","No sabe",0.062,0.097
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.439,0.358
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.229,0.235
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.273,0.279
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.026,0.04
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.008,0.03
"PRESIDENTE","En blanco",0.009,0.018
"PRESIDENTE","No sabe",0.016,0.04
"CORTA_PRESIDENTE","Si",0.187,0.144
"CORTA_PRESIDENTE","No",0.813,0.856
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.434,0.357
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.267,0.241
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.222,0.273
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.022,0.034
"GOBERNADOR","En blanco",0.032,0.034
"GOBERNADOR","No sabe",0.023,0.061
"CORTA_GOBERNADOR","Si",0.205,0.235
"CORTA_GOBERNADOR","No",0.795,0.765
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.367,0.349
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.251,0.233
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.203,0.23
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.068,0.055
"INTENDENTE","El candidato a intendente de la Izquierda",0.03,0.033
"INTENDENTE","En blanco",0.017,0.022
"INTENDENTE","No sabe",0.064,0.078
"CORTA_INTENDENTE","Si",0.272,0.247
"CORTA_INTENDENTE","No",0.728,0.753
