"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P17","Muy mala",0.026,0.11,0.123,0.18
"P17","No lo conozco",0.057,0,0.089,0.107
"P17","No sabe",0,0,0.006,0.024
"P18","Muy buena",0.407,0.136,0.19,0.111
"P18","Buena",0.063,0.265,0.278,0.193
"P18","Ni buena ni mala",0.316,0.24,0.197,0.279
"P18","Mala",0.113,0.14,0.07,0.153
"P18","Muy mala",0.03,0.075,0.182,0.152
"P18","No lo conozco",0.04,0.023,0.032,0.079
"P18","No sabe",0.031,0.121,0.051,0.033
"P19","Muy buena",0.554,0.316,0.156,0.226
"P19","Buena",0.082,0.176,0.238,0.249
"P19","Ni buena ni mala",0.14,0.202,0.173,0.299
"P19","Mala",0.114,0.158,0.234,0.074
"P19","Muy mala",0.08,0,0.166,0.04
"P19","No lo conozco",0,0.148,0.033,0.087
"P19","No sabe",0.03,0,0,0.025
"P20","Muy buena",0.219,0.099,0.085,0.005
"P20","Buena",0.078,0.045,0.05,0.066
"P20","Ni buena ni mala",0.285,0.334,0.391,0.328
"P20","Mala",0.189,0.273,0.073,0.211
"P20","Muy mala",0.091,0.071,0.18,0.187
"P20","No lo conozco",0.107,0.145,0.201,0.147
"P20","No sabe",0.031,0.033,0.02,0.056
"P21","Muy buena",0.247,0,0,0
"P21","Buena",0.083,0,0.059,0.042
"P21","Ni buena ni mala",0.201,0.267,0.298,0.208
"P21","Mala",0.164,0.252,0.147,0.194
"P21","Muy mala",0.179,0.288,0.4,0.434
"P21","No lo conozco",0.126,0.177,0.075,0.099
"P21","No sabe",0,0.016,0.021,0.023
"P22","Muy buena",0.142,0.065,0.029,0.022
"P22","Buena",0.097,0.019,0.113,0.105
"P22","Ni buena ni mala",0.189,0.347,0.435,0.41
"P22","Mala",0.243,0.28,0.084,0.106
"P22","Muy mala",0.12,0.072,0.17,0.18
"P22","No lo conozco",0.157,0.168,0.123,0.154
"P22","No sabe",0.052,0.049,0.046,0.023
"P23","Muy buena",0.202,0.207,0.193,0.118
"P23","Buena",0.28,0.261,0.074,0.151
"P23","Ni buena ni mala",0.151,0.27,0.408,0.284
"P23","Mala",0.183,0.162,0.05,0.183
"P23","Muy mala",0.094,0.1,0.126,0.171
"P23","No lo conozco",0.033,0,0.124,0.075
"P23","No sabe",0.057,0,0.025,0.018
"P24","Muy buena",0.151,0.04,0.114,0.041
"P24","Buena",0.156,0.172,0.103,0.113
"P24","Ni buena ni mala",0.201,0.37,0.297,0.373
"P24","Mala",0.119,0.241,0.055,0.068
"P24","Muy mala",0.108,0.012,0.129,0.159
"P24","No lo conozco",0.211,0.133,0.302,0.213
"P24","No sabe",0.054,0.032,0,0.033
"P25","Muy buena",0.204,0.042,0.058,0.115
"P25","Buena",0.138,0.082,0.131,0.189
"P25","Ni buena ni mala",0.152,0.376,0.487,0.283
"P25","Mala",0.161,0.228,0.039,0.084
"P25","Muy mala",0.071,0.042,0.14,0.051
"P25","No lo conozco",0.238,0.199,0.145,0.237
"P25","No sabe",0.036,0.031,0,0.041
"P26","Muy buena",0.138,0.015,0,0
"P26","Buena",0.115,0.017,0.051,0.069
"P26","Ni buena ni mala",0.226,0.433,0.465,0.344
"P26","Mala",0.118,0.113,0.076,0.089
"P26","Muy mala",0.095,0.165,0.199,0.216
"P26","No lo conozco",0.267,0.199,0.209,0.238
"P26","No sabe",0.041,0.058,0,0.044
"P27","Muy buena",0.138,0,0,0
"P27","Buena",0.09,0,0.031,0.046
"P27","Ni buena ni mala",0.183,0.414,0.334,0.294
"P27","Mala",0.149,0.15,0.146,0.094
"P27","Muy mala",0.046,0.067,0.072,0.053
"P27","No lo conozco",0.363,0.351,0.417,0.47
"P27","No sabe",0.031,0.018,0,0.043
"P28","Muy buena",0.191,0.03,0.047,0.038
"P28","Buena",0.091,0.032,0.126,0.167
"P28","Ni buena ni mala",0.223,0.416,0.354,0.361
"P28","Mala",0.141,0.113,0.087,0.111
"P28","Muy mala",0.064,0.12,0.067,0.142
"P28","No lo conozco",0.229,0.271,0.319,0.152
"P28","No sabe",0.061,0.018,0,0.029
