"var","categoria","Positiva","Neutra","Negativa","No lo conozco","No sabe"
"P10","A Patricia Jure del Frente de Izquierda Unidad con apoyo de Nicolás del Caño",0.013,0.009,0.052,0.03,0
"P10","No sabe",0.012,0.065,0.054,0.187,0.422
"P11","Lo votaría",0.279,0.299,0.353,0.274,0.302
"P11","Puede que lo vote",0.179,0.163,0.074,0.129,0.151
"P11","Nunca lo votaría",0.387,0.439,0.516,0.415,0.08
"P11","No sabe",0.155,0.099,0.057,0.182,0.467
"P12","Lo votaría",0.452,0.361,0.288,0.256,0.196
"P12","Puede que lo vote",0.123,0.166,0.101,0.14,0.21
"P12","Nunca lo votaría",0.313,0.383,0.573,0.386,0.014
"P12","No sabe",0.112,0.09,0.038,0.218,0.58
"P13","Lo votaría",0.501,0.153,0.111,0.097,0.162
"P13","Puede que lo vote",0.247,0.164,0.091,0.12,0.077
"P13","Nunca lo votaría",0.225,0.613,0.747,0.546,0.158
"P13","No sabe",0.027,0.07,0.051,0.237,0.603
"P14","Lo votaría",0.232,0.06,0.099,0.071,0.104
"P14","Puede que lo vote",0.269,0.183,0.087,0.153,0.075
"P14","Nunca lo votaría",0.397,0.622,0.753,0.507,0.222
"P14","No sabe",0.102,0.135,0.061,0.269,0.599
"P15","Lo votaría",0.218,0.077,0.188,0.1,0.112
"P15","Puede que lo vote",0.287,0.155,0.054,0.169,0.01
"P15","Nunca lo votaría",0.409,0.614,0.703,0.467,0.279
"P15","No sabe",0.086,0.154,0.055,0.264,0.599
"P16","Lo votaría",0.273,0.025,0.086,0.03,0.016
"P16","Puede que lo vote",0.213,0.11,0.041,0.094,0.098
"P16","Nunca lo votaría",0.437,0.68,0.806,0.592,0.265
"P16","No sabe",0.077,0.185,0.067,0.284,0.621
"P17","Positiva",0.536,0.311,0.285,0.321,0.17
"P17","Neutra",0.142,0.483,0.188,0.232,0.148
"P17","Negativa",0.221,0.184,0.477,0.211,0.174
"P17","No lo conozco",0.094,0.02,0.05,0.221,0.279
"P17","No sabe",0.007,0.002,0,0.015,0.229
"P18","Positiva",0.58,0.424,0.337,0.306,0.289
"P18","Neutra",0.131,0.383,0.125,0.265,0.171
"P18","Negativa",0.213,0.175,0.532,0.203,0.015
"P18","No lo conozco",0.066,0.012,0.006,0.171,0.063
"P18","No sabe",0.01,0.006,0,0.055,0.462
"P19","Positiva",0.681,0.226,0.136,0.225,0.069
"P19","Neutra",0.204,0.5,0.147,0.289,0.253
"P19","Negativa",0.07,0.254,0.69,0.279,0.067
"P19","No lo conozco",0.045,0.018,0.027,0.199,0.117
"P19","No sabe",0,0.002,0,0.008,0.494
"P20","Positiva",0.429,0.186,0.121,0.118,0.113
"P20","Neutra",0.23,0.613,0.187,0.269,0.12
"P20","Negativa",0.197,0.164,0.626,0.139,0.038
"P20","No lo conozco",0.132,0.031,0.055,0.424,0.167
"P20","No sabe",0.012,0.006,0.011,0.05,0.562
"P21","Positiva",0.424,0.134,0.17,0.184,0.014
"P21","Neutra",0.205,0.571,0.13,0.133,0.141
"P21","Negativa",0.247,0.254,0.67,0.22,0.129
"P21","No lo conozco",0.114,0.035,0.021,0.441,0.165
"P21","No sabe",0.01,0.006,0.009,0.022,0.551
"P22","Positiva",0.403,0.053,0.068,0.07,0.134
"P22","Neutra",0.232,0.681,0.12,0.168,0.044
"P22","Negativa",0.215,0.207,0.796,0.166,0.064
"P22","No lo conozco",0.139,0.047,0.016,0.575,0.182
"P22","No sabe",0.011,0.012,0,0.021,0.576
"P23","Positiva",0.534,0.249,0.224,0.192,0.216
"P23","Neutra",0.154,0.518,0.037,0.298,0.081
"P23","Negativa",0.186,0.211,0.695,0.199,0.116
"P23","No lo conozco",0.126,0.019,0.044,0.254,0.195
"P23","No sabe",0,0.003,0,0.057,0.392
"P24","Positiva",0.579,0.201,0.097,0.116,0.126
"P24","Neutra",0.157,0.637,0.096,0.131,0.155
"P24","Negativa",0.104,0.093,0.754,0.065,0.062
"P24","No lo conozco",0.127,0.067,0.05,0.646,0.105
"P24","No sabe",0.033,0.002,0.003,0.042,0.552
"P26","Positiva",0.441,0.055,0.052,0.052,0.024
"P26","Neutra",0.231,0.739,0.114,0.091,0.15
"P26","Negativa",0.135,0.112,0.76,0.063,0.052
"P26","No lo conozco",0.188,0.082,0.066,0.75,0.007
"P26","No sabe",0.005,0.012,0.008,0.044,0.767
"P27","Positiva",0.422,0.014,0.035,0.017,0
"P27","Neutra",0.192,0.719,0.103,0.018,0
"P27","Negativa",0.072,0.084,0.708,0.021,0.097
"P27","No lo conozco",0.297,0.17,0.14,0.898,0.114
"P27","No sabe",0.017,0.013,0.014,0.046,0.789
"P28","Positiva",0.429,0.066,0.104,0.048,0.036
"P28","Neutra",0.183,0.594,0.105,0.079,0.176
"P28","Negativa",0.169,0.181,0.708,0.16,0.036
"P28","No lo conozco",0.181,0.144,0.079,0.668,0.064
"P28","No sabe",0.038,0.015,0.004,0.045,0.688
