"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No lo conozco","No sabe"
"P10","A Ramón Rioseco por el Frente de Todos Neuquino con el apoyo del PJ, Cristina Fernández de Kirchner y Libres del Sur",0.072,0.038,0.133,0.107,0.155,0.104,0.126
"P10","A Pablo Cervi por Juntos por el Cambio Neuquén con el apoyo de Martín Lousteau y parte de la UCR",0.128,0.178,0.118,0.051,0.068,0.08,0.014
"P10","A Carlos Eguía por Cumplir con el apoyo de Javier Milei",0.422,0.24,0.091,0.015,0.047,0.069,0.043
"P10","A Patricia Jure del Frente de Izquierda Unidad con apoyo de Nicolás del Caño",0,0.024,0.003,0.017,0.079,0.032,0
"P10","No sabe",0,0.092,0.059,0.042,0.119,0.225,0.391
"P11","Lo votaría",0.257,0.144,0.343,0.377,0.244,0.348,0.266
"P11","Puede que lo vote",0.088,0.174,0.179,0.122,0.073,0.141,0.096
"P11","Nunca lo votaría",0.537,0.544,0.382,0.386,0.611,0.262,0.12
"P11","No sabe",0.118,0.138,0.096,0.115,0.072,0.249,0.518
"P12","Lo votaría",0.428,0.375,0.33,0.357,0.274,0.246,0.137
"P12","Puede que lo vote",0.023,0.156,0.169,0.131,0.139,0.158,0.152
"P12","Nunca lo votaría",0.462,0.395,0.397,0.43,0.544,0.31,0.068
"P12","No sabe",0.087,0.074,0.104,0.082,0.043,0.286,0.643
"P13","Lo votaría",0.285,0.131,0.132,0.175,0.166,0.182,0.223
"P13","Puede que lo vote",0.113,0.24,0.129,0.137,0.143,0.113,0.065
"P13","Nunca lo votaría",0.597,0.592,0.661,0.589,0.636,0.373,0.081
"P13","No sabe",0.005,0.037,0.078,0.099,0.055,0.332,0.631
"P14","Lo votaría",0.284,0.089,0.079,0.121,0.046,0.075,0
"P14","Puede que lo vote",0.246,0.386,0.167,0.081,0.081,0.113,0.106
"P14","Nunca lo votaría",0.408,0.407,0.585,0.73,0.815,0.453,0.173
"P14","No sabe",0.062,0.118,0.169,0.068,0.058,0.359,0.721
"P15","Lo votaría",0.785,0.24,0.074,0.073,0.035,0.024,0.033
"P15","Puede que lo vote",0.111,0.489,0.16,0.025,0.033,0.163,0
"P15","Nunca lo votaría",0.059,0.113,0.58,0.852,0.911,0.436,0.219
"P15","No sabe",0.045,0.158,0.186,0.05,0.021,0.377,0.748
"P16","Lo votaría",0.346,0.092,0.054,0.028,0.078,0.008,0.01
"P16","Puede que lo vote",0.055,0.278,0.08,0.046,0.127,0.115,0.013
"P16","Nunca lo votaría",0.532,0.52,0.657,0.824,0.76,0.473,0.258
"P16","No sabe",0.067,0.11,0.209,0.102,0.035,0.404,0.719
"P17","Muy buena",0.277,0.151,0.192,0.289,0.182,0.165,0.026
"P17","Buena",0.069,0.251,0.121,0.114,0.081,0.163,0.248
"P17","Ni buena ni mala",0.21,0.19,0.481,0.243,0.236,0.166,0.081
"P17","Mala",0.129,0.126,0.089,0.249,0.159,0.114,0.021
"P17","Muy mala",0.239,0.107,0.076,0.067,0.287,0.096,0
"P17","No lo conozco",0.064,0.163,0.039,0.026,0.055,0.273,0.319
"P17","No sabe",0.012,0.012,0.002,0.012,0,0.023,0.305
"P18","Muy buena",0.389,0.253,0.234,0.247,0.192,0.164,0.091
"P18","Buena",0.118,0.249,0.149,0.261,0.112,0.111,0.089
"P18","Ni buena ni mala",0.098,0.159,0.437,0.149,0.139,0.245,0.18
"P18","Mala",0.134,0.111,0.092,0.245,0.103,0.085,0.033
"P18","Muy mala",0.222,0.162,0.068,0.07,0.406,0.066,0.024
"P18","No lo conozco",0.036,0.057,0.016,0.016,0.036,0.243,0.085
"P18","No sabe",0.003,0.009,0.004,0.012,0.012,0.086,0.498
"P19","Muy buena",0.344,0.104,0.105,0.089,0.135,0.131,0.113
"P19","Buena",0.041,0.278,0.1,0.116,0.055,0.194,0.016
"P19","Ni buena ni mala",0.131,0.226,0.561,0.253,0.159,0.215,0.141
"P19","Mala",0.145,0.131,0.144,0.447,0.124,0.077,0.051
"P19","Muy mala",0.261,0.201,0.07,0.071,0.46,0.065,0.06
"P19","No lo conozco",0.078,0.054,0.018,0.012,0.055,0.305,0.079
"P19","No sabe",0,0.006,0.002,0.012,0.012,0.013,0.54
"P20","Muy buena",0.31,0.088,0.065,0.031,0.052,0.034,0
"P20","Buena",0.109,0.443,0.091,0.099,0.045,0.026,0
"P20","Ni buena ni mala",0.234,0.284,0.721,0.239,0.114,0.149,0.088
"P20","Mala",0.106,0.068,0.056,0.546,0.106,0.021,0.023
"P20","Muy mala",0.106,0.034,0.011,0.016,0.571,0.037,0
"P20","No lo conozco",0.135,0.071,0.047,0.049,0.098,0.657,0.214
"P20","No sabe",0,0.012,0.009,0.02,0.014,0.076,0.675
"P22","Muy buena",0.233,0,0.044,0.028,0.05,0.006,0.013
"P22","Buena",0.049,0.32,0.036,0.017,0.085,0.024,0
"P22","Ni buena ni mala",0.206,0.258,0.703,0.207,0.153,0.093,0.01
"P22","Mala",0.221,0.149,0.106,0.607,0.105,0.02,0.009
"P22","Muy mala",0.156,0.152,0.042,0.061,0.534,0.03,0.033
"P22","No lo conozco",0.135,0.121,0.055,0.077,0.073,0.8,0.138
"P22","No sabe",0,0,0.014,0.003,0,0.027,0.797
"P23","Muy buena",0.183,0.048,0.142,0.218,0.178,0.074,0.009
"P23","Buena",0.085,0.317,0.125,0.102,0.064,0.144,0.053
"P23","Ni buena ni mala",0.192,0.196,0.495,0.162,0.182,0.207,0.108
"P23","Mala",0.158,0.12,0.126,0.435,0.077,0.095,0.008
"P23","Muy mala",0.234,0.194,0.064,0.049,0.465,0.039,0.104
"P23","No lo conozco",0.148,0.125,0.043,0.034,0.03,0.371,0.115
"P23","No sabe",0,0,0.005,0,0.004,0.07,0.603
"P24","Muy buena",0.31,0.06,0.091,0.068,0.098,0.077,0
"P24","Buena",0.116,0.298,0.066,0.096,0.091,0.05,0.01
"P24","Ni buena ni mala",0.087,0.264,0.58,0.261,0.128,0.101,0.057
"P24","Mala",0.064,0.095,0.084,0.393,0.098,0.032,0.036
"P24","Muy mala",0.218,0.085,0.045,0.07,0.378,0.012,0.066
"P24","No lo conozco",0.205,0.194,0.117,0.104,0.198,0.644,0.246
"P24","No sabe",0,0.004,0.017,0.008,0.009,0.084,0.585
"P25","Muy buena",0.246,0,0.039,0.019,0.07,0.058,0.03
"P25","Buena",0.036,0.312,0.062,0.047,0.054,0.038,0.009
"P25","Ni buena ni mala",0.2,0.217,0.622,0.262,0.178,0.066,0.048
"P25","Mala",0.073,0.135,0.077,0.466,0.072,0.02,0.061
"P25","Muy mala",0.231,0.028,0.044,0.054,0.399,0.014,0
"P25","No lo conozco",0.214,0.302,0.133,0.145,0.201,0.757,0.167
"P25","No sabe",0,0.006,0.023,0.007,0.026,0.047,0.685
"P26","Muy buena",0.248,0.034,0.014,0.017,0.002,0.003,0
"P26","Buena",0.109,0.31,0.06,0.034,0.041,0.009,0
"P26","Ni buena ni mala",0.252,0.246,0.659,0.211,0.155,0.105,0.118
"P26","Mala",0.101,0.115,0.087,0.477,0.052,0.006,0.027
"P26","Muy mala",0.095,0.042,0.035,0.073,0.524,0.014,0
"P26","No lo conozco",0.167,0.246,0.125,0.18,0.188,0.792,0.17
"P26","No sabe",0.028,0.007,0.02,0.008,0.038,0.071,0.685
"P27","Muy buena",0.213,0.013,0.037,0.026,0,0.008,0
"P27","Buena",0.031,0.295,0.02,0.009,0,0,0
"P27","Ni buena ni mala",0.17,0.253,0.593,0.231,0.115,0.049,0.027
"P27","Mala",0.068,0.072,0.081,0.41,0.091,0.003,0.039
"P27","Muy mala",0.113,0.059,0.03,0.03,0.415,0.004,0
"P27","No lo conozco",0.405,0.251,0.215,0.265,0.353,0.894,0.142
"P27","No sabe",0,0.057,0.024,0.029,0.026,0.042,0.792
"P28","Muy buena",0.228,0.043,0.003,0.018,0.056,0.028,0
"P28","Buena",0.098,0.25,0.044,0.095,0.058,0.014,0.026
"P28","Ni buena ni mala",0.113,0.139,0.549,0.257,0.139,0.101,0
"P28","Mala",0.086,0.151,0.104,0.431,0.118,0.015,0.041
"P28","Muy mala",0.19,0.215,0.076,0.054,0.452,0.021,0.035
"P28","No lo conozco",0.281,0.184,0.187,0.141,0.175,0.73,0.18
"P28","No sabe",0.004,0.018,0.037,0.004,0.002,0.091,0.718
