"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No lo conozco","No sabe"
"P12","Nunca lo votaría",0.105,0.232,0.388,0.564,0.736,0.419,0.128
"P12","No sabe",0.105,0.024,0.126,0.045,0.032,0.246,0.501
"P13","Lo votaría",0.236,0.243,0.155,0.144,0.094,0.182,0.23
"P13","Puede que lo vote",0.087,0.284,0.15,0.126,0.118,0.12,0.085
"P13","Nunca lo votaría",0.588,0.434,0.601,0.667,0.736,0.468,0.183
"P13","No sabe",0.089,0.039,0.094,0.063,0.052,0.23,0.502
"P14","Lo votaría",0.146,0.058,0.079,0.169,0.08,0.082,0.11
"P14","Puede que lo vote",0.115,0.31,0.181,0.099,0.067,0.178,0.078
"P14","Nunca lo votaría",0.633,0.582,0.58,0.63,0.807,0.453,0.264
"P14","No sabe",0.106,0.05,0.16,0.102,0.046,0.287,0.548
"P15","Lo votaría",0.174,0.117,0.088,0.174,0.222,0.105,0.118
"P15","Puede que lo vote",0.117,0.346,0.155,0.123,0.063,0.133,0.019
"P15","Nunca lo votaría",0.541,0.506,0.599,0.622,0.676,0.481,0.292
"P15","No sabe",0.168,0.031,0.158,0.081,0.039,0.281,0.571
"P16","Lo votaría",0.212,0.043,0.036,0.067,0.13,0.039,0.124
"P16","Puede que lo vote",0.131,0.262,0.093,0.064,0.038,0.118,0.008
"P16","Nunca lo votaría",0.526,0.675,0.645,0.8,0.772,0.548,0.318
"P16","No sabe",0.131,0.02,0.226,0.069,0.06,0.295,0.55
"P17","Muy buena",0.228,0.249,0.202,0.264,0.202,0.141,0.099
"P17","Buena",0.119,0.217,0.155,0.096,0.058,0.12,0.263
"P17","Ni buena ni mala",0.259,0.239,0.45,0.185,0.19,0.243,0.054
"P17","Mala",0.151,0.118,0.069,0.303,0.147,0.126,0.061
"P17","Muy mala",0.164,0.113,0.062,0.131,0.299,0.132,0.109
"P17","No lo conozco",0.079,0.055,0.053,0.021,0.084,0.227,0.221
"P17","No sabe",0,0.009,0.009,0,0.02,0.011,0.193
"P18","Muy buena",0.758,0.334,0.162,0.237,0.137,0.103,0.061
"P18","Buena",0.15,0.364,0.217,0.097,0.035,0.119,0.157
"P18","Ni buena ni mala",0.036,0.048,0.478,0.104,0.126,0.276,0.155
"P18","Mala",0,0.14,0.072,0.35,0.089,0.107,0.025
"P18","Muy mala",0.016,0.072,0.044,0.181,0.575,0.15,0.106
"P18","No lo conozco",0.013,0.042,0.012,0.031,0.038,0.191,0.028
"P18","No sabe",0.027,0,0.015,0,0,0.054,0.468
"P19","Muy buena",0.293,0.134,0.093,0.1,0.117,0.126,0.217
"P19","Buena",0.088,0.282,0.147,0.048,0.01,0.153,0.015
"P19","Ni buena ni mala",0.314,0.349,0.503,0.178,0.176,0.214,0.079
"P19","Mala",0.181,0.14,0.139,0.49,0.127,0.109,0.058
"P19","Muy mala",0.08,0.049,0.077,0.167,0.534,0.187,0.009
"P19","No lo conozco",0.044,0.046,0.025,0.015,0.036,0.202,0.172
"P19","No sabe",0,0,0.016,0.002,0,0.009,0.45
"P20","Muy buena",0.154,0.079,0.071,0.09,0.03,0.053,0.109
"P20","Buena",0.077,0.278,0.119,0.039,0.09,0.098,0.008
"P20","Ni buena ni mala",0.315,0.311,0.61,0.238,0.154,0.232,0.081
"P20","Mala",0.131,0.153,0.107,0.438,0.124,0.068,0.031
"P20","Muy mala",0.148,0.083,0.022,0.095,0.546,0.065,0.023
"P20","No lo conozco",0.163,0.062,0.05,0.09,0.036,0.435,0.272
"P20","No sabe",0.012,0.034,0.021,0.01,0.02,0.049,0.476
"P21","Muy buena",0.271,0.101,0.027,0.043,0.152,0.076,0
"P21","Buena",0.063,0.309,0.098,0.077,0.071,0.087,0.009
"P21","Ni buena ni mala",0.251,0.183,0.571,0.179,0.099,0.138,0.109
"P21","Mala",0.115,0.161,0.157,0.514,0.095,0.075,0.033
"P21","Muy mala",0.179,0.164,0.083,0.137,0.549,0.153,0.039
"P21","No lo conozco",0.121,0.078,0.057,0.039,0.014,0.432,0.305
"P21","No sabe",0,0.004,0.007,0.011,0.02,0.039,0.505
"P22","Muy buena",0.191,0.028,0.026,0.009,0.03,0.034,0.124
"P22","Buena",0.106,0.263,0.06,0.034,0.038,0.031,0
"P22","Ni buena ni mala",0.319,0.36,0.674,0.123,0.092,0.124,0.024
"P22","Mala",0.08,0.155,0.128,0.691,0.139,0.068,0.055
"P22","Muy mala",0.133,0.145,0.048,0.091,0.631,0.106,0.025
"P22","No lo conozco",0.171,0.042,0.056,0.052,0.05,0.593,0.265
"P22","No sabe",0,0.007,0.008,0,0.02,0.044,0.507
"P23","Muy buena",0.267,0.112,0.139,0.216,0.156,0.075,0.008
"P23","Buena",0.013,0.442,0.186,0.025,0.017,0.089,0.078
"P23","Ni buena ni mala",0.309,0.227,0.498,0.079,0.029,0.265,0.073
"P23","Mala",0.081,0.137,0.089,0.608,0.096,0.107,0.031
"P23","Muy mala",0.181,0.071,0.054,0.072,0.696,0.097,0.02
"P23","No lo conozco",0.149,0.011,0.024,0,0.006,0.345,0.159
"P23","No sabe",0,0,0.01,0,0,0.022,0.631
"P25","Muy buena",0.265,0.094,0.016,0.013,0.018,0.042,0.096
"P25","Buena",0.041,0.379,0.06,0.009,0.071,0.032,0.008
"P25","Ni buena ni mala",0.287,0.313,0.683,0.138,0.079,0.086,0.015
"P25","Mala",0.047,0.078,0.067,0.697,0.102,0.016,0.009
"P25","Muy mala",0.082,0.041,0.021,0.068,0.643,0.039,0.013
"P25","No lo conozco",0.221,0.095,0.128,0.072,0.067,0.764,0.269
"P25","No sabe",0.057,0,0.025,0.003,0.02,0.021,0.59
"P26","Muy buena",0.141,0.025,0.014,0.027,0.012,0.033,0
"P26","Buena",0.076,0.276,0.071,0.02,0.064,0.025,0.01
"P26","Ni buena ni mala",0.307,0.26,0.641,0.192,0.159,0.129,0.098
"P26","Mala",0.107,0.171,0.072,0.552,0.102,0.013,0.008
"P26","Muy mala",0.127,0.102,0.036,0.1,0.564,0.055,0.02
"P26","No lo conozco",0.196,0.155,0.139,0.106,0.096,0.686,0.278
"P26","No sabe",0.046,0.011,0.027,0.003,0.003,0.059,0.586
"P27","Muy buena",0.174,0.025,0.016,0.044,0.007,0.006,0.101
"P27","Buena",0.009,0.272,0.023,0.003,0.034,0,0
"P27","Ni buena ni mala",0.245,0.275,0.65,0.134,0.113,0.041,0
"P27","Mala",0.1,0.084,0.067,0.606,0.052,0.001,0
"P27","Muy mala",0.077,0.068,0.022,0.055,0.548,0.027,0.013
"P27","No lo conozco",0.341,0.253,0.202,0.158,0.222,0.861,0.268
"P27","No sabe",0.054,0.023,0.02,0,0.024,0.064,0.618
"P28","Muy buena",0.18,0.067,0.003,0.026,0.051,0.029,0.035
"P28","Buena",0.094,0.255,0.062,0.045,0.081,0.027,0.025
"P28","Ni buena ni mala",0.261,0.257,0.565,0.133,0.119,0.082,0.008
"P28","Mala",0.103,0.111,0.115,0.564,0.103,0.036,0.027
"P28","Muy mala",0.123,0.162,0.096,0.118,0.515,0.08,0.013
"P28","No lo conozco",0.196,0.148,0.149,0.114,0.112,0.68,0.222
"P28","No sabe",0.043,0,0.01,0,0.019,0.066,0.67
