"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.029,0.047,0.047,0.028
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.012,0.025,0.037,0.065
"P31","Otros",0.032,0.053,0.06,0.038
"P31","En blanco",0.012,0.014,0.013,0.073
"P31","No sabe",0.014,0.022,0.07,0.216
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.375,0.296,0.344,0.272
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.278,0.401,0.231,0.257
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.234,0.166,0.19,0.146
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.017,0.039,0.04,0.014
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.014,0.014,0.039,0.009
"P32","Otros",0.032,0.022,0.078,0.065
"P32","En blanco",0.025,0.023,0.018,0.043
"P32","No sabe",0.025,0.039,0.06,0.194
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.398,0.356,0.399,0.288
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.451,0.527,0.406,0.275
"P33","En blanco",0.109,0.083,0.085,0.159
"P33","No sabe",0.042,0.034,0.11,0.278
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.392,0.444,0.315,0.33
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.227,0.215,0.227,0.133
"P34","En blanco",0.301,0.256,0.325,0.182
"P34","No sabe",0.08,0.085,0.133,0.355
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.403,0.337,0.366,0.312
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.358,0.442,0.332,0.283
"P35","En blanco",0.161,0.126,0.149,0.156
"P35","No sabe",0.078,0.095,0.153,0.249
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.302,0.357,0.371,0.25
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.259,0.253,0.231,0.223
"P36","En blanco",0.326,0.27,0.205,0.206
"P36","No sabe",0.113,0.12,0.193,0.321
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.409,0.368,0.423,0.327
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.342,0.316,0.365,0.216
"P37","En blanco",0.157,0.17,0.092,0.145
"P37","No sabe",0.092,0.146,0.12,0.312
"P45","Lo votaría",0.386,0.297,0.305,0.279
"P45","Puede que lo vote",0.088,0.121,0.153,0.114
"P45","Nunca lo votaría",0.502,0.559,0.455,0.411
"P45","No sabe",0.024,0.023,0.087,0.196
"P46","Lo votaría",0.248,0.24,0.252,0.145
"P46","Puede que lo vote",0.116,0.101,0.166,0.13
"P46","Nunca lo votaría",0.608,0.621,0.497,0.542
"P46","No sabe",0.028,0.038,0.085,0.183
"P47","Lo votaría",0.354,0.431,0.278,0.144
"P47","Puede que lo vote",0.132,0.157,0.219,0.21
"P47","Nunca lo votaría",0.497,0.388,0.434,0.516
"P47","No sabe",0.017,0.024,0.069,0.13
"P48","Lo votaría",0.259,0.318,0.269,0.229
"P48","Puede que lo vote",0.152,0.248,0.168,0.221
"P48","Nunca lo votaría",0.555,0.365,0.459,0.401
"P48","No sabe",0.034,0.069,0.104,0.149
"P49","Lo votaría",0.253,0.212,0.262,0.207
"P49","Puede que lo vote",0.137,0.219,0.152,0.135
"P49","Nunca lo votaría",0.585,0.521,0.528,0.513
"P49","No sabe",0.025,0.048,0.058,0.145
"P50","Lo votaría",0.076,0.076,0.096,0.061
"P50","Puede que lo vote",0.159,0.142,0.228,0.118
"P50","Nunca lo votaría",0.729,0.73,0.577,0.693
"P50","No sabe",0.036,0.052,0.099,0.128
"P51","Lo votaría",0.03,0.026,0.065,0.03
"P51","Puede que lo vote",0.117,0.178,0.249,0.128
"P51","Nunca lo votaría",0.803,0.718,0.598,0.632
"P51","No sabe",0.05,0.078,0.088,0.21
"P52","Si",0.53,0.494,0.429,0.402
"P52","No",0.47,0.506,0.571,0.598
