"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P35","Javier Milei por los liberales libertarios",0.014,0.129,0.837,0.073,0.14
"P35","Nicolás del Caño por la izquierda",0.01,0.001,0.002,0.433,0.04
"P35","Otro candidato",0.046,0.103,0.052,0.181,0.231
"P35","Aún no lo tengo decidido",0.058,0.053,0.017,0.029,0.264
"P36","Sergio Massa por el Frente de Todos",0.693,0.052,0.05,0.101,0.142
"P36","Mauricio Macri por Juntos por el Cambio",0.065,0.686,0.105,0.014,0.11
"P36","Javier Milei por los liberales libertarios",0.017,0.1,0.771,0.067,0.127
"P36","Nicolás del Caño por la izquierda",0.018,0.003,0.005,0.587,0.06
"P36","Otro candidato",0.112,0.103,0.056,0.166,0.252
"P36","Aún no lo tengo decidido",0.095,0.056,0.013,0.065,0.309
"P37","Wado de Pedro por el Frente de Todos",0.698,0.036,0.025,0.153,0.117
"P37","Mauricio Macri por Juntos por el Cambio",0.038,0.706,0.13,0.028,0.14
"P37","Javier Milei por los liberales libertarios",0.02,0.091,0.746,0.06,0.093
"P37","Nicolás del Caño por la izquierda",0.028,0.009,0.004,0.551,0.04
"P37","Otro candidato",0.103,0.12,0.051,0.091,0.31
"P37","Aún no lo tengo decidido",0.113,0.038,0.044,0.117,0.3
"P38","Wado de Pedro por el Frente de Todos",0.707,0.017,0.021,0.167,0.11
"P38","Patricia Bullrich por Juntos por el Cambio",0.041,0.748,0.24,0.101,0.157
"P38","Javier Milei por los liberales libertarios",0.02,0.091,0.694,0.035,0.086
"P38","Nicolás del Caño por la izquierda",0.016,0.007,0.003,0.487,0.028
"P38","Otro candidato",0.117,0.07,0.019,0.153,0.258
"P38","Aún no lo tengo decidido",0.099,0.067,0.023,0.057,0.361
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.82,0.045,0.027,0.3,0.129
"P39","Patricia Bullrich por Juntos por el Cambio",0.06,0.731,0.241,0.06,0.185
"P39","Javier Milei por los liberales libertarios",0.008,0.097,0.709,0.071,0.099
"P39","Nicolás del Caño por la izquierda",0.014,0.002,0,0.392,0.025
"P39","Otro candidato",0.047,0.071,0.009,0.123,0.262
"P39","Aún no lo tengo decidido",0.051,0.054,0.014,0.054,0.3
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.794,0.109,0.061,0.507,0.233
"P40","Mauricio Macri por Juntos por el Cambio",0.15,0.744,0.542,0.022,0.22
"P40","No sabe",0.056,0.147,0.397,0.471,0.547
"P41","Wado de Pedro por el Frente de Todos",0.789,0.028,0.051,0.474,0.133
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.057,0.802,0.405,0.199,0.314
"P41","No sabe",0.154,0.17,0.544,0.327,0.553
"P42","Sergio Massa por el Frente de Todos",0.778,0.041,0.044,0.474,0.198
"P42","Patricia Bullrich por Juntos por el Cambio",0.046,0.872,0.625,0.129,0.27
"P42","No sabe",0.176,0.087,0.331,0.397,0.532
"P43","Sergio Massa por el Frente de Todos",0.796,0.043,0.042,0.468,0.246
"P43","Mauricio Macri por Juntos por el Cambio",0.058,0.838,0.647,0.065,0.211
"P43","No sabe",0.146,0.119,0.311,0.467,0.543
"P44","Sergio Massa por el Frente de Todos",0.824,0.035,0.011,0.441,0.208
"P44","Javier Milei por los liberales libertarios",0.038,0.497,0.898,0.111,0.243
"P44","No sabe",0.138,0.468,0.091,0.448,0.549
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.382,0.354,0.044,0.344,0.238
"P45","Javier Milei por los liberales libertarios",0.051,0.342,0.877,0.084,0.223
"P45","No sabe",0.567,0.304,0.079,0.572,0.539
"P46","Patricia Bullrich por Juntos por el Cambio",0.1,0.825,0.563,0.151,0.271
"P46","Wado de Pedro por el Frente de Todos",0.656,0.057,0.166,0.433,0.145
"P46","No sabe",0.244,0.118,0.271,0.416,0.584
"P47","Patricia Bullrich por Juntos por el Cambio",0.083,0.883,0.702,0.115,0.289
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.846,0.028,0.07,0.497,0.25
"P47","No sabe",0.071,0.089,0.228,0.388,0.461
"P48","Muy buena",0.135,0.115,0.028,0.016,0.035
"P48","Buena",0.429,0.013,0.028,0.128,0.046
"P48","Ni buena ni mala",0.292,0.03,0.036,0.361,0.209
"P48","Mala",0.096,0.078,0.06,0.204,0.197
"P48","Muy mala",0.037,0.762,0.84,0.291,0.457
"P48","No sabe",0.011,0.002,0.008,0,0.056
"P49","Muy buena",0.143,0.017,0.008,0.016,0.019
"P49","Buena",0.358,0.007,0.02,0.175,0.053
"P49","Ni buena ni mala",0.323,0.05,0.032,0.303,0.219
"P49","Mala",0.093,0.105,0.069,0.266,0.197
"P49","Muy mala",0.07,0.82,0.871,0.24,0.464
"P49","No sabe",0.013,0.001,0,0,0.048
"P50","Muy buena",0.65,0.032,0.037,0.174,0.109
"P50","Buena",0.172,0.003,0.007,0.211,0.05
"P50","Ni buena ni mala",0.109,0.028,0.021,0.155,0.142
"P50","Mala",0.021,0.053,0.019,0.161,0.1
"P50","Muy mala",0.047,0.883,0.914,0.232,0.568
"P50","No sabe",0.001,0.001,0.002,0.067,0.031
"P51","Muy buena",0.132,0.362,0.085,0.067,0.033
"P51","Buena",0.07,0.285,0.221,0.089,0.053
"P51","Ni buena ni mala",0.037,0.176,0.259,0.075,0.191
"P51","Mala",0.179,0.038,0.139,0.14,0.24
"P51","Muy mala",0.567,0.137,0.296,0.562,0.439
"P51","No sabe",0.015,0.002,0,0.067,0.044
"P52","Muy buena",0.049,0.361,0.052,0.074,0.047
"P52","Buena",0.045,0.299,0.173,0.178,0.133
"P52","Ni buena ni mala",0.079,0.24,0.22,0.014,0.397
"P52","Mala",0.222,0.043,0.216,0.179,0.1
"P52","Muy mala",0.591,0.048,0.334,0.555,0.236
"P52","No sabe",0.014,0.009,0.005,0,0.087
"P53","Muy buena",0.184,0.046,0.02,0.046,0.029
"P53","Buena",0.345,0.053,0.052,0.171,0.099
"P53","Ni buena ni mala",0.242,0.101,0.073,0.251,0.225
"P53","Mala",0.113,0.145,0.131,0.309,0.166
"P53","Muy mala",0.105,0.651,0.721,0.223,0.41
"P53","No sabe",0.011,0.004,0.003,0,0.071
"P54","Muy buena",0.069,0.47,0.279,0.045,0.081
"P54","Buena",0.054,0.28,0.279,0.123,0.115
"P54","Ni buena ni mala",0.131,0.085,0.175,0.153,0.222
"P54","Mala",0.127,0.034,0.078,0.132,0.18
"P54","Muy mala",0.615,0.115,0.167,0.547,0.334
"P54","No sabe",0.004,0.016,0.022,0,0.068
"P55","Muy buena",0.019,0.158,0.582,0.055,0.027
"P55","Buena",0.016,0.215,0.28,0.026,0.094
"P55","Ni buena ni mala",0.115,0.362,0.098,0.099,0.402
"P55","Mala",0.189,0.119,0.023,0.146,0.121
"P55","Muy mala",0.655,0.121,0.013,0.674,0.282
"P55","No sabe",0.006,0.025,0.004,0,0.074
"P56","Muy buena",0.02,0.373,0.113,0.135,0.042
"P56","Buena",0.017,0.354,0.209,0.11,0.148
"P56","Ni buena ni mala",0.083,0.155,0.242,0.079,0.217
"P56","Mala",0.213,0.062,0.174,0.048,0.167
"P56","Muy mala",0.663,0.047,0.254,0.628,0.358
"P56","No sabe",0.004,0.009,0.008,0,0.068
"P57","Muy buena",0.369,0.059,0.026,0.086,0.05
"P57","Buena",0.26,0.037,0.021,0.149,0.067
"P57","Ni buena ni mala",0.153,0.142,0.162,0.374,0.274
"P57","Mala",0.122,0.182,0.175,0.063,0.198
"P57","Muy mala",0.061,0.52,0.561,0.28,0.291
"P57","No sabe",0.035,0.06,0.055,0.048,0.12
"P58","Muy buena",0.105,0.074,0.043,0.163,0.082
"P58","Buena",0.163,0.212,0.085,0.258,0.169
"P58","Ni buena ni mala",0.351,0.323,0.421,0.185,0.331
"P58","Mala",0.183,0.172,0.117,0.084,0.085
"P58","Muy mala",0.146,0.191,0.301,0.172,0.192
"P58","No sabe",0.052,0.028,0.033,0.138,0.141
"P59","Muy buena",0.034,0.082,0.016,0.044,0.019
"P59","Buena",0.053,0.261,0.066,0.125,0.098
"P59","Ni buena ni mala",0.243,0.362,0.306,0.21,0.322
"P59","Mala",0.157,0.108,0.149,0.086,0.085
"P59","Muy mala",0.456,0.109,0.321,0.325,0.223
"P59","No sabe",0.057,0.078,0.142,0.21,0.253
"P60","Siempre",0.284,0.311,0.254,0.208,0.216
"P60","Casi siempre",0.413,0.367,0.341,0.553,0.359
"P60","Casi nunca",0.24,0.248,0.271,0.123,0.276
"P60","Nunca, pero esta es una excepción",0.063,0.074,0.134,0.116,0.149
"P61","Si",0.614,0.506,0.492,0.521,0.479
"P61","No",0.386,0.494,0.508,0.479,0.521
