"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P15","Lo votaría",0.121,0.131,0.109,0.173
"P15","Puede que lo vote",0.214,0.187,0.203,0.177
"P15","Nunca lo votaría",0.587,0.529,0.559,0.556
"P15","No sabe",0.078,0.153,0.129,0.094
"P16","Lo votaría",0.097,0.164,0.18,0.102
"P16","Puede que lo vote",0.165,0.152,0.138,0.155
"P16","Nunca lo votaría",0.667,0.567,0.595,0.665
"P16","No sabe",0.071,0.117,0.087,0.078
"P17","La votaría",0.265,0.29,0.321,0.275
"P17","Puede que la vote",0.065,0.095,0.078,0.055
"P17","Nunca la votaría",0.63,0.551,0.531,0.624
"P17","No sabe",0.04,0.064,0.07,0.046
"P18","Lo votaría",0.154,0.128,0.142,0.19
"P18","Puede que lo vote",0.237,0.214,0.197,0.262
"P18","Nunca lo votaría",0.53,0.543,0.501,0.456
"P18","No sabe",0.079,0.115,0.16,0.092
"P19","Lo votaría",0.08,0.058,0.058,0.079
"P19","Puede que lo vote",0.216,0.219,0.19,0.216
"P19","Nunca lo votaría",0.586,0.534,0.535,0.546
"P19","No sabe",0.118,0.189,0.217,0.159
"P20","La votaría",0.234,0.179,0.23,0.324
"P20","Puede que la vote",0.205,0.183,0.162,0.188
"P20","Nunca la votaría",0.507,0.501,0.468,0.411
"P20","No sabe",0.054,0.137,0.14,0.077
"P21","Lo votaría",0.224,0.238,0.244,0.113
"P21","Puede que lo vote",0.188,0.183,0.178,0.172
"P21","Nunca lo votaría",0.536,0.457,0.456,0.629
"P21","No sabe",0.052,0.122,0.122,0.086
"P22","La votaría",0.143,0.115,0.113,0.14
"P22","Puede que la vote",0.209,0.185,0.193,0.253
"P22","Nunca la votaría",0.574,0.547,0.537,0.474
"P22","No sabe",0.074,0.153,0.157,0.133
"P23","Lo votaría",0.072,0.082,0.08,0.097
"P23","Puede que lo vote",0.194,0.183,0.166,0.201
"P23","Nunca lo votaría",0.679,0.608,0.631,0.616
"P23","No sabe",0.055,0.127,0.123,0.086
"P24","Lo votaría",0.053,0.045,0.05,0.069
"P24","Puede que lo vote",0.16,0.138,0.128,0.22
"P24","Nunca lo votaría",0.68,0.632,0.628,0.582
"P24","No sabe",0.107,0.185,0.194,0.129
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.182,0.18,0.16,0.314
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.112,0.103,0.099,0.147
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.04,0.074,0.043,0.048
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.281,0.282,0.312,0.279
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.227,0.231,0.24,0.082
"P25","Nicolás del Caño – Myriam Bregman",0.03,0.016,0.022,0.012
"P25","Otros candidatos",0.128,0.114,0.124,0.118
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.295,0.354,0.352,0.317
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.252,0.217,0.21,0.408
"P29","Javier Milei – José Luis Espert por los liberales",0.259,0.248,0.264,0.106
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.041,0.033,0.019,0.021
"P29","Otro candidato",0.153,0.148,0.155,0.148
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.233,0.235,0.212,0.37
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.225,0.24,0.255,0.231
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.279,0.283,0.295,0.13
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.053,0.035,0.028,0.023
"P31","Otro candidato",0.21,0.207,0.21,0.246
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.254,0.247,0.185,0.276
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.29,0.243,0.268,0.453
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.236,0.242,0.272,0.087
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.043,0.043,0.03,0.019
"P33","Otro candidato",0.177,0.225,0.245,0.165
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.252,0.224,0.21,0.282
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.232,0.212,0.181,0.363
"P35","Javier Milei – José Luis Espert por los liberales",0.275,0.276,0.293,0.129
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.046,0.035,0.037,0.017
"P35","Otro candidato",0.195,0.253,0.279,0.209
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.293,0.328,0.335,0.324
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.247,0.214,0.203,0.351
"P37","Javier Milei – José Luis Espert por los liberales",0.28,0.28,0.279,0.139
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.029,0.025,0.021,0.011
"P37","Otro candidato",0.151,0.153,0.162,0.175
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.263,0.249,0.224,0.275
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.272,0.235,0.231,0.415
"P38","Javier Milei – José Luis Espert por los liberales",0.246,0.264,0.267,0.111
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.049,0.044,0.03,0.019
"P38","Otro candidato",0.17,0.208,0.248,0.18
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.337,0.347,0.352,0.337
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.395,0.342,0.373,0.478
"P39","No sabe",0.268,0.311,0.275,0.185
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.275,0.28,0.287,0.264
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.394,0.302,0.344,0.442
"P40","No sabe",0.331,0.418,0.369,0.294
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.307,0.255,0.229,0.278
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.437,0.327,0.405,0.515
"P41","No sabe",0.256,0.418,0.366,0.207
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.319,0.324,0.332,0.332
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.41,0.308,0.354,0.445
"P42","No sabe",0.271,0.368,0.314,0.223
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.3,0.234,0.234,0.289
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.394,0.33,0.361,0.445
"P43","No sabe",0.306,0.436,0.405,0.266
"P44","Mauricio Macri – María Eugenia Vidal",0.4,0.344,0.371,0.476
"P44","Sergio Massa – Wado de Pedro",0.319,0.27,0.271,0.313
"P44","No sabe",0.281,0.386,0.358,0.211
"P45","Sergio Massa – Wado de Pedro",0.316,0.283,0.225,0.303
"P45","Javier Milei – José Luis Espert",0.403,0.389,0.395,0.274
"P45","No sabe",0.281,0.328,0.38,0.423
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.279,0.247,0.217,0.385
"P46","Javier Milei – José Luis Espert",0.325,0.329,0.327,0.167
"P46","No sabe",0.396,0.424,0.456,0.448
"P47","Muy buena",0.072,0.068,0.077,0.091
"P47","Buena",0.144,0.14,0.131,0.138
"P47","Ni buena ni mala",0.16,0.198,0.198,0.173
"P47","Mala",0.125,0.117,0.087,0.14
"P47","Muy mala",0.494,0.456,0.477,0.448
"P47","No sabe",0.005,0.021,0.03,0.01
"P48","Muy buena",0.057,0.099,0.114,0.065
"P48","Buena",0.117,0.13,0.11,0.133
"P48","Ni buena ni mala",0.134,0.147,0.149,0.148
"P48","Mala",0.139,0.114,0.108,0.138
"P48","Muy mala",0.548,0.492,0.503,0.509
"P48","No sabe",0.005,0.018,0.016,0.007
"P49","Muy buena",0.226,0.232,0.233,0.243
"P49","Buena",0.077,0.068,0.089,0.067
"P49","Ni buena ni mala",0.053,0.082,0.086,0.038
"P49","Mala",0.062,0.044,0.059,0.074
"P49","Muy mala",0.579,0.558,0.527,0.57
"P49","No sabe",0.003,0.016,0.006,0.008
"P50","Muy buena",0.143,0.146,0.13,0.212
"P50","Buena",0.164,0.144,0.159,0.222
"P50","Ni buena ni mala",0.152,0.182,0.199,0.142
"P50","Mala",0.135,0.164,0.145,0.12
"P50","Muy mala",0.403,0.352,0.36,0.291
"P50","No sabe",0.003,0.012,0.007,0.013
"P51","Muy buena",0.132,0.095,0.104,0.182
"P51","Buena",0.189,0.171,0.185,0.273
"P51","Ni buena ni mala",0.193,0.268,0.26,0.191
"P51","Mala",0.146,0.155,0.113,0.121
"P51","Muy mala",0.336,0.282,0.261,0.215
"P51","No sabe",0.004,0.029,0.077,0.018
"P52","Muy buena",0.071,0.076,0.06,0.116
"P52","Buena",0.138,0.145,0.119,0.179
"P52","Ni buena ni mala",0.207,0.195,0.251,0.182
"P52","Mala",0.138,0.164,0.142,0.157
"P52","Muy mala",0.442,0.394,0.388,0.346
"P52","No sabe",0.004,0.026,0.04,0.02
"P53","Muy buena",0.251,0.204,0.229,0.331
"P53","Buena",0.149,0.187,0.133,0.184
"P53","Ni buena ni mala",0.148,0.185,0.199,0.11
"P53","Mala",0.098,0.116,0.1,0.086
"P53","Muy mala",0.348,0.265,0.293,0.274
"P53","No sabe",0.006,0.043,0.046,0.015
"P54","Muy buena",0.188,0.222,0.223,0.085
"P54","Buena",0.135,0.149,0.139,0.123
"P54","Ni buena ni mala",0.203,0.268,0.227,0.31
"P54","Mala",0.122,0.098,0.106,0.171
"P54","Muy mala",0.341,0.237,0.262,0.283
"P54","No sabe",0.011,0.026,0.043,0.028
"P55","Muy buena",0.157,0.145,0.132,0.205
"P55","Buena",0.192,0.169,0.168,0.257
"P55","Ni buena ni mala",0.165,0.201,0.271,0.173
"P55","Mala",0.125,0.16,0.099,0.098
"P55","Muy mala",0.35,0.291,0.293,0.248
"P55","No sabe",0.011,0.034,0.037,0.019
"P56","Muy buena",0.071,0.085,0.057,0.098
"P56","Buena",0.147,0.131,0.133,0.198
"P56","Ni buena ni mala",0.186,0.211,0.221,0.158
"P56","Mala",0.146,0.15,0.14,0.19
"P56","Muy mala",0.441,0.399,0.422,0.338
"P56","No sabe",0.009,0.024,0.027,0.018
"P57","Muy buena",0.08,0.072,0.043,0.083
"P57","Buena",0.127,0.129,0.113,0.129
"P57","Ni buena ni mala",0.315,0.324,0.35,0.354
"P57","Mala",0.179,0.147,0.144,0.202
"P57","Muy mala",0.256,0.253,0.254,0.179
"P57","No sabe",0.043,0.075,0.096,0.053
"P58","Muy buena",0.055,0.048,0.044,0.077
"P58","Buena",0.122,0.103,0.081,0.168
"P58","Ni buena ni mala",0.319,0.366,0.381,0.351
"P58","Mala",0.143,0.113,0.118,0.148
"P58","Muy mala",0.295,0.268,0.252,0.201
"P58","No sabe",0.066,0.102,0.124,0.055
"P59","Siempre",0.313,0.289,0.287,0.361
"P59","Casi siempre",0.388,0.371,0.324,0.407
"P59","Casi nunca",0.22,0.255,0.206,0.151
"P59","Nunca, pero esta es una excepción",0.079,0.085,0.183,0.081
"P60","Si",0.599,0.578,0.542,0.508
"P60","No",0.401,0.422,0.458,0.492
