"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.034,0.009,0.013,0.04
"P38","Otro candidato",0.258,0.057,0.268,0.203
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.808,0.755,0.382,0.924
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.092,0.142,0.327,0.047
"P39","No sabe",0.1,0.103,0.291,0.029
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.807,0.637,0.303,0.734
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.061,0.155,0.353,0.019
"P40","No sabe",0.132,0.208,0.344,0.247
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.56,0.786,0.329,0.765
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.089,0.118,0.33,0.01
"P41","No sabe",0.351,0.096,0.341,0.225
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.719,0.789,0.426,0.955
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.092,0.111,0.336,0.01
"P42","No sabe",0.189,0.1,0.238,0.035
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.537,0.747,0.307,0.798
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.059,0.101,0.341,0.014
"P43","No sabe",0.404,0.152,0.352,0.188
"P44","Mauricio Macri – María Eugenia Vidal",0.135,0.14,0.29,0.087
"P44","Sergio Massa – Wado de Pedro",0.453,0.758,0.416,0.709
"P44","No sabe",0.412,0.102,0.294,0.204
"P45","Sergio Massa – Wado de Pedro",0.514,0.749,0.394,0.733
"P45","Javier Milei – José Luis Espert",0.096,0.156,0.237,0.087
"P45","No sabe",0.39,0.095,0.369,0.18
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.135,0.225,0.241,0.135
"P46","Javier Milei – José Luis Espert",0.047,0.165,0.227,0.039
"P46","No sabe",0.818,0.61,0.532,0.826
"P47","Muy buena",0.277,0.101,0.102,0.12
"P47","Buena",0.302,0.359,0.235,0.362
"P47","Ni buena ni mala",0.302,0.361,0.245,0.365
"P47","Mala",0.067,0.079,0.148,0.114
"P47","Muy mala",0.03,0.092,0.258,0.029
"P47","No sabe",0.022,0.008,0.012,0.01
"P48","Muy buena",0.576,0.153,0.033,0.13
"P48","Buena",0.258,0.363,0.193,0.357
"P48","Ni buena ni mala",0.094,0.324,0.203,0.32
"P48","Mala",0.02,0.069,0.176,0.144
"P48","Muy mala",0.03,0.091,0.395,0.044
"P48","No sabe",0.022,0,0,0.005
"P49","Muy buena",0.633,0.376,0.166,0.806
"P49","Buena",0.189,0.263,0.175,0.124
"P49","Ni buena ni mala",0.095,0.126,0.12,0.043
"P49","Mala",0.024,0.104,0.063,0.011
"P49","Muy mala",0.037,0.125,0.464,0.015
"P49","No sabe",0.022,0.006,0.012,0.001
"P50","Muy buena",0.105,0.047,0.098,0.076
"P50","Buena",0.038,0.084,0.221,0.018
"P50","Ni buena ni mala",0.128,0.174,0.104,0.021
"P50","Mala",0.362,0.225,0.165,0.143
"P50","Muy mala",0.345,0.455,0.41,0.738
"P50","No sabe",0.022,0.015,0.002,0.004
"P51","Muy buena",0.089,0.068,0.142,0.012
"P51","Buena",0.077,0.104,0.204,0.017
"P51","Ni buena ni mala",0.235,0.286,0.178,0.082
"P51","Mala",0.313,0.225,0.197,0.178
"P51","Muy mala",0.216,0.313,0.246,0.693
"P51","No sabe",0.07,0.004,0.033,0.018
"P52","Muy buena",0.242,0.469,0.116,0.108
"P52","Buena",0.28,0.288,0.169,0.35
"P52","Ni buena ni mala",0.294,0.157,0.299,0.341
"P52","Mala",0.088,0.057,0.157,0.096
"P52","Muy mala",0.059,0.029,0.253,0.089
"P52","No sabe",0.037,0,0.006,0.016
"P53","Muy buena",0.055,0.063,0.176,0.013
"P53","Buena",0.087,0.114,0.116,0.034
"P53","Ni buena ni mala",0.271,0.207,0.126,0.069
"P53","Mala",0.176,0.203,0.146,0.11
"P53","Muy mala",0.353,0.405,0.415,0.756
"P53","No sabe",0.058,0.008,0.021,0.018
"P54","Muy buena",0.049,0.068,0.181,0.01
"P54","Buena",0.094,0.086,0.164,0.01
"P54","Ni buena ni mala",0.269,0.196,0.185,0.061
"P54","Mala",0.172,0.196,0.161,0.111
"P54","Muy mala",0.355,0.432,0.302,0.789
"P54","No sabe",0.061,0.022,0.007,0.019
"P55","Muy buena",0.046,0.041,0.115,0.002
"P55","Buena",0.073,0.077,0.184,0.013
"P55","Ni buena ni mala",0.181,0.25,0.201,0.047
"P55","Mala",0.277,0.163,0.119,0.132
"P55","Muy mala",0.385,0.439,0.358,0.79
"P55","No sabe",0.038,0.03,0.023,0.016
"P56","Muy buena",0.222,0.225,0.132,0.125
"P56","Buena",0.224,0.313,0.223,0.429
"P56","Ni buena ni mala",0.316,0.283,0.244,0.292
"P56","Mala",0.08,0.075,0.123,0.053
"P56","Muy mala",0.121,0.077,0.259,0.094
"P56","No sabe",0.037,0.027,0.019,0.007
"P57","Muy buena",0.095,0.147,0.067,0.027
"P57","Buena",0.094,0.234,0.106,0.127
"P57","Ni buena ni mala",0.431,0.315,0.377,0.438
"P57","Mala",0.137,0.087,0.124,0.188
"P57","Muy mala",0.151,0.161,0.226,0.177
"P57","No sabe",0.092,0.056,0.1,0.043
"P58","Muy buena",0.059,0.039,0.079,0.004
"P58","Buena",0.042,0.116,0.097,0.019
"P58","Ni buena ni mala",0.373,0.43,0.386,0.21
"P58","Mala",0.155,0.172,0.138,0.173
"P58","Muy mala",0.213,0.202,0.207,0.546
"P58","No sabe",0.158,0.041,0.093,0.048
"P59","Siempre",0.291,0.335,0.289,0.358
"P59","Casi siempre",0.272,0.369,0.339,0.403
"P59","Casi nunca",0.258,0.204,0.285,0.163
"P59","Nunca, pero esta es una excepción",0.179,0.092,0.087,0.076
"P60","Si",0.641,0.604,0.501,0.626
"P60","No",0.359,0.396,0.499,0.374
