"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.03,0.019,0.029,0.04,0,0.045,0,0.047,0.136,0
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.008,0.042,0.017,0,0.018,0,0,0.063,0.049
"P13_imputada","En blanco",0.007,0.027,0.012,0,0.041,0.031,0,0,0.04,0
"P16_imputada","Union por la Patria",0.326,0.431,0.107,0.368,0.671,0.532,0.125,0.336,0.514,0.697
"P16_imputada","Cambiemos",0.463,0.326,0.63,0.455,0.329,0.227,0.563,0.664,0.303,0.303
"P16_imputada","Liberales",0.189,0.169,0.218,0.149,0,0.122,0.312,0,0.084,0
"P16_imputada","Izquierda",0.022,0.074,0.045,0.028,0,0.119,0,0,0.099,0
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.311,0.285,0.131,0.214,0.749,0.536,0.125,0.438,0.506,0.642
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.434,0.345,0.618,0.49,0.071,0.231,0.581,0.475,0.22,0.323
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.201,0.23,0.18,0.258,0,0.113,0.141,0,0.084,0.035
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.026,0.05,0.034,0.021,0,0.106,0,0.087,0.017,0
"P17_imputada","En blanco",0.028,0.09,0.037,0.017,0.18,0.014,0.153,0,0.173,0
