"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.459,0.411,0.378,0.342
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.139,0.213,0.039,0.185
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.217,0.177,0.233,0.085
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.062,0.01,0.078,0.199
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.062,0.162,0.099,0.008
"P28","No sabe",0.061,0.027,0.173,0.181
"P29","No estaba enterado del tema",0.075,0.169,0.365,0.039
"P29","Un tema de la vida privada de él",0.123,0.061,0.081,0.101
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.279,0.235,0.296,0.1
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.22,0.295,0.054,0.3
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.246,0.22,0.168,0.263
"P29","No sabe",0.057,0.02,0.036,0.197
"P30","Si",0.842,0.81,0.453,0.742
"P30","No",0.158,0.19,0.547,0.258
"P31","Sergio Massa",0.349,0.42,0.43,0.203
"P31","Patria Bullrich",0.11,0.234,0.065,0.245
"P31","Javier Milei",0.301,0.213,0.332,0.172
"P31","Myriam Bregman",0.18,0.12,0.127,0.3
"P31","Juan Schiaretti",0.06,0.013,0.046,0.08
"P32","Ha aumentado significativamente",0.131,0.118,0.067,0.083
"P32","Ha aumentado ligeramente",0.231,0.149,0.231,0.03
"P32","Se mantiene igual",0.283,0.271,0.471,0.246
"P32","Ha disminuido ligeramente",0.146,0.31,0.152,0.188
"P32","Ha disminuido significativamente",0.209,0.152,0.079,0.453
"P33","No, ninguna dificultad",0.247,0.291,0.041,0.156
"P33","Alguna dificultad ocasional",0.33,0.412,0.453,0.403
"P33","Sí, dificultades frecuentes",0.423,0.297,0.506,0.441
"P34","Sí, absolutamente",0.506,0.541,0.598,0.366
"P34","Sí, en cierta medida",0.279,0.301,0.31,0.422
"P34","No, en absoluto",0.215,0.158,0.092,0.212
"P35","Reducir la inflación",0.344,0.395,0.547,0.476
"P35","Implementar reformas fiscales",0.068,0.101,0.069,0.068
"P35","Establecer políticas de control de precios",0.178,0.155,0.239,0.225
"P35","Reducir el gasto público",0.326,0.282,0.119,0.179
"P35","Estimular la inversión extranjera",0.046,0.002,0.007,0.029
"P35","Aumentar los subsidios a los servicios públicos",0.038,0.065,0.019,0.023
"P36","Muy positiva",0.181,0.272,0.089,0.065
"P36","Positiva",0.211,0.154,0.158,0.136
"P36","Neutral",0.238,0.262,0.277,0.135
"P36","Algo negativa",0.095,0.085,0.004,0.067
"P36","Negativa",0.085,0.008,0.117,0.086
"P36","No sabe",0.19,0.219,0.355,0.511
"P37","Muy positiva",0.4,0.487,0.354,0.224
"P37","Positiva",0.239,0.084,0.389,0.057
"P37","Neutral",0.197,0.268,0.032,0.303
"P37","Algo negativa",0.045,0.062,0.058,0.071
"P37","Negativa",0.081,0.05,0.024,0.074
"P37","No sabe",0.038,0.049,0.143,0.271
"P38","Muy positiva",0.251,0.296,0.087,0.061
"P38","Positiva",0.221,0.142,0.191,0.336
"P38","Neutral",0.271,0.176,0.451,0.106
"P38","Algo negativa",0.103,0.097,0.011,0.128
"P38","Negativa",0.078,0.157,0.061,0.204
"P38","No sabe",0.076,0.132,0.199,0.165
"P39","Muy positiva",0.464,0.445,0.289,0.377
"P39","Positiva",0.24,0.181,0.184,0.228
"P39","Neutral",0.163,0.282,0.488,0.157
"P39","Algo negativa",0.052,0.016,0.02,0.041
"P39","Negativa",0.06,0.042,0,0.103
"P39","No sabe",0.021,0.034,0.019,0.094
"P40","Muy positiva",0.404,0.463,0.376,0.142
"P40","Positiva",0.24,0.161,0.186,0.132
"P40","Neutral",0.184,0.167,0.394,0.207
"P40","Algo negativa",0.059,0.009,0,0.082
"P40","Negativa",0.058,0.051,0.02,0.156
"P40","No sabe",0.055,0.149,0.024,0.281
"P41","Lo votaría",0.409,0.298,0.244,0.154
"P41","Puede que lo vote",0.081,0.053,0.172,0.097
"P41","Nunca lo votaría",0.471,0.576,0.19,0.451
"P41","No sabe",0.039,0.073,0.394,0.298
"P42","Lo votaría",0.155,0.264,0.152,0.064
"P42","Puede que lo vote",0.102,0.03,0.141,0.232
"P42","Nunca lo votaría",0.677,0.601,0.491,0.321
"P42","No sabe",0.066,0.105,0.216,0.383
"P43","Lo votaría",0.28,0.124,0.142,0.031
"P43","Puede que lo vote",0.043,0.073,0.165,0.301
"P43","Nunca lo votaría",0.659,0.792,0.334,0.473
"P43","No sabe",0.018,0.011,0.359,0.195
"P44","Lo votaría",0.111,0.12,0.074,0.118
"P44","Puede que lo vote",0.117,0.102,0.074,0.053
"P44","Nunca lo votaría",0.698,0.677,0.62,0.339
"P44","No sabe",0.074,0.101,0.232,0.49
"P45","Si",0.395,0.384,0.336,0.308
"P45","No",0.605,0.616,0.664,0.692
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.468,0.396,0.385,0.245
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.173,0.286,0.18,0.085
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.292,0.182,0.331,0.095
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.029,0.057,0.037,0.057
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.01,0.054,0.019,0.029
"PRESIDENTE","En blanco",0.012,0,0.015,0.093
"PRESIDENTE","No sabe",0.016,0.025,0.033,0.396
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.488,0.448,0.585,0.211
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.2,0.264,0.085,0.113
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.255,0.144,0.259,0.138
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.029,0.057,0.02,0.014
"GOBERNADOR","En blanco",0.006,0.054,0.015,0.097
"GOBERNADOR","No sabe",0.022,0.033,0.036,0.427
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria.",0.358,0.348,0.492,0.236
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.179,0.256,0.073,0.095
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.254,0.159,0.136,0.053
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.053,0.073,0.148,0.06
"INTENDENTE","El candidato a intendente de la Izquierda",0.079,0.058,0.118,0.03
"INTENDENTE","En blanco",0.038,0.084,0,0.076
"INTENDENTE","No sabe",0.039,0.022,0.033,0.45
"CORTA_PRESIDENTE","Si",0.059,0.153,0.217,0.164
"CORTA_PRESIDENTE","No",0.941,0.847,0.783,0.836
"CORTA_GOBERNADOR","Si",0.093,0.167,0.416,0.264
"CORTA_GOBERNADOR","No",0.907,0.833,0.584,0.736
"CORTA_INTENDENTE","Si",0.219,0.202,0.397,0.155
"CORTA_INTENDENTE","No",0.781,0.798,0.603,0.845
"P13_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.459,0.354,0.422,0.522
"P13_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.191,0.308,0.124,0.145
"P13_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.279,0.204,0.304,0.12
"P13_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.009,0.021,0.032,0.03
"P13_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0.057,0.037,0.017
"P13_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.021,0.054,0,0.074
"P13_imputada","En blanco",0.012,0.002,0.081,0.092
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.41,0.352,0.21,0.459
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.133,0.357,0.271,0.29
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.311,0.265,0.458,0.063
"P17_imputada","Los candidatos a presidente de la Izquierda",0.051,0.02,0.032,0.068
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.067,0.006,0.029,0.043
"P17_imputada","En blanco",0.028,0,0,0.077
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.532,0.548,0.478,0.44
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.217,0.233,0.185,0.156
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.197,0.072,0.319,0.178
"P20_imputada","El candidato a gobernador de la Izquierda",0.046,0.017,0.018,0.01
"P20_imputada","En blanco",0.008,0.13,0,0.216
"P23_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.22,0.277,0.453,0.596
"P23_imputada","Zencich a intendente por Juntos por el Cambio",0.183,0.201,0.106,0.167
"P23_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.22,0.14,0.141,0.017
"P23_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.11,0.191,0.151,0.095
"P23_imputada","El candidato a intendente de la Izquierda",0.184,0.028,0.149,0.056
"P23_imputada","En blanco",0.083,0.163,0,0.069
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.469,0.401,0.385,0.459
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.173,0.292,0.18,0.21
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.293,0.191,0.364,0.106
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.029,0.057,0.037,0.064
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.024,0.057,0.019,0.059
"PRESIDENTE_imputada","En blanco",0.012,0.002,0.015,0.102
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.504,0.448,0.585,0.467
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.204,0.264,0.121,0.166
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.256,0.154,0.259,0.156
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.029,0.057,0.02,0.015
"GOBERNADOR_imputada","En blanco",0.007,0.077,0.015,0.196
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.36,0.348,0.524,0.567
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.183,0.257,0.073,0.145
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.271,0.168,0.137,0.069
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.055,0.073,0.148,0.065
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.079,0.064,0.118,0.038
"INTENDENTE_imputada","En blanco",0.052,0.09,0,0.116
