"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P27","No sabe",0,0,0.009,0.004,0.013,0.02,0.012,0.029,0.024
"P28","Si",0.862,1,0.694,0.63,0.78,0.562,0.693,0.52,0.635
"P28","No",0.138,0,0.306,0.37,0.22,0.438,0.307,0.48,0.365
"P29","Muy de acuerdo",0.507,0,0.245,0.357,0.203,0.227,0.191,0.172,0.007
"P29","De acuerdo",0.127,0.571,0.3,0.2,0.299,0.213,0.261,0.117,0.227
"P29","Ni de acuerdo ni en desacuerdo",0.2,0,0.256,0.269,0.206,0.219,0.198,0.192,0.256
"P29","En desacuerdo",0.016,0.429,0.101,0.081,0.158,0.229,0.216,0.311,0.191
"P29","Muy en desacuerdo",0.028,0,0.071,0.073,0.114,0.089,0.122,0.167,0.007
"P29","No sabe",0.122,0,0.027,0.02,0.02,0.023,0.012,0.041,0.312
"P30","No estaba enterado",0.266,0.566,0.205,0.36,0.225,0.283,0.26,0.435,0.242
"P30","De acuerdo",0.537,0.198,0.599,0.421,0.487,0.321,0.358,0.167,0.387
"P30","En desacuerdo",0.024,0.236,0.127,0.188,0.198,0.257,0.298,0.337,0.174
"P30","No sabe",0.173,0,0.069,0.031,0.09,0.139,0.084,0.061,0.197
"P31","No tengo cable ni internet",0.145,0.235,0.046,0.278,0.151,0.211,0.141,0.33,0.368
"P31","Si tuve",0.39,0.765,0.389,0.45,0.564,0.571,0.628,0.491,0.384
"P31","No tuve",0.465,0,0.565,0.272,0.285,0.218,0.231,0.179,0.248
"P32","Reclamando directamente a la empresa",0.139,0,0.195,0.308,0.34,0.313,0.302,0.334,0.099
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.566,1,0.387,0.227,0.327,0.341,0.332,0.375,0.687
"P32","Nunca se pudo resolver",0.295,0,0.418,0.465,0.333,0.346,0.366,0.291,0.214
"P33","1-Excelente",0.26,0,0.129,0.138,0.116,0.181,0.172,0.189,0.243
"P33","2",0.022,0,0.096,0.077,0.111,0.169,0.121,0.111,0.127
"P33","3",0.007,0,0.036,0.099,0.061,0.054,0.055,0.05,0.053
"P33","4",0.006,0,0.014,0.166,0.076,0.013,0.029,0.046,0.182
"P33","5",0.024,0.203,0.22,0.157,0.164,0.117,0.177,0.152,0.085
"P33","6",0,0.565,0.048,0.014,0.044,0.066,0.075,0.043,0.129
"P33","7",0.052,0,0.024,0.035,0.057,0.034,0.041,0.034,0.02
"P33","8",0.176,0.232,0.136,0.035,0.06,0.077,0.082,0.066,0
"P33","9-Pésimo",0.39,0,0.246,0.223,0.226,0.236,0.212,0.226,0.161
"P33","No sabe",0.063,0,0.051,0.056,0.085,0.053,0.036,0.083,0
"P34","1-Excelente",0.205,0,0.161,0.172,0.168,0.15,0.171,0.163,0.345
"P34","2",0.02,0,0.053,0.121,0.056,0.169,0.106,0.129,0.055
"P34","3",0.015,0,0.018,0.099,0.107,0.101,0.063,0.069,0.176
"P34","4",0.01,0,0.038,0.118,0.057,0.035,0.071,0.073,0
"P34","5",0.021,0.771,0.164,0.159,0.145,0.087,0.15,0.112,0.147
"P34","6",0.149,0,0.024,0.017,0.035,0.057,0.042,0.03,0.063
"P34","7",0.023,0,0.042,0.01,0.043,0.014,0.043,0.031,0.021
"P34","8",0.035,0.229,0.068,0.037,0.081,0.04,0.08,0.041,0.026
"P34","9-Pésimo",0.41,0,0.399,0.238,0.25,0.308,0.235,0.272,0.167
"P34","No sabe",0.112,0,0.033,0.029,0.058,0.039,0.039,0.08,0
"P35","1-Excelente",0.206,0,0.143,0.23,0.13,0.19,0.149,0.163,0.397
"P35","2",0.035,0,0.042,0.045,0.057,0.071,0.128,0.123,0.13
"P35","3",0,0,0.031,0.092,0.094,0.091,0.073,0.106,0.18
"P35","4",0.006,0.575,0.054,0.191,0.084,0.05,0.067,0.078,0.049
"P35","5",0.104,0.2,0.18,0.109,0.148,0.155,0.157,0.098,0.048
"P35","6",0.193,0,0.034,0.013,0.047,0.056,0.067,0.049,0
"P35","7",0.014,0.225,0.034,0.024,0.061,0.012,0.053,0.025,0.021
"P35","8",0.019,0,0.064,0.037,0.094,0.057,0.046,0.034,0
"P35","9-Pésimo",0.361,0,0.398,0.228,0.227,0.278,0.225,0.242,0.175
"P35","No sabe",0.062,0,0.02,0.031,0.058,0.04,0.035,0.082,0
"P36","1-Excelente",0.142,0,0.098,0.145,0.098,0.12,0.141,0.161,0.257
"P36","2",0.112,0,0.044,0.095,0.116,0.157,0.141,0.126,0.257
"P36","3",0,0.572,0.035,0.135,0.094,0.047,0.06,0.089,0
"P36","4",0.006,0,0.042,0.103,0.024,0.025,0.05,0.073,0.193
"P36","5",0.007,0.204,0.154,0.197,0.223,0.195,0.181,0.106,0.01
"P36","6",0.049,0,0.071,0.019,0.035,0.036,0.076,0.049,0.074
"P36","7",0.165,0,0.03,0.02,0.042,0.043,0.05,0.048,0
"P36","8",0.263,0.224,0.193,0.032,0.038,0.062,0.058,0.041,0
"P36","9-Pésimo",0.171,0,0.28,0.209,0.23,0.24,0.206,0.234,0.158
"P36","No sabe",0.085,0,0.053,0.045,0.1,0.075,0.037,0.073,0.051
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.29,0.267,0.195,0.244,0.253,0.287,0.43,0.558,0.219
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.406,0,0.213,0.159,0.234,0.299,0.204,0.176,0.202
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.022,0.733,0.22,0.248,0.254,0.155,0.163,0.13,0.125
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.282,0,0.358,0.344,0.239,0.158,0.182,0.061,0.196
"P37","No sabe",0,0,0.014,0.005,0.02,0.101,0.021,0.075,0.258
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.346,0.277,0.167,0.221,0.189,0.247,0.323,0.528,0.198
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.166,0,0.154,0.127,0.158,0.215,0.193,0.198,0.066
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.191,0.723,0.296,0.32,0.382,0.27,0.264,0.154,0.091
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.171,0,0.377,0.326,0.253,0.222,0.175,0.061,0.361
"P38","No sabe",0.126,0,0.006,0.006,0.018,0.046,0.045,0.059,0.284
"P39","Oponerse totalmente",0.248,0,0.128,0.245,0.197,0.295,0.344,0.508,0.23
"P39","Oponerse parcialmente",0.079,1,0.198,0.202,0.104,0.107,0.121,0.16,0
"P39","Apoyar parcialmente",0.356,0,0.313,0.227,0.357,0.337,0.282,0.166,0.356
"P39","Apoyar totalmente",0.182,0,0.357,0.309,0.322,0.209,0.225,0.087,0.223
"P39","No sabe",0.135,0,0.004,0.017,0.02,0.052,0.028,0.079,0.191
"P40","Inseguridad y narcotráfico",0.143,0.292,0.359,0.248,0.305,0.291,0.289,0.389,0.065
"P40","Altos impuestos y tarifas",0.165,0,0.148,0.126,0.132,0.152,0.199,0.17,0.494
"P40","Educación y estado de las escuelas",0.218,0,0.137,0.264,0.299,0.198,0.217,0.136,0.11
"P40","Inflación",0.202,0,0.143,0.178,0.144,0.224,0.155,0.153,0.077
"P40","Estado de la salud",0.114,0.708,0.131,0.027,0.081,0.066,0.089,0.078,0.037
"P40","Corrupción",0.158,0,0.072,0.105,0.032,0.05,0.032,0.032,0.217
"P40","Pobreza",0,0,0.01,0.029,0.001,0.01,0.005,0.023,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0.008,0,0.003,0.002,0.004,0
"P40","Falta de trabajo",0,0,0,0,0.006,0.006,0.011,0.004,0
"P40","No sabe",0,0,0,0.015,0,0,0.001,0.011,0
"P44","Muy buena",0,0,0,0.005,0.008,0.035,0.022,0.067,0.164
"P44","Buena",0.077,0,0.153,0.066,0.082,0.101,0.11,0.084,0
"P44","Ni buena ni mala",0.144,0.706,0.143,0.348,0.411,0.281,0.396,0.268,0.088
"P44","Mala",0.352,0,0.5,0.386,0.364,0.403,0.329,0.353,0.357
"P44","Muy mala",0.427,0.294,0.176,0.13,0.118,0.171,0.124,0.202,0.096
"P44","No sabe",0,0,0.028,0.065,0.017,0.009,0.019,0.026,0.295
"P45","Peor",0.717,1,0.601,0.467,0.573,0.525,0.533,0.64,0.523
"P45","Igual",0.051,0,0.302,0.181,0.291,0.282,0.319,0.194,0.461
"P45","Mejor",0.066,0,0.05,0.259,0.044,0.12,0.073,0.073,0
"P45","No sabe",0.166,0,0.047,0.093,0.092,0.073,0.075,0.093,0.016
"P46","Peor",0.466,1,0.582,0.525,0.404,0.393,0.478,0.651,0.222
"P46","Igual",0.242,0,0.263,0.248,0.256,0.351,0.293,0.203,0.698
"P46","Mejor",0.21,0,0.125,0.101,0.26,0.149,0.169,0.092,0.019
"P46","No sabe",0.082,0,0.03,0.126,0.08,0.107,0.06,0.054,0.061
"P47","Javier Milei",0.623,0.72,0.495,0.457,0.502,0.391,0.43,0.259,0.539
"P47","Los gobernadores",0.225,0.28,0.337,0.429,0.398,0.471,0.461,0.624,0.365
"P47","No sabe",0.152,0,0.168,0.114,0.1,0.138,0.109,0.117,0.096
"P48","Muy buena",0.233,0,0.055,0.038,0.097,0.111,0.104,0.133,0.064
"P48","Buena",0.073,0,0.12,0.267,0.187,0.159,0.24,0.225,0.539
"P48","Ni buena ni mala",0.178,0,0.211,0.276,0.272,0.307,0.256,0.31,0
"P48","Mala",0.064,1,0.298,0.272,0.208,0.227,0.286,0.188,0.157
"P48","Muy mala",0.452,0,0.304,0.133,0.204,0.187,0.104,0.135,0.24
"P48","No sabe",0,0,0.012,0.014,0.032,0.009,0.01,0.009,0
"P50","Muy buena",0.009,0,0.036,0.029,0.072,0.068,0.103,0.215,0.191
"P50","Buena",0.075,1,0.112,0.224,0.114,0.158,0.202,0.178,0.301
"P50","Ni buena ni mala",0.326,0,0.337,0.235,0.271,0.341,0.223,0.296,0.056
"P50","Mala",0.114,0,0.18,0.284,0.252,0.285,0.273,0.172,0.038
"P50","Muy mala",0.476,0,0.323,0.161,0.25,0.127,0.165,0.095,0.368
"P50","No sabe",0,0,0.012,0.067,0.041,0.021,0.034,0.044,0.046
"P51","Muy buena",0.039,0.715,0.105,0.17,0.119,0.088,0.138,0.098,0.063
"P51","Buena",0.335,0,0.215,0.125,0.164,0.172,0.206,0.137,0.157
"P51","Ni buena ni mala",0.072,0,0.337,0.331,0.404,0.245,0.329,0.319,0.348
"P51","Mala",0.251,0.285,0.076,0.165,0.165,0.253,0.174,0.208,0.336
"P51","Muy mala",0.228,0,0.261,0.117,0.126,0.17,0.115,0.163,0.034
"P51","No sabe",0.075,0,0.006,0.092,0.022,0.072,0.038,0.075,0.062
"P54","Muy buena",0.301,0,0.047,0.137,0.177,0.191,0.182,0.31,0.342
"P54","Buena",0.205,0.283,0.094,0.196,0.052,0.116,0.14,0.148,0.185
"P54","Ni buena ni mala",0.008,0,0.12,0.129,0.094,0.144,0.108,0.119,0
"P54","Mala",0.17,0.717,0.081,0.177,0.214,0.123,0.204,0.19,0.056
"P54","Muy mala",0.316,0,0.652,0.347,0.457,0.377,0.358,0.223,0.417
"P54","No sabe",0,0,0.006,0.014,0.006,0.049,0.008,0.01,0
"P55","Muy buena",0.288,0,0.141,0.038,0.115,0.125,0.101,0.033,0.344
"P55","Buena",0.042,0.718,0.275,0.253,0.178,0.137,0.18,0.117,0.03
"P55","Ni buena ni mala",0.352,0,0.151,0.196,0.195,0.12,0.193,0.136,0.121
"P55","Mala",0.171,0.282,0.147,0.247,0.259,0.256,0.232,0.284,0.047
"P55","Muy mala",0.147,0,0.286,0.252,0.251,0.348,0.293,0.421,0.458
"P55","No sabe",0,0,0,0.014,0.002,0.014,0.001,0.009,0
"P56","Muy buena",0.287,0,0.027,0.043,0.099,0.1,0.051,0.15,0.342
"P56","Buena",0.011,0.282,0.166,0.257,0.12,0.099,0.162,0.185,0.127
"P56","Ni buena ni mala",0.128,0,0.048,0.181,0.127,0.233,0.221,0.213,0.037
"P56","Mala",0.242,0.718,0.086,0.115,0.169,0.199,0.202,0.17,0.103
"P56","Muy mala",0.332,0,0.668,0.39,0.477,0.337,0.357,0.27,0.37
"P56","No sabe",0,0,0.005,0.014,0.008,0.032,0.007,0.012,0.021
"P57","Muy buena",0.201,0,0.104,0.108,0.178,0.153,0.2,0.317,0.469
"P57","Buena",0.057,0.28,0.184,0.191,0.044,0.113,0.162,0.108,0.037
"P57","Ni buena ni mala",0.08,0.72,0.018,0.124,0.065,0.181,0.09,0.124,0
"P57","Mala",0.292,0,0.081,0.157,0.175,0.15,0.17,0.19,0.056
"P57","Muy mala",0.37,0,0.601,0.406,0.495,0.398,0.363,0.235,0.417
"P57","No sabe",0,0,0.012,0.014,0.043,0.005,0.015,0.026,0.021
"P58","Muy buena",0.353,0,0.364,0.2,0.456,0.252,0.314,0.184,0.284
"P58","Buena",0.273,0.72,0.183,0.204,0.151,0.183,0.141,0.085,0.208
"P58","Ni buena ni mala",0.019,0,0.084,0.082,0.076,0.172,0.069,0.109,0.086
"P58","Mala",0.03,0,0.087,0.115,0.092,0.072,0.138,0.174,0
"P58","Muy mala",0.154,0.28,0.282,0.385,0.225,0.302,0.336,0.438,0.422
"P58","No sabe",0.171,0,0,0.014,0,0.019,0.002,0.01,0
"P59","Muy buena",0.054,0,0.359,0.182,0.352,0.309,0.247,0.121,0.426
"P59","Buena",0.554,0.72,0.163,0.355,0.197,0.175,0.224,0.156,0.091
"P59","Ni buena ni mala",0.028,0,0.112,0.097,0.14,0.104,0.114,0.109,0.097
"P59","Mala",0.039,0,0.039,0.033,0.079,0.156,0.091,0.144,0
"P59","Muy mala",0.325,0.28,0.327,0.319,0.232,0.246,0.324,0.461,0.386
"P59","No sabe",0,0,0,0.014,0,0.01,0,0.009,0
"P60","Muy buena",0.365,0.72,0.439,0.345,0.429,0.333,0.372,0.156,0.365
"P60","Buena",0.19,0,0.092,0.22,0.193,0.133,0.151,0.123,0.199
"P60","Ni buena ni mala",0.099,0,0.202,0.076,0.093,0.178,0.081,0.167,0.03
"P60","Mala",0.02,0,0.097,0.036,0.059,0.132,0.093,0.126,0.32
"P60","Muy mala",0.326,0.28,0.17,0.261,0.226,0.212,0.291,0.398,0.086
"P60","No sabe",0,0,0,0.062,0,0.012,0.012,0.03,0
"P61","Muy buena",0.125,0,0.031,0.186,0.074,0.099,0.075,0.06,0.154
"P61","Buena",0,0.72,0.221,0.189,0.246,0.13,0.223,0.126,0.131
"P61","Ni buena ni mala",0.323,0,0.466,0.347,0.43,0.424,0.41,0.365,0.608
"P61","Mala",0.199,0.28,0.207,0.058,0.122,0.163,0.116,0.16,0.052
"P61","Muy mala",0.273,0,0.066,0.136,0.093,0.116,0.155,0.24,0.034
"P61","No sabe",0.08,0,0.009,0.084,0.035,0.068,0.021,0.049,0.021
